Gene ID	Kinase ID
YNL243W	YGL180W
YNL243W	YKL203C
YDL052C	YHR079C
YBR156C	YGR188C
YIL105C	YGL180W
YDL033C	YIL042C
YDL033C	YGL059W
YBR077C	YPL236C
YCR024C	YIL042C
YCR024C	YGL059W
YIL147C	YBR059C
YIL147C	YOR233W
YLR139C	YIL042C
YLR139C	YGL059W
YOR307C	YHR079C
YLR034C	YHR079C
YGR229C	YGL083W
YGR229C	YGL180W
YDR525W-A	YGL180W
YDR525W-A	YPL236C
YJL151C	YER123W
YDL123W	YPL236C
YOR327C	YER123W
YLR025W	YBR097W
YIL016W	YHR079C
YDR011W	YBR059C
YDR011W	YOR233W
YDR011W	YIL147C
YOR357C	YPL236C
YJL036W	YBR097W
YDR425W	YBR097W
YHR008C	YIL042C
YHR008C	YGL059W
YJL192C	YHR079C
YMR066W	YIL042C
YMR066W	YGL059W
YJR010C-A	YHR079C
YGL093W	YGR188C
YDR356W	YGR188C
YDR201W	YGR188C
YMR117C	YGR188C
YER018C	YGR188C
YPL124W	YGR188C
YLR066W	YHR079C
YKR037C	YGR188C
YKL042W	YGR188C
YAL047C	YGR188C
YHR172W	YGR188C
YNL126W	YGL180W
YNL126W	YGR188C
YER150W	YER123W
YHR136C	YGL180W
YOR247W	YER123W
YPR032W	YBR059C
YPR032W	YOR233W
YPR032W	YIL147C
YPR032W	YKL203C
YPR032W	YJR066W
YKL154W	YHR079C
YDL092W	YHR079C
YKL122C	YHR079C
YPR088C	YJR066W
YPR088C	YKL203C
YPL210C	YHR079C
YNL138W	YNL020C
YNL138W	YIL095W
YNL138W	YKL203C
YPL106C	YJR066W
YPL106C	YKL203C
YBR283C	YHR079C
YIL030C	YHR079C
YMR183C	YGL180W
YLR250W	YGL180W
YLR369W	YIL042C
YLR369W	YGL059W
YDR086C	YHR079C
YDR410C	YHR079C
YJR086W	YGL180W
YFL026W	YER123W
YKL209C	YER123W
YDL130W-A	YIL042C
YDL130W-A	YGL059W
YDL048C	YIL042C
YDL048C	YGL059W
YGL022W	YHR079C
YLR045C	YGR188C
YMR054W	YGL083W
YNL066W	YER123W
YPL057C	YER123W
YLR372W	YHR079C
YML052W	YGL180W
YPL029W	YIL042C
YPL029W	YGL059W
YHR181W	YHR079C
YPL163C	YER123W
YMR149W	YHR079C
YNL081C	YIL042C
YNL081C	YGL059W
YIL047C	YPL236C
YCR030C	YBR059C
YCR030C	YNL161W
YCR030C	YMR001C
YCR030C	YGR092W
YCR030C	YKL048C
YCR030C	YKL101W
YCR030C	YDL028C
YCR030C	YOR233W
YCR030C	YIL147C
YCR030C	YGL180W
YGR046W	YIL042C
YGR046W	YGL059W
YBR069C	YHL007C
YBR069C	YBR059C
YBR069C	YOR233W
YBR069C	YIL147C
YOL020W	YOR233W
YOL020W	YIL147C
YOL020W	YER123W
YPR140W	YIL042C
YPR140W	YGL059W
YEL048C	YGL083W
YOR086C	YBR059C
YOR086C	YOR233W
YOR086C	YIL147C
YNL087W	YBR059C
YNL087W	YOR233W
YNL087W	YIL147C
YML072C	YBR059C
YML072C	YOR233W
YML072C	YIL147C
YPL180W	YPL236C
YIL039W	YHR079C
YML064C	YGL180W
YML064C	YGR188C
YDL185W	YPL236C
YPL234C	YHR079C
YKL140W	YGL180W
YMR313C	YGL180W
YPL214C	YGL180W
YLR237W	YBR059C
YLR237W	YOR233W
YLR237W	YIL147C
YLR237W	YER123W
YIL144W	YGR188C
YDR322C-A	YIL042C
YDR322C-A	YGL059W
YOR297C	YIL042C
YOR297C	YGL059W
YGR033C	YIL042C
YGR033C	YGL059W
YNR017W	YIL042C
YNR017W	YGL059W
YIL022W	YIL042C
YIL022W	YGL059W
YPL063W	YIL042C
YPL063W	YGL059W
YJL054W	YIL042C
YJL054W	YGL059W
YBR067C	YHR079C
YGL145W	YHR079C
YER011W	YHR079C
YDR105C	YPL236C
YGR260W	YHR079C
YJL093C	YJR066W
YJL093C	YKL203C
YDR457W	YJR066W
YDR457W	YKL203C
YGR082W	YIL042C
YGR082W	YGL059W
YOR045W	YIL042C
YOR045W	YGL059W
YNL070W	YIL042C
YNL070W	YGL059W
YNL121C	YIL042C
YNL121C	YGL059W
YHR117W	YIL042C
YJR066W	YGL083W
YJR066W	YLR113W
YKL203C	YLR113W
YKL203C	YGL083W
YBR162C	YER123W
YNL300W	YHR079C
YGR096W	YGL059W
YAL016W	YJR066W
YAL016W	YKL203C
YGL186C	YHR079C
YLL028W	YHR079C
YLL028W	YHL007C
YLL028W	YBR059C
YLL028W	YOR233W
YLL028W	YIL147C
YGR138C	YBR059C
YGR138C	YOR233W
YGR138C	YIL147C
YPR156C	YBR059C
YPR156C	YOR233W
YPR156C	YIL147C
YOR273C	YHL007C
YOR273C	YBR059C
YOR273C	YOR233W
YOR273C	YIL147C
YHR106W	YIL042C
YHR106W	YGL059W
YDR407C	YGL083W
YMR218C	YGL083W
YBR254C	YGL083W
YDR246W	YGL083W
YDR472W	YGL083W
YOR115C	YGL180W
YCR083W	YIL042C
YCR083W	YGL059W
YML028W	YGL180W
YML028W	YJR066W
YML028W	YKL203C
YBR265W	YHR079C
YDL015C	YHR079C
YML085C	YPL209C
YML085C	YGL180W
YFL037W	YJR066W
YFL037W	YKL203C
YLR212C	YGR188C
YOR187W	YIL042C
YOR187W	YGL059W
YMR071C	YGL083W
YDR084C	YGL083W
YDR084C	YGL180W
YKR088C	YBR097W
YKR088C	YGL083W
YKR088C	YGL180W
YGR080W	YNL020C
YGR080W	YIL095W
YPL207W	YHR079C
YPR066W	YGL180W
YER100W	YHR079C
YPL072W	YIL042C
YPL072W	YGL059W
YDL091C	YGL180W
YBR273C	YHR079C
YKL010C	YJR066W
YKL010C	YKL203C
YIL031W	YIL042C
YIL031W	YGL059W
YIL031W	YJR066W
YIL031W	YKL203C
YLR193C	YIL042C
YLR193C	YGL059W
YLR168C	YIL042C
YLR168C	YGL059W
YDR185C	YIL042C
YDR185C	YGL059W
YDL058W	YGL180W
YKR042W	YER123W
YOR004W	YIL042C
YOR004W	YGL059W
YEL040W	YHR079C
YEL005C	YGL180W
YLR386W	YER123W
YEL013W	YPL236C
YML115C	YER123W
YDR119W	YPL236C
YDL128W	YHR079C
YGR065C	YHL007C
YGR065C	YBR059C
YGR065C	YOR233W
YGR065C	YIL147C
YHR039C-A	YPL236C
YPR036W	YPL236C
YBR127C	YPL236C
YGR105W	YER123W
YHR060W	YHR079C
YOR332W	YPL236C
YOR332W	YJR066W
YOR332W	YKL203C
YLR447C	YPL236C
YLR447C	YJR066W
YLR447C	YKL203C
YEL051W	YPL236C
YGR106C	YPL236C
YOR270C	YPL236C
YKL119C	YHR079C
YKR001C	YBR097W
YKR001C	YGL180W
YLL040C	YBR097W
YLL040C	YKL203C
YLL040C	YJR066W
YPL045W	YPL236C
YOR132W	YBR097W
YMR077C	YBR097W
YMR077C	YPL236C
YKL041W	YBR097W
YNR006W	YBR097W
YPL065W	YGL180W
YDR495C	YGL180W
YPL120W	YER123W
YLR396C	YPL236C
YJL154C	YBR097W
YJL154C	YPL236C
YPR173C	YBR097W
YDR080W	YPL236C
YGL095C	YGL083W
YOR069W	YBR097W
YKR020W	YGL180W
YDR484W	YGL180W
YJL029C	YGL180W
YDR027C	YGL180W
YJR044C	YBR097W
YDR486C	YPL236C
YOL129W	YPL236C
YDR372C	YJR066W
YDR372C	YKL203C
YAL002W	YBR097W
YGL225W	YGL180W
YLR337C	YGL180W
YLR181C	YBR097W
YER072W	YHR079C
YFL004W	YHR079C
YPL019C	YER123W
YIL173W	YBR097W
YOR043W	YBR059C
YOR043W	YIL147C
YNL283C	YBR059C
YNL283C	YOR233W
YNL283C	YIL147C
YOL105C	YBR059C
YOL105C	YOR233W
YOL105C	YIL147C
YHL028W	YER123W
YLR090W	YIL042C
YLR090W	YGL059W
YPL252C	YIL042C
YPL252C	YGL059W
YAR009C	YGL180W
YBL010C	YGL083W
YBL029C-A	YBR059C
YBL029C-A	YOR233W
YBL029C-A	YIL147C
YBL059W	YIL042C
YBL059W	YGL059W
YBL086C	YBR059C
YBL086C	YOR233W
YBL086C	YIL147C
YBL095W	YIL042C
YBL095W	YGL059W
YBR016W	YBR059C
YBR016W	YOR233W
YBR016W	YIL147C
YBR096W	YHR079C
YBR139W	YER123W
YBR238C	YIL042C
YBR238C	YGL059W
YBR241C	YPL236C
YBR287W	YHR079C
YLL048C	YPL236C
YDR135C	YPL236C
YCL056C	YGL180W
YCR004C	YGL180W
YCR061W	YGL180W
YLL055W	YHR079C
YPL087W	YER123W
YDL012C	YBR059C
YDL012C	YOR233W
YDL012C	YIL147C
YDL027C	YIL042C
YDL027C	YGL059W
YDL119C	YIL042C
YDL119C	YGL059W
YDL121C	YHR079C
YDL157C	YIL042C
YDL157C	YGL059W
YDL180W	YER123W
YDL211C	YER123W
YDR034W-B	YBR059C
YDR034W-B	YOR233W
YDR034W-B	YIL147C
YDR056C	YHR079C
YDR061W	YIL042C
YDR061W	YGL059W
YDR090C	YBR059C
YDR090C	YOR233W
YDR090C	YIL147C
YDR115W	YIL042C
YDR115W	YGL059W
YDR131C	YER123W
YDR170W-A	YGL180W
YDR210W	YBR059C
YDR210W	YOR233W
YDR210W	YIL147C
YDR222W	YGL180W
YDR262W	YER123W
YDR307W	YHR079C
YDR348C	YBR059C
YDR348C	YNL161W
YDR348C	YMR001C
YDR348C	YGR092W
YDR348C	YKL048C
YDR348C	YKL101W
YDR348C	YDL028C
YDR348C	YOR233W
YDR348C	YIL147C
YDR352W	YPL236C
YDR357C	YGL180W
YDR379C-A	YIL042C
YDR379C-A	YGL059W
YDR476C	YHR079C
YDR514C	YIL042C
YDR514C	YGL059W
YEL006W	YIL042C
YEL006W	YGL059W
YEL043W	YHR079C
YBL060W	YBR059C
YBL060W	YNL161W
YBL060W	YMR001C
YBL060W	YGR092W
YBL060W	YKL048C
YBL060W	YKL101W
YBL060W	YDL028C
YER053C-A	YHR079C
YER071C	YGL180W
YER077C	YIL042C
YER077C	YGL059W
YKL065C	YHR079C
YDL072C	YHR079C
YDL120W	YIL042C
YDL120W	YGL059W
YGL010W	YHR079C
YGL079W	YBR097W
YGL085W	YIL042C
YGL085W	YGL059W
YGL108C	YBR059C
YGL108C	YOR233W
YGL108C	YIL147C
YGR012W	YIL042C
YGR012W	YGL059W
YGR015C	YIL042C
YGR015C	YGL059W
YGR021W	YIL042C
YGR021W	YGL059W
YGR026W	YBR059C
YGR026W	YOR233W
YGR026W	YIL147C
YGR031W	YIL042C
YGR031W	YGL059W
YGR102C	YIL042C
YGR102C	YGL059W
YGR125W	YER123W
YGR207C	YIL042C
YGR207C	YGL059W
YGR235C	YIL042C
YGR235C	YGL059W
YGR266W	YHR079C
YHL008C	YER123W
YHL017W	YGL083W
YHL018W	YIL042C
YHL018W	YGL059W
YMR241W	YIL042C
YMR241W	YGL059W
YMR241W	YJR066W
YMR241W	YKL203C
YHR003C	YIL042C
YHR003C	YGL059W
YHR140W	YER123W
YHR162W	YIL042C
YHR162W	YGL059W
YHR182W	YBR059C
YHR182W	YOR233W
YHR182W	YIL147C
YHR202W	YER123W
YIL067C	YER123W
YIL077C	YIL042C
YIL077C	YGL059W
YMR152W	YHR079C
YIR014W	YER123W
YIR024C	YIL042C
YIR024C	YGL059W
YJL043W	YIL042C
YJL043W	YGL059W
YJL147C	YIL042C
YJL147C	YGL059W
YJL171C	YHR079C
YJR003C	YIL042C
YJR003C	YGL059W
YJR015W	YHR079C
YJR054W	YER123W
YJR111C	YIL042C
YJR111C	YGL059W
YKL094W	YHR079C
YKL027W	YIL042C
YKL027W	YGL059W
YKL061W	YBR097W
YKL077W	YER123W
YKL162C	YIL042C
YKL162C	YGL059W
YKR070W	YIL042C
YKR070W	YGL059W
YHL014C	YIL042C
YHL014C	YGL059W
YPR125W	YIL042C
YPR125W	YGL059W
YLL023C	YHR079C
YLR001C	YPL236C
YLR035C-A	YGL180W
YLR042C	YHR079C
YLR050C	YHR079C
YLR072W	YIL042C
YLR072W	YGL059W
YLR072W	YGL180W
YLR132C	YIL042C
YLR132C	YGL059W
YLR194C	YHR079C
YLR253W	YIL042C
YLR253W	YGL059W
YLR281C	YIL042C
YLR281C	YGL059W
YLR283W	YIL042C
YLR283W	YGL059W
YLR290C	YIL042C
YLR290C	YGL059W
YLR297W	YER123W
YLR346C	YIL042C
YLR346C	YGL059W
YLR356W	YIL042C
YLR356W	YGL059W
YLR407W	YBR059C
YLR407W	YOR233W
YLR407W	YIL147C
YLR408C	YBR097W
YLR413W	YBR059C
YLR413W	YOR233W
YLR413W	YIL147C
YBR104W	YIL042C
YBR104W	YGL059W
YPR024W	YIL042C
YPR024W	YGL059W
YMR302C	YIL042C
YMR302C	YGL059W
YML007C-A	YIL042C
YML007C-A	YGL059W
YML018C	YPL236C
YML037C	YGL083W
YML025C	YIL042C
YML025C	YGL059W
YMR010W	YGL180W
YMR086W	YBR059C
YMR086W	YOR233W
YMR086W	YIL147C
YMR122W-A	YHR079C
YMR134W	YHR079C
YMR160W	YPL236C
YMR166C	YIL042C
YMR166C	YGL059W
YMR221C	YER123W
YMR252C	YIL042C
YMR252C	YGL059W
YMR253C	YGL180W
YMR295C	YHL007C
YMR295C	YBR059C
YMR295C	YOR233W
YMR295C	YIL147C
YFR049W	YIL042C
YFR049W	YGL059W
YNL046W	YHR079C
YNL058C	YER123W
YNL086W	YBR097W
YNL095C	YHR079C
YNL115C	YER123W
YNL122C	YIL042C
YNL122C	YGL059W
YNL146W	YHR079C
YNL176C	YER123W
YNL181W	YHR079C
YNL190W	YHR079C
YNL190W	YBR059C
YNL190W	YOR233W
YNL190W	YIL147C
YNL194C	YBR059C
YNL194C	YOR233W
YNL194C	YIL147C
YNL211C	YIL042C
YNL211C	YGL059W
YNL217W	YER123W
YNL305C	YER123W
YNR021W	YHR079C
YNR040W	YIL042C
YNR040W	YGL059W
YNR061C	YER123W
YOL019W	YBR059C
YOL019W	YOR233W
YOL019W	YIL147C
YOL019W	YER123W
YOL047C	YGL180W
YOL092W	YPL236C
YPR028W	YHR079C
YOR022C	YIL042C
YOR022C	YGL059W
YOR060C	YGR188C
YGR281W	YBR059C
YGR281W	YOR233W
YGR281W	YIL147C
YOR214C	YHR079C
YOR228C	YIL042C
YOR228C	YGL059W
YOR292C	YER123W
YOR356W	YIL042C
YOR356W	YGL059W
YOR291W	YHR079C
YPL066W	YBR059C
YPL066W	YNL161W
YPL066W	YMR001C
YPL066W	YGR092W
YPL066W	YDL028C
YPL107W	YIL042C
YPL107W	YGL059W
YPL109C	YIL042C
YPL109C	YGL059W
YPL162C	YPL236C
YPL168W	YIL042C
YPL168W	YGL059W
YGR198W	YGL180W
YPR003C	YHR079C
YPR011C	YIL042C
YPR011C	YGL059W
YPR063C	YHR079C
YPR071W	YHR079C
YPR098C	YIL042C
YPR098C	YGL059W
YPR114W	YHR079C
YPR148C	YGL180W
YLR120C	YHR079C
YLR121C	YIL042C
YLR121C	YGL059W
YDR349C	YHR079C
YHR105W	YBR097W
YBR054W	YHL007C
YBR054W	YBR059C
YBR054W	YOR233W
YBR054W	YIL147C
YHR155W	YIL042C
YHR155W	YGL059W
YMR089C	YIL042C
YMR089C	YGL059W
YOR087W	YHR079C
YNL310C	YIL042C
YNL310C	YGL059W
YOL154W	YER123W
YMR243C	YPL236C
YNR039C	YHR079C
YGL255W	YHR079C
YLR130C	YHR079C
YKL175W	YER123W
YBR234C	YNL020C
YBR234C	YIL095W
YER045C	YPL026C
YGR037C	YJR059W
YGR037C	YMR216C
YLR144C	YDR122W
YDR511W	YKL171W
YJL200C	YMR216C
YKL206C	YMR291W
YAR015W	YDR477W
YOL086C	YPL031C
YOL086C	YBR097W
YOL086C	YKL139W
YCR105W	YDR523C
YCR105W	YGL158W
YCR105W	YCR091W
YOR129C	YCL024W
YNR074C	YGL158W
YHR198C	YNL020C
YIL087C	YIL095W
YIL087C	YJL164C
YIR003W	YOR061W
YMR003W	YPL141C
YNL100W	YOL045W
YDR063W	YGL021W
YDL175C	YDL214C
YBR059C	YMR216C
YDR264C	YDR477W
YOR034C	YNL298W
YGL021W	YDL079C
YGL021W	YGL059W
YKR021W	YOR233W
YGR225W	YBR028C
YGR225W	YKL168C
YGR225W	YGL180W
YGL156W	YGL158W
YEL036C	YAR018C
YBR286W	YHL007C
YGR261C	YER123W
YBR288C	YER123W
YKL114C	YKL048C
YNL094W	YBL088C
YJL024C	YER123W
YDR441C	YKL166C
YBR149W	YDL214C
YBR149W	YGR188C
YLR370C	YNL298W
YLR370C	YAR018C
YDL192W	YOR061W
YDL192W	YAR018C
YHL047C	YOR351C
YPR199C	YNR031C
YPR200C	YNL154C
YPR201W	YOL113W
YNL159C	YOR233W
YNL159C	YNL154C
YNL159C	YBL009W
YPR145W	YPR111W
YGL180W	YIL042C
YFR021W	YDR490C
YNL242W	YMR104C
YDL113C	YCR091W
YPL100W	YHR079C
YPL100W	YOL016C
YPL166W	YLL019C
YIL146C	YOR267C
YPL149W	YLR096W
YHR171W	YOL045W
YPL271W	YPL031C
YAL020C	YPR106W
YLR114C	YDR466W
YIL088C	YOR233W
YPR122W	YGL180W
YOR134W	YGR040W
YIL015W	YGR052W
YLR399C	YGR188C
YAL060W	YPL150W
YNR058W	YPR054W
YNR057C	YPR054W
YER114C	YJL187C
YLR015W	YJL095W
YDL037C	YDL025C
YDR252W	YDR247W
YMR055C	YER129W
YAR014C	YPR106W
YAR014C	YAR018C
YCR047C	YPL031C
YFL023W	YDR507C
YLR353W	YHR079C
YLR353W	YPL140C
YKL007W	YOR061W
YKL007W	YKL126W
YPL111W	YHR079C
YLR438W	YDL079C
YLR438W	YGL021W
YGR150C	YKL126W
YAL021C	YGR092W
YBR131W	YER123W
YOR112W	YLR096W
YBR274W	YKL139W
YBR038W	YHR082C
YBR038W	YBR097W
YBR038W	YBR274W
YLR330W	YNL307C
YJL099W	YKL048C
YMR198W	YHR082C
YMR198W	YKL116C
YMR198W	YBR097W
YMR198W	YKL139W
YMR198W	YBR274W
YIL035C	YCR008W
YIL035C	YIL095W
YOR061W	YKL126W
YDL155W	YDL079C
YGR167W	YGR092W
YGR167W	YKL126W
YPL256C	YOL016C
YAL040C	YAR018C
YFR014C	YDR247W
YLR003C	YPL203W
YLR003C	YPL140C
YLR003C	YHR079C
YLR433C	YOL016C
YKL190W	YCR008W
YAL058W	YAR018C
YBR203W	YJL187C
YBR203W	YJL141C
YGR295C	YMR104C
YHR051W	YDR507C
YHR057C	YGL179C
YHR057C	YHR082C
YCR069W	YBL009W
YNR028W	YNL020C
YNR028W	YCR073C
YOR031W	YOL128C
YOL063C	YJL057C
YMR025W	YPL150W
YMR025W	YAL017W
YPL200W	YMR139W
YPR030W	YDR523C
YBR042C	YHR135C
YDR256C	YDR247W
YDR151C	YDR247W
YKL139W	YBR274W
YKL139W	YPL031C
YKL139W	YBR097W
YBR291C	YNL183C
YMR264W	YNL307C
YGL166W	YMR139W
YPL064C	YPR111W
YKL096W-A	YOL128C
YML054C	YJL106W
YDR430C	YOR351C
YML070W	YNL154C
YML070W	YAL017W
YIR029W	YDR523C
YIR029W	YCR091W
YJR150C	YPR054W
YPR111W	YOR231W
YOR180C	YOR267C
YOR180C	YDL079C
YKL046C	YJR066W
YKL046C	YDR466W
YER143W	YPL141C
YNL335W	YJL057C
YIL049W	YGR188C
YKL121W	YGR092W
YGR227W	YDR466W
YLR437C	YPL140C
YDR263C	YLR248W
YDR263C	YDR247W
YJL065C	YJL128C
YJL065C	YLR113W
YHR115C	YLR096W
YER166W	YDR466W
YLL001W	YPL203W
YLL001W	YOL016C
YIL103W	YOL100W
YKL191W	YNL307C
YKL191W	YJR066W
YKL191W	YFL033C
YOR264W	YKL168C
YGL043W	YOR061W
YBR281C	YHL007C
YBR281C	YNL183C
YDR206W	YIL042C
YDR206W	YCR091W
YAL059W	YBR059C
YBL043W	YKL198C
YBL001C	YBL009W
YBR065C	YOR233W
YJR106W	YJL106W
YLR436C	YER123W
YER176W	YGL158W
YMR176W	YNL020C
YBR033W	YBR028C
YPL095C	YPL141C
YDR385W	YPR106W
YDR036C	YGL021W
YBR177C	YPL140C
YPL086C	YDR507C
YDR516C	YOL100W
YGL200C	YHR082C
YLR080W	YBR059C
YFL048C	YCR073C
YNL084C	YAR018C
YNL084C	YKL048C
YDL161W	YJL057C
YJR125C	YOR267C
YDR414C	YMR216C
YLR246W	YLL019C
YER044C	YDR477W
YML008C	YDR477W
YGL002W	YKL168C
YCR075C	YOR233W
YNL023C	YGR052W
YCR034W	YMR216C
YBR101C	YOR267C
YBR040W	YPL140C
YDR130C	YDR122W
YIL065C	YIL095W
YIL065C	YJL164C
YDR534C	YDR523C
YOR382W	YMR104C
YOR382W	YAL017W
YOR383C	YGR188C
YMR306W	YOL016C
YAR050W	YMR291W
YIL134W	YDR477W
YER182W	YBL088C
YDR070C	YDL079C
YBR047W	YBR028C
YLR077W	YGL179C
YPL103C	YBL009W
YFL046W	YFR014C
YJL161W	YMR291W
YDL222C	YJL187C
YDL222C	YJL141C
YGR052W	YIL095W
YDR110W	YBR059C
YML074C	YOL045W
YML074C	YOR233W
YML074C	YLL019C
YML074C	YHR135C
YLL043W	YMR216C
YKL220C	YGR040W
YKL220C	YGL180W
YPL262W	YOL100W
YBR021W	YFL033C
YCL027W	YCL024W
YNL133C	YDR507C
YNL133C	YBR274W
YNL133C	YKL139W
YNL133C	YPL031C
YNL133C	YBR097W
YMR250W	YKL166C
YER027C	YBL009W
YLR343W	YJL106W
YOL030W	YOL045W
YOL030W	YJL057C
YFL021W	YPL026C
YLR013W	YOL045W
YGL195W	YKL116C
YGL195W	YBR274W
YFR009W	YDR283C
YEL009C	YDR283C
YMR189W	YPL150W
YMR189W	YMR104C
YAL044C	YDR507C
YEL042W	YAR018C
YJR031C	YJL057C
YER083C	YGR092W
YMR255W	YJL141C
YCL036W	YLR248W
YDR358W	YOL016C
YCL039W	YDR523C
YDR507C	YPL031C
YDR507C	YBR097W
YER054C	YGR188C
YEL011W	YPL236C
YMR311C	YJR066W
YER107C	YGR262C
YDR508C	YDR490C
YDL035C	YKL166C
YKL026C	YJL187C
YPL059W	YGR188C
YDL010W	YCL024W
YJL103C	YJL057C
YIR038C	YOL113W
YIL041W	YIL035C
YIL041W	YIL095W
YGL237C	YDL214C
YDL223C	YPR111W
YDL223C	YLR096W
YDL223C	YOR231W
YER014W	YDR477W
YPL254W	YDR477W
YGR187C	YPR106W
YDR317W	YNL183C
YOR038C	YIL035C
YJR140C	YCR008W
YFR025C	YKL198C
YFR025C	YMR104C
YJR055W	YGR262C
YDR528W	YFR014C
YOR032C	YJL187C
YOR032C	YDR247W
YBR034C	YBR028C
YDR305C	YDR247W
YLR113W	YOL113W
YPR068C	YPL140C
YEL066W	YCR073C
YDR399W	YGR052W
YHL002W	YPL203W
YFL014W	YCL024W
YBR072W	YNL020C
YCR021C	YGL158W
YCR021C	YGL021W
YPL240C	YPL042C
YOL068C	YIL035C
YOL068C	YIL095W
YDR191W	YDR122W
YOR284W	YDL079C
YJR036C	YPL141C
YFL011W	YPL026C
YFL011W	YAL017W
YOR126C	YPL026C
YJR122W	YOL100W
YLR174W	YLR096W
YBR159W	YOR231W
YJL057C	YNL154C
YLR432W	YJL057C
YIL154C	YJL165C
YIL154C	YCR008W
YLR247C	YLR248W
YEL001C	YPL150W
YEL001C	YCR073C
YOR044W	YPL140C
YFR038W	YKL198C
YFR043C	YOR233W
YFR043C	YGL083W
YJL051W	YOR233W
YER180C	YBL088C
YBR245C	YOR267C
YOR304W	YNL307C
YGL133W	YNL183C
YDR492W	YDR490C
YNL227C	YPR106W
YJL162C	YIL095W
YJL162C	YJL164C
YPL125W	YGR262C
YCL055W	YIL035C
YLR096W	YKL166C
YOR233W	YGL083W
YOR233W	YHR135C
YPL155C	YOR267C
YKL168C	YKL171W
YDL049C	YGL021W
YLL019C	YOL045W
YLL019C	YNL154C
YNL322C	YAR018C
YOR099W	YGL158W
YKR061W	YBL088C
YBR205W	YPR054W
YCL005W	YFL033C
YGL009C	YDL079C
YGL009C	YGL021W
YDL051W	YKL171W
YGL090W	YPR111W
YKL205W	YCR091W
YNR008W	YER129W
YJL124C	YOR061W
YHR121W	YJR066W
YHR121W	YFL033C
YDL182W	YJL057C
YDL182W	YDR122W
YGL154C	YOL100W
YLR427W	YOL113W
YLR427W	YJL128C
YLR427W	YLR113W
YPR051W	YAR018C
YBR299W	YKL168C
YBR299W	YGL180W
YBR297W	YHL007C
YBR297W	YDL025C
YDL054C	YOL128C
YKL221W	YKL168C
YKL221W	YGL180W
YOR306C	YPL141C
YPR046W	YPR054W
YNL173C	YKL198C
YDL078C	YDL079C
YPR083W	YER129W
YOL027C	YPR106W
YGL197W	YLR113W
YGL197W	YDR247W
YGL197W	YLL019C
YOR351C	YPL236C
YGR121C	YFR014C
YNL277W	YHR082C
YNL277W	YKL116C
YNL277W	YBR274W
YDR253C	YKL101W
YPL187W	YGL179C
YPL098C	YDL214C
YJL042W	YMR104C
YGL035C	YNL307C
YGL035C	YJL164C
YOR231W	YOL128C
YOR231W	YPR111W
YNL074C	YBR059C
YKR095W	YDR490C
YKR095W	YDR466W
YBR015C	YKL048C
YBR015C	YAR018C
YPL050C	YGR262C
YNL297C	YDR477W
YNL249C	YGL158W
YOR177C	YBL009W
YJL066C	YJL057C
YDL079C	YGL059W
YDL079C	YGL021W
YKL003C	YDR507C
YLR312W-A	YDR507C
YHR147C	YDR507C
YJL133W	YJL164C
YOR066W	YJL106W
YNL293W	YLL019C
YDL154W	YDL079C
YGR028W	YPL203W
YGR028W	YHR079C
YHR091C	YDR507C
YGL236C	YOL100W
YGR206W	YPL203W
YAL029C	YPL141C
YHR086W	YDR490C
YPR131C	YGR262C
YOR253W	YDL214C
YPR155C	YOL113W
YBL024W	YNR031C
YMR145C	YDR490C
YDL085W	YOL016C
YOL104C	YPL236C
YOL104C	YPR054W
YML118W	YOL128C
YML118W	YFR014C
YLR138W	YBR028C
YGL221C	YFL033C
YNL078W	YHR135C
YIL164C	YNL020C
YBR170C	YGR188C
YBR066C	YBR059C
YBR066C	YDR247W
YHR133C	YOL016C
YNL091W	YDL101C
YBR188C	YPR054W
YOL043C	YOL045W
YKR082W	YGR262C
YGL151W	YLR113W
YKL134C	YGR262C
YPL134C	YOL016C
YKR087C	YPL236C
YOL032W	YNL154C
YDL019C	YPR111W
YDL019C	YOR231W
YHR073W	YNL307C
YHR073W	YJR066W
YJR051W	YOL128C
YOR085W	YAR018C
YDL232W	YGR188C
YML019W	YAR018C
YDL173W	YJR059W
YDL173W	YMR216C
YBR301W	YCL024W
YBR301W	YCR073C
YLR461W	YJL141C
YFL020C	YCL024W
YAL068C	YAL017W
YDL053C	YDR466W
YBR295W	YNL183C
YBR295W	YHL007C
YBR295W	YDL025C
YIL050W	YDR490C
YIL050W	YJL164C
YGR202C	YGL083W
YPR002W	YLR096W
YOR153W	YGR188C
YLR148W	YGR092W
YLR148W	YPL042C
YOL147C	YMR104C
YOR193W	YKL198C
YOR193W	YMR104C
YNL326C	YDR490C
YIL107C	YIL035C
YHR185C	YOL113W
YPL206C	YOL016C
YKL127W	YDR466W
YDR281C	YOL100W
YER037W	YJL106W
YFR034C	YHR030C
YBR093C	YJL141C
YOL001W	YGR092W
YOL001W	YKL126W
YGR233C	YNL183C
YPL031C	YKL139W
YPL031C	YBR097W
YCR037C	YJL141C
YJL198W	YPL141C
YGL023C	YKL166C
YBL051C	YNL307C
YKL164C	YGL021W
YIL042C	YGL180W
YGL059W	YDL079C
YGL059W	YGL021W
YMR006C	YPL150W
YMR006C	YAL017W
YPL268W	YNL298W
YGL006W	YKL168C
YER132C	YPL026C
YNL082W	YGR052W
YDL093W	YDL079C
