Q0085	29.8074405
Q0105	0.624369106
Q0110	0.119375814
Q0115	0.643126487
Q0120	0.106320061
Q0130	0.407963499
Q0140	1.857760958
Q0250	25.82633956
R0020C	6.701428297
R0030W	0.147422702
R0040C	3.572377089
YAL001C	7.765690563
YAL002W	0.595010422
YAL003W	2541.566487
YAL005C	8176.131477
YAL007C	155.9084299
YAL008W	7.408920779
YAL010C	1.468255626
YAL011W	12.06435083
YAL012W	1250.802721
YAL013W	4.432537427
YAL015C	1.114589422
YAL016W	201.5036997
YAL017W	8.926740442
YAL019W	24.29114418
YAL020C	0.699818173
YAL021C	42.11520816
YAL022C	6.23949275
YAL023C	67.42325954
YAL024C	0.499212748
YAL025C	30.76806674
YAL026C	34.75014336
YAL027W	1.85328478
YAL029C	36.00362631
YAL030W	14.0019553
YAL033W	65.74767886
YAL034W-A	18.25154943
YAL035W	583.9749311
YAL036C	169.0156606
YAL038W	12225.18157
YAL039C	11.18466715
YAL041W	26.14251729
YAL042W	49.19631739
YAL043C	24.69757165
YAL044C	582.8593036
YAL044W-A	7.728921536
YAL046C	3.736159166
YAL047C	3.79181704
YAL048C	0.556873726
YAL049C	28.16759292
YAL051W	3.380749886
YAL053W	9.376373395
YAL054C	12.78376171
YAL055W	6.565370667
YAL058W	3.089702791
YAL059W	34.6948386
YAL060W	222.8152821
YAL061W	20.24180065
YAL062W	32.23281957
YAR002C-A	185.7835472
YAR002W	40.28541824
YAR007C	88.82108118
YAR009C	7.985421115
YAR010C	28.69091707
YAR014C	38.36790411
YAR015W	458.1258384
YAR018C	0.765101758
YAR019C	6.838333304
YAR027W	3.064150489
YAR028W	14.78585586
YAR031W	0.767150671
YAR035W	1.340400219
YAR042W	5.344865861
YAR071W	45.99850876
YAR073W	55.23645331
YAR075W	36.80532723
YBL001C	29.84448209
YBL002W	2177.452824
YBL003C	1251.967699
YBL004W	43.73770046
YBL005W-A	5.671897849
YBL005W-B	2.014695455
YBL006C	8.512292192
YBL007C	159.7759883
YBL008W	1.873094899
YBL011W	38.56026808
YBL014C	0.629707386
YBL015W	110.9332093
YBL016W	86.66263514
YBL017C	76.33740302
YBL019W	0.247518065
YBL022C	60.97966603
YBL023C	29.74859944
YBL024W	249.7591519
YBL025W	0.75501345
YBL026W	241.5548221
YBL027W	1893.879362
YBL029C-A	34.49981219
YBL030C	569.9046784
YBL032W	189.0000949
YBL033C	68.30778871
YBL034C	0.978303272
YBL035C	13.67172377
YBL036C	85.24201248
YBL037W	18.78163617
YBL039C	280.8530329
YBL039W-B	0.416774648
YBL040C	259.2698429
YBL041W	52.79659477
YBL042C	98.31112436
YBL045C	302.0689441
YBL046W	19.8866506
YBL047C	235.1432635
YBL050W	59.14117013
YBL051C	38.79366671
YBL054W	1.979197412
YBL055C	9.185183728
YBL056W	125.3049968
YBL057C	7.88096458
YBL058W	100.5140579
YBL059C-A	31.47285049
YBL059W	1.426107079
YBL061C	32.76301898
YBL064C	74.1008206
YBL066C	2.204268391
YBL067C	1.925108172
YBL068W	56.66994091
YBL069W	9.427999669
YBL072C	2297.304495
YBL075C	290.6774512
YBL076C	1080.591244
YBL078C	8.293832554
YBL079W	36.29759713
YBL082C	0.488774807
YBL084C	9.011101675
YBL085W	18.98636333
YBL086C	6.790446476
YBL087C	1759.986066
YBL090W	1.94313062
YBL091C	74.88319169
YBL092W	2504.4927
YBL093C	14.74390154
YBL095W	1.723845776
YBL097W	5.422390349
YBL098W	6.556499152
YBL099W	859.3635625
YBL100W-A	0.497144445
YBL100W-B	0.495523866
YBL101C	17.14066487
YBL102W	37.01978033
YBL103C	11.64948573
YBL104C	13.42950427
YBL105C	26.9852045
YBL111C	19.0607057
YBL112C	0.391635219
YBL113C	0.186233502
YBR001C	1.867085123
YBR002C	77.02706007
YBR003W	29.84855026
YBR005W	5.306800404
YBR006W	12.91920467
YBR009C	1646.106919
YBR010W	1028.207836
YBR011C	1125.138775
YBR012W-A	15.49104676
YBR012W-B	4.21331296
YBR014C	5.199762719
YBR015C	49.28648486
YBR016W	18.76447638
YBR017C	71.24685142
YBR018C	7.90771032
YBR019C	9.151512258
YBR020W	42.44736332
YBR022W	4.276028997
YBR023C	29.5291323
YBR024W	3.47693266
YBR025C	1274.359563
YBR026C	30.87801244
YBR029C	25.83938586
YBR030W	4.756378031
YBR031W	1903.455931
YBR034C	152.4689835
YBR035C	132.0379986
YBR036C	90.22542207
YBR037C	12.23746039
YBR038W	0.333471126
YBR039W	384.1610203
YBR040W	6.82126901
YBR041W	14.05786154
YBR042C	3.5948293
YBR044C	3.631997567
YBR046C	38.66331249
YBR048W	2770.614267
YBR049C	157.0718423
YBR052C	137.007041
YBR053C	14.63227193
YBR054W	191.1659451
YBR055C	19.70729035
YBR056W	14.3828408
YBR057C	6.100462614
YBR058C	10.36569739
YBR058C-A	40.06055522
YBR059C	48.99981109
YBR060C	1.87639365
YBR061C	17.83840036
YBR065C	3.219965522
YBR068C	506.0891723
YBR069C	160.9563952
YBR070C	14.59124089
YBR072W	530.5385508
YBR073W	10.03916733
YBR074W	9.779846042
YBR077C	42.86090125
YBR078W	191.6215395
YBR079C	629.417104
YBR080C	90.52770979
YBR081C	21.50820214
YBR082C	1148.303158
YBR083W	3.222591018
YBR084C-A	1559.457498
YBR084W	129.4359835
YBR085C-A	277.8391094
YBR085W	49.20470703
YBR086C	55.03809039
YBR087W	24.09584593
YBR088C	153.0923472
YBR089C-A	145.6525862
YBR091C	9.175526107
YBR092C	86.05820606
YBR093C	26.30679676
YBR094W	18.84955804
YBR095C	12.98608996
YBR096W	39.59781993
YBR098W	0.600011773
YBR101C	185.6484932
YBR102C	15.83662424
YBR103W	39.41485797
YBR104W	2.645883263
YBR106W	674.3638634
YBR107C	4.571868751
YBR108W	1.962070409
YBR109C	523.616463
YBR110W	37.39598543
YBR111C	164.8510772
YBR111W-A	10.59626533
YBR112C	50.59160912
YBR114W	0.949664894
YBR115C	501.6607538
YBR117C	6.525632392
YBR118W	12432.12931
YBR120C	58.14405753
YBR121C	877.7709023
YBR122C	47.63906871
YBR123C	23.69146266
YBR125C	2.231474324
YBR126C	447.495045
YBR126W-A	7.226140307
YBR127C	1045.231305
YBR129C	4.879782841
YBR130C	51.8965229
YBR133C	2.542756703
YBR135W	60.82413263
YBR136W	3.798131452
YBR137W	26.78406188
YBR139W	7.261709239
YBR140C	16.27585117
YBR142W	34.64892284
YBR143C	679.1853257
YBR145W	51.40569977
YBR146W	5.361894752
YBR149W	158.5711159
YBR150C	2.808261684
YBR151W	64.29990176
YBR152W	19.72462899
YBR153W	4.160166942
YBR154C	72.07148013
YBR155W	73.56590867
YBR159W	231.0115405
YBR160W	133.8556798
YBR162C	116.5132385
YBR164C	91.11899633
YBR166C	39.11343981
YBR169C	155.1606352
YBR170C	46.50696717
YBR171W	122.8382956
YBR172C	48.46616319
YBR173C	3.667877146
YBR175W	32.76731858
YBR176W	2.481725559
YBR177C	113.7904579
YBR179C	13.73955412
YBR181C	1213.02352
YBR183W	0.652413726
YBR185C	28.65993487
YBR187W	29.95762686
