AUR1 RET2 0.327258218611612
EHT1 PPZ1 0.425116504286658
PPZ1 ERV25 0.604324773326107
ERV25 SEY1 0.39087624848374
ERV29 ERP4 0.401041654464814
ERV29 ERV29 0.430412846775457
PPZ1 ERV29 0.41740949445661
RET2 ERV29 0.381599163273793
PPZ1 FPS1 0.67517978463035
FTR1 FET3 0.567593574795172
FTR1 HNM1 0.626534783254448
FTR1 MUP1 0.59313414687582
FTR1 PDR12 0.499527891298515
FTR1 TPO2 0.328679336242442
MUP1 GPA2 0.281766101456349
PDR12 GPA2 0.35118905691754
FTR1 ITR1 0.690055740043418
PPZ1 MUP1 0.301229409227819
PPZ1 STE24 0.424241654544576
PDR12 SYP1 0.341198657125563
FTR1 YBL029C-A 0.466284262268508
RET2 YMR010W 0.411647026848322
YMR010W YMR010W 0.273095532022912
