TAG	1181-0519.x	AA-mixture.x	atorvastatin.x	CuSO4.x	doxorubicin.x	ethanol.x	FK506.x	H2O2.x	heat-shock.x	menadione.x	methionine.x	N-starvation.x	NaCl.x	sorbitol.x	1181-0519.y	AA-mixture.y	atorvastatin.y	CuSO4.y	doxorubicin.y	ethanol.y	FK506.y	H2O2.y	heat-shock.y	menadione.y	methionine.y	N-starvation.y	NaCl.y	sorbitol.y
TM_0038	-0.0479699407805087	0.258430116503357	0.13134473980577	0.147921194438818	-0.0056379765475042	0.426942050241077	-0.16226558570866	0.265398661736395	0.284312973090555	0.0806361786666078	-0.0118981073376716	0.269465892255372	0.175931267542021	0.182429524963392	0.103391961128295	0.397046849387939	0.025584771818048	0.0978172701100143	-0.120843289866652	0.401960780045927	-0.124046694011016	0.445084438199788	0.34690301642413	0.259863164918519	-0.0736325516074989	0.147968188667853	0.213329507503375	-0.063533765459455
TM_0042	-0.118707632703519	0.0873895175387124	0.000507432254063451	-0.144110388382095	-0.0856573596193932	0.00915404333065875	-0.235780464744114	-0.123896162355511	-0.326921424643173	0.0209957080373959	-0.0323490422226823	-0.177901705860042	-0.157587612023328	-0.119695093999082	-0.296338930753627	0.118757403324294	-0.022435933598544	-0.041904109926575	-0.314438751890732	0.0345971816766832	-0.146751026028611	-0.181115700758332	-0.400940825037548	-0.196612761075673	-0.11932076504047	-0.135477812175444	-0.111079197929837	-0.0945443604134308
TM_0046	-0.34822675222287	-0.0398295716118559	-0.0482009252000608	-0.0986781646451238	-0.0768575644241149	-0.0611405098596845	-0.0745665894727423	-0.259290392427771	-0.221816769553564	-0.014918210332975	0.133949215661823	0.00701284138020155	-0.196784825272908	-0.163644857607324	-0.449318284213237	-0.020634328133755	-0.0173485244946095	-0.0810470140236887	-0.22280627145212	-0.0573499194027072	-0.168641625128475	-0.186709638980689	-0.401773841727124	-0.110600869492351	0.072139523377742	-0.296403237902664	-0.303849523132989	-0.0898256250497882
TM_0048	-0.0370903274313859	0.912623536905467	0.0322159527750108	0.0597784542761577	-0.199308727155949	0.518819741729339	-0.0857450298363853	-0.186942553277477	0.0891686872071923	0.221775555121798	0.336717365334456	0.151937617685458	0.194672200524953	0.0058401321503152	-0.0526166876877487	1.02363465389502	0.0349296666591878	-0.0039759086925324	-0.146532597721036	1.01384259699015	-0.0089707417368605	0.0633043098245657	-0.0221727583670981	0.307942129281695	0.334557189886048	1.11088598236159	0.260676938552756	-0.0115857050342081
TM_0050	-0.0760547219472655	-0.0661386625290294	0.00353049796914195	-0.0065534837959147	0.189064748381833	0.264654975689002	-0.0778254151450515	0.181923908495446	0.0846722129482521	0.107178513958844	-0.497382018034852	0.0108340755577112	0.0157336953197591	0.0495659662804233	-0.109398905203991	-0.041306602890454	0.0980241234032915	-0.072854467075782	0.136985110014895	0.357993850095658	0.00746069776416825	0.123985395789006	0.0805391904982792	0.0568194644487176	-0.383830624238673	0.0199210013892231	0.0926881906673074	0.106769572082931
TM_0051	-0.312140091492765	-0.0195656628643608	0.004750621483069	0.0289698120728625	-0.232441369096014	-0.360956423987713	-0.204540868053931	-0.513361476300052	-0.320949087601274	0.00909894016242685	0.0440754672629471	-0.136770390846312	-0.0719679912139455	-0.0351599318410605	-0.0564207589886605	0.0690380731299209	0.0770758506163655	-0.1216287333288	-0.0448402319881396	-0.408248294089146	-0.180055814578342	-0.0637308948363079	-0.240902670061986	-0.101580668084586	0.130574459630368	0.0264817079790243	-0.0954561646437764	-0.0579277480401615
TM_0052	0.0286656298147383	0.533669860292246	0.128982851356484	0.282345397827443	-0.0314466413496843	0.0688513451880375	-0.108822219572711	-0.111032165563051	0.706901879707736	-0.0611516157253876	-0.343438533759031	0.200788049010292	0.10212788690921	0.0935809494297775	-0.0644036644243133	0.454984536801687	-0.1333405725821	-0.0666678693120806	-0.159681839171944	-0.128529612593188	-0.214721046860787	-0.0370742071451805	0.602925344699286	0.135469516703701	-0.354694055074751	-0.0368721272886283	0.161484758908287	0.140696428337465
TM_0055	0.0593655174068417	0.136203576188611	-0.00943695428672165	0.219982417618366	0.00117528940755385	-0.300381385513838	0.309082586371841	-0.219066713853753	-0.0313881763787105	-0.00313579979519308	-0.0914661577079923	-0.0663785744681229	0.0090936632261114	0.0253879229363117	0.0752429707936368	0.0586873214148138	-0.0568834469779132	0.136993560118583	-0.0680209197634341	-0.406509832962419	0.243875486907223	-0.22641048963169	0.0074114979104678	-0.0162230675086574	-0.0403411354258063	0.00698014875710125	0.00751908670488177	0.0657055090448296
TM_0057	-0.085762994521386	0.167033378546959	0.301392785583103	0.0917394484561598	0.621822091433679	-0.65979647017913	-0.002908223520039	0.621054278605928	0.0983876894442013	0.249603587498451	0.653968876175756	-0.0639720453220775	0.247334583732179	0.609088781207257	-0.0814834278975854	0.330496221387895	0.0105188751250606	0.107734192368432	0.436451405514194	-0.511669292478826	0.113772439435237	0.59932490968104	-0.165050747423118	0.459961852078913	0.74308188354914	0.206058052443834	0.182826804764636	0.779196617850973
TM_0058	-0.092882875275766	0.0726496225550895	-0.128496274823073	-0.154665698116305	0.0434987427009155	-0.110757943600109	-0.0909465131250924	-0.244935079754655	-0.15310205497993	-0.23800743347186	-0.0386799018795656	-0.156781541742911	-0.334945327852307	-0.350241075875043	-0.195970812991139	-0.0434922952701884	-0.162009533095056	-0.197157802029376	0.173675528119013	-0.286994696253564	-0.226388022815881	-0.223893139919517	-1.24814814988086	-0.163701974756458	0.0103875472998682	-0.23023972288281	-0.521222173734624	-0.294959375201981
TM_0059	-0.0929703782388159	0.0297171087349506	-0.0283968860942894	0.116346205360245	-0.222918897922676	0.784668660630609	-0.102598150312297	-0.0146794872626745	-0.11586732829725	0.00384444784068096	0.165125491204395	0.110732227985545	0.268992106027122	-0.137678219882768	-0.0782588437274702	0.13886681135009	0.0682728181479755	0.0943759171628687	-0.361547325787827	0.815899962180161	0.0030595411116375	-0.0668561448635484	-0.263018464560354	-0.103141521816291	0.143274833540532	0.03811297375573	0.164584751017072	-0.415507572249922
TM_0061	-0.162391151204044	0.672194963887533	0.138391195761173	0.346291577122931	0.568374611456227	-0.444048789203684	-0.224060753727828	0.974593650726745	-0.158048212749666	-0.0465829983693045	0.287352551899949	0.195508182922404	0.640642603344938	0.336476699621503	-0.148727266342246	0.753930701153402	0.049642316727339	0.440835968096297	0.430681171140803	-0.682392465296356	-0.114697275132646	1.06087718342331	-0.0578338254005722	0.0856901807923415	0.470903148249233	0.515625496221711	0.447643558236264	0.361125597346034
TM_0062	-0.0306058057327503	-0.276241012628245	-0.0447016965154017	-0.111280138046532	-0.0278738372595137	-0.860704470460882	-0.144137429566483	-0.289315139853692	-0.485412276198594	-0.148538485658928	0.0745506402333584	-0.141316678399627	-0.17254588051099	-0.287737084796604	-0.143278546251596	-0.217740079447297	-0.102346907007772	-0.098964936289078	-0.0307869088505335	-0.818050303255952	-0.128604683723472	-0.18499944211812	-0.224744630978528	-0.175320177498837	0.126118820278466	-0.13636965278545	-0.247046603570699	-0.385115834032382
TM_0063	0.0192436547128958	0.120565450657123	-0.0355166326874325	0.093298264283436	-0.131425091223877	0.380425104794452	0.0876118775603188	0.00752962845597605	0.0784321067964191	-0.0908881086416073	0.057931067991909	0.0152519240583375	-0.0515950413923826	0.0553185939466516	0.055907994729757	0.000382850715494598	0.0551379812242077	0.136803725703502	-0.0753802146993971	0.3876231777826	0.0651264637165301	0.0387777815008859	0.103169983459557	-0.00304073739007915	0.0559561298237226	0.0123948635747633	0.00226017078538821	0.0774565035693442
TM_0067	-0.186571438229727	-0.190984558645475	-0.138629475346612	-0.124005357090906	-0.10598058551694	0.486827709645805	-0.248649740345542	-0.255382631552172	-0.267515152355973	-0.0804181314571803	0.0217277151088286	0.330978556648135	-0.352886366000862	-0.27964709784655	-0.377699108675085	0.0551026623821274	-0.225809644377867	-0.0775107012650994	-0.174794115912168	0.457389329210619	0.038458271709798	-0.310385035621439	-0.595069670239232	0.0512993826342995	0.054774261496209	-0.157820036644136	0.0379854333571003	-0.306168798596909
TM_0071	-0.0585719592146097	0.19041760706328	-0.0184120322944592	0.247672348394893	-0.0174682426911951	0.796060186261094	0.0207661688631305	0.0840076314599165	-0.367462209250584	-0.0206000383223479	0.0514187031291142	0.00114621686289685	0.195136645699928	0.0331149217221602	-0.125908626567972	0.0781296225370597	-0.0420485197605053	-0.117221538934369	-0.156441790008607	0.720747888680241	-0.0977282772580353	0.073783828585687	-0.079454015833865	0.104257659873185	0.137085253637532	0.0277650769194225	-0.0277247871797915	-0.0932098450415102
TM_0075	0.0215666508255481	0.104782779002544	0.00875785945899125	-0.110086496452255	0.0257033761440324	0.0378068691901996	-0.303719805672944	-0.0654036928607982	-0.169181921554916	-0.0595098283654965	0.0369669262958778	0.153970533806575	-0.15872823262912	-0.140768182731941	-0.0103158522623099	0.231095041408288	0.0007387725168755	-0.0815268174784682	-0.121417106648191	0.0389417170012747	-0.386702206874644	0.0333217102529532	-0.198473778021006	0.0122746390215039	-0.0955064997225464	0.0315761797404113	-0.172623262969699	-0.10332404014268
TM_0078	-0.0648801121337562	0.271614384882069	-0.068854724576978	-0.107192426094635	0.0756076033099718	-0.210634026780244	-0.239742250506688	-0.0204185277674175	-0.0815342121315065	-0.0659336871916798	0.220714696240682	-0.197596574136729	-0.120722034947909	-0.056390400375806	-0.0713733433179609	0.348706734846344	-0.100699266297016	-0.0515840945213961	0.178006912602647	-0.220204791213601	-0.412446298373183	-0.207590681143879	-0.305045565895965	0.073704056615026	0.0735257296321628	0.0510788855447186	-0.086785221569197	-0.247100910062599
TM_0081	-0.216531891185972	-0.304344236456614	-0.0378178641326335	-0.0125698406789203	-0.533082359784244	-0.946219544660285	0.0367127306105636	-0.542982482989437	-0.358855023022522	-0.132195158819013	0.0330941338415807	-0.0897922843453945	-0.0660472474268967	-0.0104925836695688	-0.269237326940567	-0.291421366731271	-0.14769072385793	-0.104919310424795	-0.707327142941045	-1.08966801552641	-0.0204111070963941	-0.452953992114004	-0.574142345392218	0.0127720663450155	0.112188851007004	-0.093117202143784	-0.095797067928131	0.0579176430519776
TM_0085	-0.0858972205228064	-0.0098076789741981	0.119647491207872	0.0897429414474178	0.159064235389026	-0.272623466608996	-0.168331370473492	0.027396407613531	-0.504943383935809	0.156401799562855	0.308132245887191	0.178975129275787	0.05911159303934	-0.0664387506182011	-0.075151061237607	0.0333571456178454	0.102211974713432	-0.0102420414199207	0.0370537328746963	-0.409814131809528	-0.175172109531728	-0.184389169904993	-0.412844950153213	-0.117982292850058	0.380434021838147	-0.0101901222205924	-0.145742831392527	-0.228561673456137
TM_0086	0.15036860337589	-0.229646056875617	-0.0111180500658952	0.215202197605023	0.0119697382608441	0.246058903126745	0.0740482692957956	0.0454288971097958	0.504002881975504	-0.0414952656598919	-0.0553820991729125	0.143560116037107	0.29954884554163	0.146150359651528	0.0661978257638394	-0.157050977400938	0.0247206535187567	-0.009561538955662	-0.0621179773838819	0.205553594251406	0.0843365113723119	0.114238417230589	0.306385261179777	0.115921689220722	0.0774506258632497	-0.167445170972434	0.504663100523036	0.00899268866486725
TM_0087	-0.106350810357514	-0.226646530166785	-0.20248620218139	0.0263600821134285	-0.196360639377216	0.606552562896291	-0.0454234231398471	-0.203729022754853	0.292650641174671	0.0189400433304095	0.0939692928367934	-0.324385463410974	-0.122017441601103	-0.24852027566696	-0.302292066278839	-0.0697544184517602	-0.0616785049223266	-0.171242669706325	-0.254826004065068	0.656043293474948	-0.121751830138221	-0.0176323979615587	0.122144113475949	0.123649809619354	0.202157801821439	0.055818746565989	-0.166596817358775	-0.398056908589655
TM_0090	-0.342676382592956	0.063474176944231	0.100322742602559	0.0400636611956448	-0.0303328557607632	0.155913417658593	-0.178461731342572	0.212239297624339	-0.484398665079847	-0.132938704441026	0.0935049420955557	-0.335634450426097	-0.0911323255850658	0.179510952441877	-0.290066197546648	0.165043376522852	0.0393420106489754	0.0614807444237196	-0.111259824450961	0.0769446654255787	0.0461808905533258	0.0090213294589665	-0.333559484632159	0.0303930049838117	0.269246925763267	-0.127292076795448	0.0079071202690919	-0.117457082499323
TM_0093	-0.131797316647752	0.0553428933501064	-0.00902804206254435	-0.0139077783099264	0.105752448364639	-0.36820553958615	-0.206398586833808	-0.0565188163814856	-0.237699226058599	-0.110201658822167	-0.102602364477613	-0.0757803648303212	-0.193926832315915	-0.505174375761836	-0.256402766500701	-0.0108805694861527	-0.0164591546975475	-0.0854036707195593	0.0783209215426499	-0.432371804390246	-0.246391749286809	-0.111483927533701	-0.145384957281096	-0.00419760100730099	-0.0547237985974549	-0.0647021171142964	-0.115049943779805	0.00747862835058035
TM_0094	-0.159629156630647	-0.0345292427020132	-0.111430658805737	-0.109945048068988	-0.125666869119872	-0.463379924951919	-0.06035383182705	-0.375451706256221	-0.42884118542533	-0.121848815328868	-0.0177549105618686	-0.0526822793433979	-0.123078779219191	-0.250552731721279	-0.292485477865122	0.145805018662288	-0.0986416144630127	-0.12101325234811	-0.0288892775697977	-0.729424467004614	-0.0234826846879388	-0.202252889448912	0.0977374534552303	-0.0095498750741106	-0.214471395302146	-0.0398950090912544	-0.0696192887226405	-0.394610887411538
TM_0096	0.114737911109211	-0.490064636951714	0.0276071586534439	-0.0188699983598904	-0.0041468365761936	0.511609337816592	-0.223783874547527	-0.119907000179484	0.204989187307308	-0.101657661842467	0.0440484913863309	0.19311758371758	0.272893254240625	0.0406136552512546	0.19191262950225	-0.342657058839246	-0.0301948824471907	0.0342894350458911	-0.144518646496571	0.476271720622838	-0.195604460477903	-0.286755244936183	0.11485778879022	-0.131331301098059	0.0118473089975204	-0.0958718804596491	0.297201458284463	0.064231837720472
TM_0098	-0.0316367254433896	-0.030249202880501	0.0524349763723553	0.01844317939302	-0.392762088479021	-0.013664471483473	0.074606212954735	-0.123989511966919	0.125344418499459	-0.0492800123838883	-0.100015321780435	0.12500628813712	-0.0826095998586879	0.0231691146924415	-0.0015349550066535	-0.0472433742858955	0.0633988411915098	-0.0105776013052665	-0.33067510412452	-0.00368326280143805	0.0574251559141317	-0.141983002026083	0.173859078726291	-0.026616608941093	-0.0747156508175612	-0.0218656015919479	0.0042544545437941	-0.0573799530808401
TM_0099	0.072597083477419	-0.187931256685927	0.122334385257188	-0.00215616659416185	0.15050378899609	-0.443187751885125	-0.0742049315569221	0.220628207618877	0.230582271904178	-0.131582823791025	0.0916278860116229	-0.168160271604344	-0.28169195484075	-0.0597807275233943	0.0761252741763727	-0.31259989628345	0.195588115042045	-0.103001279099496	0.0649853950663781	-0.309258523186128	0.0730114046085843	0.277271305536146	0.115516118067415	0.0015325745252346	0.198026940870482	-0.159981206753627	-0.0852292742053713	0.155615195212387
TM_0102	-0.324160311473812	-0.574330840443845	-0.0484945551263101	-0.186871453895712	-0.191537686111375	0.439831879265752	-0.442662186059101	0.0427011839703182	0.239174095115572	-0.0777123164613753	0.0183684936568146	-0.170511043139061	0.11641033656025	-0.299483182678041	-0.560543301700548	-0.341912548292173	-0.233865123818397	-0.110542951917407	-0.564548640108461	0.503917556746861	-0.404128952246659	-0.138453316915065	-0.0448904700140169	-0.0808115483596145	-0.0582063257138916	-0.0403166681082295	-0.218035756798617	-0.623292323179286
TM_0106	0.19327081083376	0.317281705640724	-0.0254181597743822	-0.0714629670027771	-0.072267702009519	-0.464826095054678	-0.0564207718516012	-0.327088045944586	-0.188355076107699	0.0051101943737655	0.149287277501434	-0.186144799149948	-0.158916364465485	-0.0727852744597495	0.111659365207503	0.273398618130596	-0.022771738441458	0.0975941474920309	-0.0141909286323934	-0.51290751438135	-0.082268251652989	-0.283813867177695	-0.268739174371399	-0.0430224657680115	0.090192181342154	-0.0893112100515412	-0.22158267915892	-0.0514058862660587
TM_0108	-0.00498246231391875	-0.451991143081175	-0.0985093025222054	-0.0893198489550234	0.0238276197391408	-0.370718074976008	0.0237037666772136	-0.265653129974324	0.042819469438995	-0.187123978620636	-0.572362857218372	-0.170971977724531	-0.196994455545356	-0.0972004058674763	0.021902050234206	-0.395084344897901	-0.135717983857682	0.00808147690398273	0.00330511668036415	-0.36874804355323	0.0244780594471379	-0.294683081504303	0.0428419329691545	-0.189320851115009	-0.535768662903771	-0.231501451900766	-0.169130740700191	-0.0449072415821012
TM_0111	0.10190189754695	-0.305533825257685	-0.236691074938644	-0.0488521423649742	-0.228664292113734	-0.313779446023703	0.115872708328775	-0.244460005412297	0.259628677554555	0.127459095061162	0.0315878194907222	-0.251252318516917	-0.250158737226687	-0.226807434883301	0.00350530445248775	-0.314982874412763	-0.0938871709914063	-0.0103332310382545	-0.105225509845205	-0.2855002494149	0.170814915977291	-0.0546279363467635	-1.30638576785306	-0.0361197165513962	0.0518201561033197	-0.13837944245393	0.107550737654151	-0.395511405445719
TM_0121	-0.0476834100677017	-0.434740867489697	-0.332851998729567	-0.0342113055512182	-0.336100968044116	-0.222776620943618	0.0194571049161531	-0.155688104003802	0.011177618264834	-0.135269303994452	-0.232997307873086	-0.0633760053347325	-0.10744375281409	-0.0281940934915879	-0.0172394286018589	-0.417000039530001	-0.33036444978082	0.0501614720493241	-0.360574177901327	-0.173720024533557	-0.021301055482791	-0.148506706578162	-0.0295104729132367	-0.187448517553217	-0.234477176153771	-0.0643989780546103	-0.107876516803143	-0.0441138131668906
TM_0127	0.0586219434393491	0.144724634889553	0.287093757764297	-0.0365640738467956	-0.295913209935099	-0.415843922659075	-0.408486699374136	-0.111617240373181	-0.102581943098589	-0.0469751760360824	0.16210608187631	-0.0665372590474345	-0.174218061591964	-0.0319802504394567	0.0695386751963216	0.14556034069779	0.242967210026557	0.00416909592803538	-0.328376069693425	-0.389275681307221	-0.36701881009607	-0.0365357566617453	0.0184992593690794	-0.115527370730797	0.069707485046558	0.0577430274261924	-0.177565569513121	-0.0598701949231843
TM_0130	-0.181056429168319	-0.139015258309579	-0.0747485107860024	-0.0706736624852977	-0.351525084710046	-0.236183467556543	-0.0477293704623729	-0.16909032253351	-0.156194666176527	-0.0184199249805666	0.148847509372273	0.0261498322072198	-0.206962465421315	-0.137166794838425	-0.0649699254283138	-0.126894865776863	-0.0436088368358618	-0.102967639372766	-0.267922990805774	-0.208085106753586	-0.00619156896610031	-0.231846880412039	-0.27136477830507	0.0449920088227306	0.218144430334324	-0.0826312943652436	-0.263009261080483	-0.22599310304617
TM_0132	-0.0878941365694955	0.517951373781171	-0.0313436837738735	-0.00235373004780749	-0.123524941106214	0.64649605584325	-0.156234057663173	0.143536344467557	-0.252600835594211	-0.120419238936651	-0.0288707511817687	0.269466862724019	0.00966493085573451	0.0218517025436338	-0.0288877346874463	0.521841191419766	-0.0782947336559248	-0.0106802747610208	-0.0583936710679485	0.656268615460588	0.140388994785144	0.156471733688481	0.286793740588075	0.12163503775681	-0.124646996647555	0.178845913748066	0.131140305724991	0.0033704045723785
TM_0134	-0.161624701452257	-0.126832662115071	-0.271076835711482	0.00900974050481551	-0.0792742605082824	0.371699407273169	-0.0574589699402093	-0.292137486817826	-0.318295668119367	-0.198706963152413	0.117357180172249	-0.0448453591455103	0.0623402738340947	-0.09328166791631	-0.168996570948077	-0.170412887658221	-0.148932825262317	-0.071403527791019	-0.277580028122129	0.406405398665629	-0.137436104876308	-0.444282501955551	-0.399566747141497	-0.1712139016861	0.0181571660625251	-0.251537934841458	0.108812611014145	-0.228730379386413
TM_0142	-0.0936776328484614	-0.286329966576396	-0.104018735535908	0.0278356109018078	0.126314436688071	-0.294093162906234	0.0224544670591467	-0.241564170346152	-0.322829325578413	-0.189624895465016	-0.181148470733177	-0.307420827449974	-0.0166598944517134	0.0523336079847924	-0.103793525651954	-0.332096210561117	-0.0840256196432936	0.0225448137582624	0.210586851258842	-0.293755037810825	-0.0342037758708657	-0.358587478701545	-0.286730114133721	-0.204516422155735	-0.132643578467348	-0.248241864779735	-0.0793316330743394	0.06405444211242
TM_0154	0.218897505521735	0.310124033485796	0.0337132002939172	0.0269818677336824	0.0692530286057231	-0.601056237239387	-0.249698452288972	-0.372146552018931	-0.443109298038469	-0.209965013512663	0.0484147007988991	-0.194814690005018	-0.315240257521063	-0.330338508680485	0.200149797421163	0.276281082317974	0.0755469263009793	-0.0500368708566583	0.0341377432731109	-0.601164779008408	-0.168503781588336	-0.465479884290945	-0.483408817257259	-0.186507532740256	0.022067180685589	-0.377587424695767	-0.307283660465427	-0.343804219302685
TM_0155	-0.225926325373953	-0.00997947265797801	-0.0294418638879322	0.00684923393829449	-0.0439305195018448	0.288537667991334	-0.224764578339586	-0.0167965671403895	-0.0127276568837735	0.0994594632945118	0.138180721336834	0.0359277030473429	-0.363451960451744	-0.0790260324128315	-0.279740839063915	0.241775597712609	0.0415711504655744	0.0968036945086421	-0.101297835432363	0.232676401329328	-0.106838808470954	0.105329424906865	-0.544752721971044	0.0930086282656128	0.0932335354233283	-0.045800316234252	-0.690222489514404	0.002898303211313
TM_0163	0.0786334985410412	0.33669519276662	-0.0137297142571651	0.249130369512401	-0.0536927522103807	-0.0604422831382303	-0.16861959542762	0.213070745063843	-0.0980999331713381	0.0317010980626282	0.144459097064475	0.225837904993608	-0.101798156745274	-0.166406850404123	0.123993908870578	0.370238192235463	0.0756913504421189	0.0678577271279668	-0.0365548651572397	-0.0886782683609111	-0.205485372670414	0.111233117571542	-0.207239134957455	-0.0906020140586207	0.212870586003738	0.0860881580419982	0.0567210782577117	0.114247233458472
