MUP1	HXT1
TPM2	TPM2
OLE1	OLE1
ARC35	ARC40
IMD3	IMD4
IMD3	IMD3
ADE17	ADE17
ADE4	ADE4
DBP2	DBP2
MUP1	MUP1
VPS21	GDI1
YPT1	GDI1
IMD4	IMD4
ERV25	ERV25
ERP1	ERV25
SHR3	SHR3
PRS3	PRS3
ITR1	MUP1
GIS2	YGR054W
YNK1	YNK1
GAR1	NOP10
PRO2	PRO2
YPT7	GDI1
SIS1	SIS1
RPT5	RPT6
GIR2	GCN1
YPT6	GDI1
ALO1	ALO1
HNM1	MUP1
ADE17	VMA8
SEC4	GDI1
PIS1	PIS1
MYO5	ARC40
THO1	THO1
ARF1	HXT1
RBD2	RBD2
PEX11	PEX11
ARP2	YDR063W
PHO88	FCY2
PRS1	PRS1
HOG1	RCK2
ITR1	PDR12
HXT1	HXT1
YGL242C	MYO5
DPH5	DPH5
ERG25	PHO88
HHF1	HHF2
VMA7	VMA13
SEC7	SEC7
GAR1	DBP2
PRO3	PRO3
MTD1	MTD1
HNM1	PDR12
ERG25	PHO86
SRV2	SRV2
HNT1	HNT1
VMA7	VPH1
YGR106C	VPH1
SOP4	PDR12
VMA7	VMA8
ERV29	ERV25
PST2	THI7
PST2	PST2
SRV2	ARC40
MUP1	PDR12
PHO88	SSH1
VMA21	VMA6
ARC18	ARC35
TVP15	TVP15
GIS2	ADE17
ACB1	ADE17
YBL039W-A	ALO1
FMP45	FMP45
CAP2	ARC40
RBD2	RET2
SNA3	SNA3
VPH1	VMA13
ADE17	EFT1
ERG25	ERV25
YPT31	GDI1
GDH2	GDH2
YNL247W	YNL247W
SAC6	ARC40
LSB3	LSB3
YBR077C	MEH1
ARC18	ARC40
ITR1	ITR1
DHH1	SCD6
DOS2	DOS2
HNM1	HNM1
PRS3	PRS5
ARC19	ARC35
APL6	APL5
VMA7	VMA6
FTH1	FET5
HEM2	HEM2
ERG25	ERP1
SEC61	SEC62
CBF1	CBF1
CUE5	CUE5
MET8	MET8
VMA21	YGR106C
ERG25	SSH1
DRE2	GRX3
SNA4	VAC8
GAR1	GAR1
RPN5	RPN9
RPT1	RPT6
CHS5	CHS5
ERV25	ERP4
ADE17	YNL247W
NSR1	DBP2
SLC1	SNA3
YBR267W	NAP1
PRS4	PRS1
SNA3	KES1
PRS5	PRS5
ERG25	ORM2
RPT1	RPT4
ILM1	ILM1
CDC39	NOT3
TVP15	RBD2
ITR1	HNM1
ARP2	ARC35
ERG25	YMR134W
SIS2	PPZ1
WBP1	ERP1
SWP1	PHO88
AKR1	RBD2
ADE16	ADE17
YGR106C	VMA6
ERP1	ERP4
FCY1	FCY1
PST2	MUP1
TPO2	PDR12
SNZ1	SNZ1
PRS2	PRS2
CAP2	CAP2
ITR1	MID2
SNA4	VMA7
PST2	MID2
TFG2	UBC13
SCT1	RER2
PRS4	PRS2
SNA3	RET2
DHH1	DHH1
ATG27	ATG27
PHO86	YMR134W
PHO88	ERV25
ALO1	TOM20
HNM1	HXT1
WBP1	ERV25
ERG25	KRE27
SCL1	PRE10
YMR010W	RBD2
PEX25	PEX25
ERP1	ERP1
CAX4	CAX4
SEY1	SEY1
VMA21	VPH1
RPT5	RPT4
ARF1	ARF1
YGR277C	KES1
TCB3	PDR12
SLA2	END3
NAP1	NAP1
PRS2	PRS1
SNA4	MEH1
LAS17	ARC40
KEX1	SEC26
LSB3	CUE5
GIS2	BRE5
SNA4	KES1
PST2	HNM1
YCR043C	LPP1
SFT2	RBD2
NUP49	NUP57
YPI1	SDS22
VMA6	VPH1
LSM3	NOT5
OSH7	OSH6
PHO88	TPO3
HNM1	MID2
RAD51	RAD51
YBL029C-A	TCB3
DHH1	LSM4
CKB1	CKA1
UBC13	MMS2
KTI11	ELP2
RIB1	RIB1
YHR003C	ALO1
CKB1	CKB2
ACB1	ARC40
MAK21	NOC2
TPO1	PDR12
FTH1	YBT1
MSP1	MSP1
GTT3	GTT3
PHO88	PHO88
GAR1	SRP40
PEP1	PEP1
SPC2	SEC62
RPA34	RPA34
DPH5	EFT1
DEF1	DEF1
YGR106C	VMA13
DID4	DID4
YCR095C	YHL029C
SYP1	SYP1
UTP5	UTP10
ARP2	ARC40
YVH1	TIF6
RKI1	RKI1
MUP1	YLR413W
KEX1	HXT1
YKL088W	PPZ1
HYR1	ADE17
TCB3	TCB3
MOT2	NOT3
CNS1	HGH1
PHO88	SEC62
AUR1	SEC26
YKE2	GIM5
PST2	OSH6
ERP1	SSH1
ERG7	YLL012W
EHT1	ALO1
YGR250C	SGN1
PHO13	ADE17
YCR043C	RBD2
PHO88	KRE27
FTR1	PDR12
CDC39	CAF40
YJL068C	YJL068C
DST1	RPB9
PAN5	PAN5
EBP2	BRX1
GIS2	LSM4
TPS3	TPS3
PEX14	PEX14
SWP1	MSC7
VMA6	VMA5
ORM2	ERV25
SMI1	KEX2
YPT32	GDI1
FTR1	YLR413W
BBC1	ARC40
MEH1	MEH1
RVS167	ARC40
SIS2	SIS2
PCS60	PCS60
TPO4	PDR12
DHH1	DCP2
DNF1	LEM3
CAF40	NOT3
AMD1	AMD1
SWP1	ORM2
KEX1	KEX2
VRP1	ARC40
APL6	APL6
PEX3	PEX25
SPC1	SEC62
PST2	PDR12
ITR1	TCB3
AKR1	AKR1
LSB3	YSC84
KEX1	ITR1
PRS1	PRS5
AUR1	RBD2
KEX1	PEP1
DID2	DID2
ERV29	SEY1
SWP1	ERP1
BAP2	HXT1
ARF1	RBD2
NAP1	RIM11
CIT2	CIT2
DNM1	DNM1
LSM3	DCP2
GAR1	YOR004W
SHR3	HIP1
HSP30	HSP30
GPA2	MID2
OLE1	PPZ1
ERP1	MSC7
KRE27	PHO86
NOC2	FPR4
DOS2	RBD2
SWH1	SWH1
YKL088W	SIS2
OSH7	MID2
PAC10	YKE2
TGL1	TGL1
SEC7	CHS5
SYP1	MID2
PUF4	PUB1
FMP44	KRE27
ERG25	SEC61
SSH1	ERV25
SMI1	SEC7
RPT1	RPN1
GAR1	RPA190
DHH1	PUB1
TPK1	BCY1
SAC6	CAP2
CDC11	CDC11
MOT2	CAF40
ERP1	ARF1
PHO88	SOP4
ERG25	ILM1
ERP1	PHO88
DHH1	LSM3
MUP1	TPO2
LAS17	ARC15
HNM1	TCB3
KEX1	HNM1
SWP1	ILM1
VRP1	LAS17
LSP1	AAT2
VMA7	YGR106C
SWP1	KRE27
SMI1	CHS5
PPZ1	VHS3
MYO5	MYO5
PPZ1	PPZ1
APL4	CHC1
YMR010W	YMR010W
MEH1	VAC8
RVS161	RVS167
PST2	YLR326W
ARP2	MYO5
GPI8	GAA1
PST2	BOP1
RIM1	MID2
HNM1	TPO3
CDC39	MOT2
CDC39	NOT5
CKB1	CKA2
SWP1	KRE1
PMC1	YBT1
ERG25	ERG3
YAL053W	ITR1
SRV2	ARC15
PST2	TPO4
WHI3	WHI3
SMI1	SEC26
GPI17	GAA1
PGM2	ADE17
APS1	APL4
LAC1	LAC1
DHH1	DEF1
TPO2	HXT1
LSP1	YGR130C
HNM1	PDR5
ERP1	SEY1
HXT1	PDR12
SLC1	KES1
AUR1	DOS2
PST2	YGR130C
SLA2	CHC1
GAR1	HHO1
SNA4	VMA13
UGA2	UGA2
LPP1	RBD2
PHO88	OLE1
YHR122W	MET18
RIM1	TCB3
PHO88	LAC1
ERV29	MSC7
DCP2	DCP2
VPS29	VPS35
ERV25	SEY1
SLH1	YKR023W
ASP1	ASP1
CSG2	SHR3
YAL053W	PIN2
GPI17	GPI16
KRE27	SOP4
APL4	ENT3
RIB5	RIB5
SNA4	HXT1
GAR1	FPR4
NUP100	NUP116
DEF1	PUB1
MOT2	LSM3
VMA21	VMA13
SNA3	RER2
GUP1	MSC7
UTP5	UTP8
SNA4	GTR2
CAP2	SRV2
KEX1	RET2
VPS60	VPS60
SEC7	KEX2
ATG27	RBD2
ACB1	VMA8
YAL053W	HNM1
IST1	IST1
MYO2	MYO2
VMA21	VMA8
MEH1	VMA8
SLA2	ARC18
TVP15	YMR010W
CNB1	CMP2
ERP1	ORM2
RPN5	RPN8
MYO5	ARC15
GIN4	NAP1
SNA4	YBT1
ERV25	ALG5
KEX1	DNF1
YIH1	GCN1
SLC1	RER2
SFK1	PDR12
KEX1	ARF1
SMI1	PIN2
ERP5	ERV25
APM3	APL5
MEP3	PDR12
ERP1	RET2
SNA3	VAC8
SWP1	SHR3
SLC1	ERG7
SWP1	YDC1
SPC1	ERV41
ERP1	KRE27
NDC1	NDC1
FTH1	VMA7
GTT1	ALO1
FTH1	VMA13
WBP1	MSC7
SIT4	SAP155
GPX2	PDR12
UFD1	SEL1
KEX1	FTR1
SHR3	PPZ1
UTP8	UTP15
FAT1	SNA3
GAR1	UBP10
ERG7	SNA3
SCS7	ERV25
AUR1	RET2
GRE3	GRE3
PIS1	RER2
RPA34	NOP10
FMP45	HNM1
GAR1	BRX1
STO1	CBC2
RPT5	RPN1
KTI11	ELP3
PST2	ADE17
PEX30	PEX30
CDC24	BEM1
ERG25	SPC2
GPA2	PDR12
PHO88	HXT1
FTH1	VMA8
YBR077C	GTR1
TCB3	TPO3
LOC1	NOC2
OLE1	KRE27
PMC1	PMC1
SNA4	VMA8
RIM1	PDR12
ERG3	ERV25
VPS5	VPS17
PST2	TCB3
VRP1	MYO5
ORM2	DFG5
NUP82	NUP116
EHT1	SNA3
LSM4	PUB1
MEH1	GTR1
TVP15	AKR1
SNA4	FTH1
WHI3	PUB1
SHR3	KRE27
YGR054W	YGR054W
ILM1	CUE4
CAF40	POP2
NUP145	NUP85
FCY2	SOP4
PST2	GPA2
GIS2	DHH1
SMI1	DNF1
PMC1	VMA13
HXT1	PDR5
SWP1	ALG5
LSM2	LSM3
YSC84	CUE5
KEX1	YLR413W
PAC10	GIM3
SQT1	TIF6
NUP159	NUP116
HNM1	TPO4
PHO88	SHR3
YBR267W	LSG1
SLA2	ARC19
SLY1	RBD2
PST2	SFK1
YER113C	RBD2
PEP1	VPS35
MMS2	SIP5
ERG4	NSG1
CAP2	ARC15
SFT2	ARF1
FTR1	TCB3
SLC1	FAT1
UTP5	UTP15
DCP2	SCD6
LSP1	ARC40
ERV29	KRE27
ERV29	RET2
GAR1	YMR269W
SWP1	YKL088W
ERV25	CPT1
CIC1	UBP10
PAC10	GIM5
KEX1	PIN2
SLA2	ARC35
GPI8	GPI16
ERV25	ERG5
LSM2	LSM4
SNF7	SNF7
GLR1	GLR1
DNF2	LEM3
KEX1	CHS3
DHH1	YHR121W
SWH1	VAC8
STI1	STI1
VRP1	VRP1
VPS24	VPS24
EMP70	RET2
VPS35	VPS35
YKL088W	VHS3
URA7	AAT2
YPD1	SSK1
OLE1	ERV25
ERV25	PPZ1
KEX1	YMR010W
PST2	FTR1
TVP15	ATG27
SFT2	RET2
SNA3	SEC21
FAT1	FAT1
HMG2	HMG1
STI1	CHC1
KRE27	SNA3
EMP47	RBD2
GTR2	MEH1
KEX1	MUP1
KEX1	CHS5
XPT1	XPT1
ORM2	ERP4
SAC6	ARC15
VMA7	VMA5
ITR1	BOP1
ERP6	ERV25
IKI3	ELP4
MET3	MET3
ELP4	ELP4
GTR1	VAC8
ERV29	ERP4
FTR1	HNM1
HNM1	BOP1
PEP1	VPS5
DHH1	LSM7
ARP2	LAS17
QDR2	PDR12
GSY2	GSY2
GAD1	GAD1
PST2	WSC2
SPA2	SPA2
SPC1	SPC2
SNA4	VPS5
SWA2	CHC1
MID2	MID2
VRP1	ARC15
MYO4	MYO4
NOC2	HHO1
SWP1	CPT1
APL4	APL4
TFG2	SIP5
SFK1	TCB3
SCS7	KRE27
FMP45	MID2
FUI1	PDR12
SMI1	MID2
SSD1	YGR054W
HSP30	PDR12
SNA3	YJU3
SLA2	VRP1
CTR2	CTR2
PEX11	ANT1
EPT1	RBD2
DCP2	EDC3
PHO88	TPO2
CHS3	CHS7
PEX3	PEX11
YMR010W	RET2
MOT2	NOT5
LSM4	LSM3
KEX1	HXT2
INP53	APL4
SLA1	ARC40
EMP70	YMR010W
PST2	PPZ1
BEM1	STE20
ERP1	ERV29
MEP3	MEP3
SNA3	MEH1
USO1	GRH1
PGM2	ARC40
ATG27	VPS5
TRP2	ARC40
PHO13	URA4
SNA3	TGL1
SWP1	AYR1
PST2	YJL016W
RBD2	SEC21
SAC6	SRV2
ERP1	AYR1
AKR1	YCK1
SFT2	NEO1
LYS21	LYS21
ERV25	PIS1
SNA3	VMA8
VPS60	VTA1
ERG3	ERG3
SNQ2	PDR12
SLA2	LAS17
SFK1	MID2
KEX1	TVP15
YAL053W	DFG5
FTR1	MID2
CAP2	ARC35
HNM1	TPO2
NSR1	GAR1
NUP100	NUP82
CCW12	ORM2
ERV29	PPZ1
GPA2	MUP1
VMA6	VMA8
FAT1	RER2
SMI1	HNM1
NGR1	PUB1
SNA4	PIB2
KEX1	OPY2
SNQ2	HXT1
SHR3	ERV25
SFT2	AKR1
FTH1	FTH1
GPA2	HNM1
DHH1	CAF40
BAP2	ARF1
BBC1	MYO5
LAS17	LAS17
BAP2	SHR3
ORM2	ORM2
PMC1	VMA7
KEX1	SEC7
SLA2	ARC15
DHH1	PBP1
VMA21	ERV25
NAP1	CKI1
PEP1	CHC1
SCS7	ERP1
SFT2	YCR043C
SHE3	SHE3
YAL053W	WSC2
SWP1	ARF1
YMR010W	SEC21
MEP1	MEP3
ELP2	ELP4
NUP82	NUP82
ADE17	HCH1
CHS3	PIN2
ATG27	VPS16
VPS35	VPS5
ERV41	RBD2
APL4	GGA2
CBR1	ERV25
EHT1	PPZ1
GAR1	NOC2
ARC18	ARC18
KEX1	VMA7
HUG1	ADE17
TPO4	BOP1
SWP1	FET3
MOT2	POP2
INP53	CHC1
LSM4	SCD6
LSP1	MID2
SRV2	ARC35
EHT1	ERG7
ERV29	ERV29
PST2	YGL108C
YPT1	ALO1
SWP1	HNM1
TPO1	PDR5
BRE5	BRE5
SSL2	ARC40
FMP45	ITR1
MUP1	PPZ1
PMC1	VMA8
EBP2	PWP1
HHF1	FPR4
NCB2	BUR6
ALO1	KES1
TIF4632	PUB1
SSD1	PUB1
ITR1	FTR1
GPA2	YLR326W
VRP1	ARC35
SNA4	VPS35
EHT1	YLL012W
ARF1	ALO1
KRE27	ERV25
OSH7	TPO4
