TAG	NAME	GWEIGHT	1181-0519.x	1181-0519.y	FK506.x	FK506.y	CuSO4.x	CuSO4.y	doxorubicin.x	doxorubicin.y	atorvastatin.x	atorvastatin.y	AA-mixture.x	AA-mixture.y	methionine.x	methionine.y	menadione.x	menadione.y	H2O2.x	H2O2.y	ethanol.x	ethanol.y	heat-shock.x	heat-shock.y	N-starvation.x	sorbitol.x	NaCl.x	NaCl.y	sorbitol.y	N-starvation.y
TM_3391	TM_3391	1.000000	0.044945	0.049385	-0.279231	-0.374162	-0.021524	0.095283	-0.189214	-0.222418	0.088331	0.101485	-0.388038	-0.412619	-0.263431	-0.275930	0.188202	-0.003457	0.158354	0.142235	-1.544687	-1.229423	0.223743	0.256098	-0.359430	0.199825	0.029407	0.001704	0.255949	-0.174532
TM_3578	TM_3578	1.000000	0.247407	0.346004	0.181503	0.065886	0.033652	-0.027591	-0.121421	0.198385	-0.031080	0.153537	0.044210	-0.028094	-0.246313	-0.172520	-0.233799	-0.033988	-0.171732	0.044542	-0.877140	-1.147023	-0.313469	0.274981	-0.498059	0.231828	0.198260	0.293033	0.245124	-0.632070
TM_2556	TM_2556	1.000000	-0.041543	0.150581	0.159034	0.093837	0.012850	-0.048495	-0.075947	0.136101	0.091999	-0.076413	0.142528	0.253878	0.147983	0.096453	-0.046613	0.163294	-0.057644	0.154876	-0.577392	-0.548512	-0.119899	0.110949	-0.320156	0.152448	-0.113578	-0.015612	-0.021566	-0.149618
TM_3131	TM_3131	1.000000	-0.018087	0.068616	0.105521	0.281986	-0.064916	-0.262629	-0.464588	-0.355593	0.190406	0.068024	0.311800	0.313154	0.104066	0.124130	0.097861	0.093942	-0.149830	-0.122573	-0.772875	-0.612453	-0.620110	-0.091160	-0.512696	0.093421	-0.092551	0.013521	0.029550	-0.232734
TM_2209	TM_2209	1.000000	-0.008946	-0.047990	-0.167174	-0.148133	-0.147266	0.041010	0.078454	-0.167585	0.042902	-0.035575	0.041503	0.139955	-0.043430	-0.230227	0.014979	0.043693	-0.053073	-0.167981	-0.475853	-0.706067	0.101712	0.039723	0.306523	-0.209687	0.018174	0.015837	0.044362	0.258724
TM_1615	TM_1615	1.000000	0.032030	-0.054574	0.361175	0.352233	-0.067336	0.098947	0.027303	-0.027579	-0.117938	-0.092694	0.181245	0.093328	0.149252	0.059571	-0.012693	0.045333	-0.540242	-0.333589	-0.539524	-0.612294	-0.194101	-0.455985	0.171940	-0.058548	0.047517	0.026307	-0.316781	0.022680
TM_0435	TM_0435	1.000000	0.304107	0.254789	0.324260	0.330885	0.233157	0.220425	0.138186	0.141767	0.211045	0.180014	0.105085	0.080424	0.106217	0.030810	-0.090817	-0.107652	-0.029705	-0.040455	-0.225523	-0.361113	-0.174988	-0.126629	-0.066537	-0.068441	-0.116735	-0.030244	-0.101420	-0.134874
TM_1670	TM_1670	1.000000	0.306259	0.249454	0.519742	0.478254	0.044134	-0.067131	0.091867	0.179502	-0.027293	-0.004544	0.238750	0.155810	0.061835	-0.014527	0.135720	0.196298	-0.156210	-0.280984	-0.235614	-0.251929	-0.171766	-0.087147	0.027173	-0.155809	-0.048726	-0.000042	-0.102553	-0.075620
TM_0710	TM_0710	1.000000	0.290153	0.365459	0.350927	0.309815	-0.058922	-0.021425	-0.030880	0.114274	-0.010010	0.007558	0.347698	0.236891	0.103230	0.272593	-0.047332	-0.084859	-0.098636	-0.270738	-0.909706	-0.891919	-0.165560	-0.117134	-0.213864	0.078794	0.014365	0.152963	0.103447	-0.091082
TM_3200	TM_3200	1.000000	0.613213	0.654441	0.677856	0.620418	0.141888	-0.094264	-0.125698	-0.027179	-0.050790	-0.078699	0.653057	0.573731	0.108648	0.267184	0.249683	0.101598	-0.397402	-0.403194	-0.860824	-1.027683	-0.345845	-0.787415	-0.341187	0.035477	-0.196252	-0.115825	0.067856	0.037101
TM_0055	TM_0055	1.000000	0.054763	0.070399	0.309688	0.239972	0.221341	0.139907	0.005150	-0.057275	-0.015422	-0.061506	0.125402	0.054731	-0.085869	-0.039811	-0.000656	-0.018012	-0.225747	-0.244654	-0.306471	-0.412216	-0.026097	-0.018885	-0.068127	0.010043	0.002042	-0.000600	0.047475	-0.001999
TM_0481	TM_0481	1.000000	0.497100	0.502570	0.705163	0.635848	-0.016415	-0.020151	-0.189091	-0.152366	-0.013816	-0.023987	0.062533	-0.016820	0.058254	0.016517	0.218674	0.177163	-0.629929	-0.313142	-0.635807	-0.708669	0.125080	0.034766	0.063490	0.009283	-0.091560	-0.156287	-0.033940	0.038321
TM_4052	TM_4052	1.000000	0.381789	0.352509	0.256445	0.333445	0.112024	0.089604	-0.010672	-0.017079	0.181740	0.142311	0.054072	-0.021520	-0.012973	-0.183512	0.013935	-0.011646	-0.189359	-0.222984	-0.445580	-0.488525	0.140562	0.188153	0.013624	-0.018645	-0.095894	0.007265	-0.087275	-0.027277
TM_4267	TM_4267	1.000000	0.459656	0.453915	0.734060	0.695925	0.158441	0.143605	0.035094	0.007763	0.045107	0.032532	0.155518	0.203340	0.016735	-0.026034	0.035148	-0.108661	-0.287896	-0.648766	-0.786585	-0.589030	-0.041941	0.091503	-0.403108	-0.270735	-0.228071	-0.110493	-0.115438	-0.084111
TM_3100	TM_3100	1.000000	0.208895	0.337491	0.482741	0.518265	0.079202	0.131005	-0.165256	-0.045013	-0.239314	-0.129934	0.293341	0.100659	-0.021672	0.035543	0.101825	0.029693	-0.030007	-0.499516	-0.244776	-0.193793	-0.019949	-0.332677	-0.277177	-0.110148	0.216197	0.137425	-0.045000	0.042049
TM_3401	TM_3401	1.000000	0.221868	0.248190	0.341733	0.259137	0.091060	0.075708	-0.198865	-0.063188	-0.008205	0.005753	-0.089702	-0.052156	-0.075444	-0.235647	-0.029575	-0.048935	-0.077184	-0.068833	-0.430536	-0.404645	0.092042	0.130288	-0.007739	0.169511	0.007155	0.028768	0.102183	0.118924
TM_0004	TM_0004	1.000000	-0.151592	-0.079371	0.035892	-0.068291	0.116161	-0.102927	0.163950	0.259938	0.162003	0.059895	0.145109	0.146744	0.182158	0.135041	0.152897	0.128484	-0.132789	-0.160704	-0.498080	-0.468574	-0.302583	-0.066505	-0.060118	-0.092434	-0.233640	-0.035250	0.036384	0.030025
TM_0192	TM_0192	1.000000	0.024702	-0.052990	-0.121754	-0.002719	0.252116	0.009884	0.283973	0.357022	-0.099332	-0.032574	0.286884	0.392492	0.298424	0.237117	-0.159868	0.093310	-0.102789	-0.276005	-0.301336	-0.399134	-0.132832	-0.246642	-0.064887	0.092130	0.021081	0.105264	-0.036006	0.020946
TM_0106	TM_0106	1.000000	0.256688	0.174835	0.012204	-0.018153	-0.002085	0.168527	-0.000273	0.064574	0.036616	0.040625	0.374499	0.337462	0.222904	0.158742	0.075610	0.023208	-0.265749	-0.234037	-0.402897	-0.450595	-0.115044	-0.227016	-0.119873	-0.020111	-0.097948	-0.161682	-0.001617	-0.030270
TM_0154	TM_0154	1.000000	0.409034	0.390045	-0.054354	0.022331	0.223079	0.147616	0.267967	0.239622	0.222467	0.265663	0.494061	0.467064	0.248750	0.217336	-0.012746	0.006442	-0.184088	-0.288984	-0.412407	-0.412133	-0.243079	-0.314967	-0.001824	-0.150945	-0.127553	-0.120664	-0.167296	-0.191827
TM_1488	TM_1488	1.000000	-0.038751	0.020717	-0.056678	0.047132	-0.049169	0.065397	0.173896	0.061905	0.134677	-0.052740	0.192780	0.217817	0.221770	0.128647	-0.070150	-0.019195	-0.150059	-0.086552	-0.271403	-0.346759	-0.149189	-0.086746	0.058225	-0.129727	0.061754	-0.259937	0.055433	0.148998
TM_1506	TM_1506	1.000000	0.003710	-0.005002	0.080424	-0.010640	-0.014516	0.085720	0.219848	0.246845	0.120617	0.060440	0.220865	0.180749	0.269834	0.186016	-0.018768	-0.029253	-0.093918	-0.218741	-0.305936	-0.314414	-0.020293	-0.150191	0.121696	-0.057150	0.059965	-0.073760	-0.023324	0.051907
TM_0902	TM_0902	1.000000	-0.045347	-0.021612	0.048096	-0.042705	0.045906	0.007361	0.062211	0.050466	0.083546	0.029373	0.199653	0.190270	0.166585	0.121480	-0.007508	0.056027	-0.009379	-0.179301	-0.437280	-0.376828	0.009000	0.014745	-0.241192	-0.164270	0.028161	-0.110306	-0.046346	-0.131120
TM_0688	TM_0688	1.000000	-0.034435	-0.051590	0.102561	0.110200	-0.068276	0.049978	-0.043962	0.052376	0.132725	0.225760	0.403791	0.289197	0.024848	0.124825	0.054916	-0.063336	-0.100296	-0.029339	-0.361019	-0.339484	-0.125638	0.030240	0.055831	0.085180	-0.051689	-0.077659	-0.156321	-0.027532
TM_0948	TM_0948	1.000000	0.154974	0.125071	-0.075410	0.054793	-0.000641	0.013069	0.108248	0.154611	0.020144	0.134769	0.004967	-0.055108	0.090321	0.037506	-0.029524	-0.005977	0.150883	0.081184	-0.350024	-0.418585	-0.154265	-0.342023	-0.108195	-0.001821	-0.098487	-0.117018	-0.029210	-0.058752
TM_2462	TM_2462	1.000000	0.069410	0.063286	-0.103618	-0.102603	-0.149308	-0.158393	0.303940	0.320674	0.118913	-0.000176	0.189480	0.177750	0.148724	0.022065	-0.111855	0.019203	0.267793	0.234980	-0.231752	-0.288166	-0.313236	-0.379445	-0.270980	-0.128645	-0.445281	-0.211054	0.017300	-0.005270
TM_3761	TM_3761	1.000000	-0.033055	0.141619	-0.064932	0.032704	-0.086460	-0.101984	0.456933	0.430361	0.093942	0.324517	0.475360	0.441806	0.085980	-0.091837	0.101389	0.083617	0.172044	0.140029	-0.330041	-0.192372	-0.180794	-0.355049	-0.513001	-0.212189	-0.522312	-0.353524	-0.346285	0.041922
TM_2068	TM_2068	1.000000	-0.076916	-0.107388	0.008432	0.158194	-0.067834	0.003242	0.373273	0.408956	0.172058	0.172487	0.277510	0.277139	0.104885	0.062306	0.137614	0.258224	0.229369	0.328803	-0.778349	-0.520801	-0.207795	-0.033403	-0.079527	-0.030289	-0.265423	-0.152503	-0.097173	-0.045278
TM_3503	TM_3503	1.000000	-0.164401	0.087756	-0.065050	0.258117	-0.048966	-0.049453	0.326282	0.236180	0.208492	0.181674	0.378295	0.443162	-0.078908	0.035661	0.315114	0.174332	-0.033656	0.134543	-0.432199	-0.294579	-0.034051	-0.210352	-0.086981	0.147366	-0.101712	-0.174612	-0.068369	0.092782
TM_3842	TM_3842	1.000000	0.122221	0.133587	0.087912	-0.017713	-0.084426	0.066565	0.359868	0.344422	0.090618	0.074350	0.286509	0.121867	-0.147352	-0.124319	-0.019081	-0.029753	0.129632	0.118412	-0.446242	-0.519140	-0.091269	-0.234585	-0.134458	0.006619	-0.109871	0.024580	-0.104883	-0.096195
TM_0755	TM_0755	1.000000	-0.450292	-0.564892	0.044243	0.057359	-0.008821	-0.143174	0.179246	0.146319	-0.042493	-0.049348	0.398040	0.182590	-0.015118	0.067293	0.069128	0.102361	0.087048	0.001143	-0.210472	-0.239360	0.119358	0.220047	-0.149385	0.002990	-0.167597	-0.182831	-0.068744	-0.104668
TM_1150	TM_1150	1.000000	-0.572143	-0.540319	0.047162	0.124521	0.031271	-0.063984	0.354916	0.336482	0.116584	0.075274	0.453433	0.412844	-0.012601	0.013825	-0.002660	0.085873	0.044839	0.003526	-0.720401	-0.565771	-0.165093	0.042200	-0.525681	-0.049786	-0.561005	-0.497416	-0.109270	-0.170700
TM_2082	TM_2082	1.000000	-0.184284	-0.304378	0.029098	0.016288	0.039426	0.007263	0.006144	-0.013086	-0.086969	0.075104	0.314083	0.275207	0.099626	0.117089	0.132292	0.002017	0.061935	0.067659	-0.580116	-0.581810	-0.063503	0.102157	-0.243252	0.060678	-0.216135	-0.040110	-0.040499	-0.055332
TM_1827	TM_1827	1.000000	0.046709	-0.022631	-0.002978	0.047211	0.075535	-0.079076	-0.256262	-0.207461	-0.037015	0.051670	0.302869	0.248481	0.199168	0.179529	0.191335	-0.069074	0.116132	-0.138921	-0.309853	-0.298870	0.062397	-0.014558	-0.218924	-0.338564	-0.226759	0.075364	-0.001256	-0.125152
TM_3118	TM_3118	1.000000	0.173640	0.140047	-0.046189	-0.021782	0.009064	0.077302	-0.199591	-0.287379	-0.013564	-0.004172	0.529487	0.506764	0.198889	0.188618	0.162064	0.042544	0.048659	0.092269	-0.261468	-0.248227	-0.008987	0.074590	-0.055278	-0.191185	-0.263869	-0.158388	-0.160871	0.015908
TM_3241	TM_3241	1.000000	-0.286416	-0.198791	0.013675	0.038533	-0.036220	0.224206	-0.000939	-0.065843	-0.160597	0.193922	0.494386	0.869619	0.474414	0.374996	0.332703	0.028922	0.278275	-0.053317	-0.649370	-0.274789	0.322682	0.221593	-0.333870	-0.074600	-0.364976	-0.539885	-0.337601	0.199983
TM_3938	TM_3938	1.000000	0.041556	-0.008341	-0.022760	0.057195	0.166451	-0.047142	-0.070069	0.115695	-0.000518	0.107934	0.513050	0.359083	-0.045255	-0.062938	0.425851	0.126201	0.108122	0.120248	-0.288093	-0.789113	0.103557	0.108598	0.000940	-0.012762	-0.288013	-0.163410	-0.199671	-0.037298
TM_3815	TM_3815	1.000000	-0.267133	-0.002468	-0.069094	0.086537	-0.009557	0.025380	-0.302178	-0.138646	0.077983	-0.086894	0.116168	0.370718	0.225308	0.006310	0.225336	0.029729	0.164334	0.039677	-0.730380	-0.592839	0.076980	-0.351297	0.062767	-0.242502	-0.133238	-0.210604	0.055872	-0.235191
TM_2773	TM_2773	1.000000	0.108909	0.132860	-0.214188	-0.244449	-0.078384	-0.115147	0.051629	0.051656	-0.016846	0.216679	0.266347	0.313543	0.124827	-0.017487	-0.215056	0.066585	-0.185800	-0.320269	-0.500112	-0.644223	0.027710	0.458237	-0.200248	0.003671	-0.138103	0.136206	-0.029808	0.097178
TM_0768	TM_0768	1.000000	0.264393	0.373942	0.062451	0.226097	0.095109	-0.091008	-0.329074	0.019093	0.015239	0.082183	0.002390	-0.041942	-0.523867	-0.077949	0.267664	0.453093	-0.293154	-0.342486	-0.558124	-0.536531	0.188218	-0.044412	-0.134903	0.068686	-0.007244	-0.048411	-0.072372	0.017909
TM_2884	TM_2884	1.000000	0.243906	0.183333	0.070881	0.017803	0.005989	0.117156	-0.230808	-0.170594	0.005824	0.018024	0.130770	-0.024106	-0.049162	-0.031401	0.194321	0.001736	-0.193404	-0.031734	-0.140468	-0.207759	0.300433	0.013807	0.057815	-0.029642	-0.238955	-0.041951	-0.124822	0.152713
TM_3143	TM_3143	1.000000	0.251786	0.279256	0.129213	0.050391	-0.064069	0.046813	-0.378584	-0.402670	-0.049976	0.052691	0.077294	0.125418	-0.063015	-0.198504	0.111373	0.019625	0.142307	-0.011607	-0.425496	-0.686294	0.290182	-0.024778	0.130062	-0.082391	-0.185485	-0.035252	-0.230455	-0.072060
TM_2946	TM_2946	1.000000	0.103808	0.004566	0.073862	0.060430	-0.122392	-0.063572	-0.262584	-0.441968	0.035755	0.066895	-0.232542	-0.047320	0.216213	0.176365	0.001225	0.264152	-0.020985	0.065980	-0.644130	-0.632458	-0.881233	0.494385	0.082429	0.076480	-0.046239	-0.095001	-0.264057	0.055360
TM_3170	TM_3170	1.000000	0.005638	0.007179	-0.145752	-0.164052	0.111017	0.180353	0.023936	-0.169140	0.022154	0.024309	-0.110689	0.145019	0.082165	0.126927	-0.058695	0.149650	-0.008765	-0.070989	-0.315790	-0.317402	-0.072755	0.192143	0.145178	0.011830	-0.080601	-0.087031	-0.172236	-0.219638
TM_0491	TM_0491	1.000000	-0.013002	-0.011668	-0.000042	-0.149330	0.243795	-0.036468	-0.257291	-0.246229	0.151881	-0.047884	0.318240	0.359136	0.136142	0.233644	-0.084094	0.034448	0.337880	0.270546	0.188831	0.145237	0.173547	-0.309720	-0.152448	0.291318	-0.474393	-0.049634	-0.073484	-0.000176
TM_0830	TM_0830	1.000000	0.111873	0.005775	-0.089839	-0.002148	0.165867	-0.063660	-0.282344	-0.113826	0.001688	-0.011327	0.133907	0.130364	0.219254	0.066003	0.117871	0.162365	0.267622	0.204686	-0.132247	-0.162865	-0.052758	-0.489388	-0.008631	0.061461	-0.380360	-0.098764	-0.011831	-0.121290
TM_1096	TM_1096	1.000000	0.123868	0.010444	0.066229	-0.018367	0.208574	0.177802	-0.090164	-0.110101	-0.056802	0.002758	0.165649	0.114999	0.060132	0.126634	0.120013	0.165271	0.182401	0.065453	-0.299699	-0.176250	0.006066	-0.209211	-0.003673	-0.131237	-0.410330	-0.300926	-0.091164	-0.009273
TM_3599	TM_3599	1.000000	-0.118790	-0.103976	-0.142067	-0.074938	-0.013257	0.117755	-0.106280	-0.163623	0.105985	0.122815	0.158738	0.089884	0.146738	0.117900	0.122889	-0.029593	0.256253	0.239954	-0.161718	-0.127323	0.082320	0.107297	-0.045923	0.039889	-0.312140	-0.118982	0.004541	-0.057666
TM_0057	TM_0057	1.000000	-0.280730	-0.276692	-0.192668	-0.080496	-0.097267	-0.079717	0.435432	0.256832	0.105043	-0.184468	-0.034133	0.136175	0.469201	0.553247	0.061719	0.267808	0.424009	0.390717	-0.856251	-0.707741	-0.086686	-0.381712	-0.256085	0.403379	0.049918	-0.015657	0.570602	0.006715
TM_0531	TM_0531	1.000000	-0.042305	-0.224708	-0.030144	-0.210278	0.083793	-0.012624	0.089679	0.034439	0.122515	0.106358	0.493374	0.487566	0.199944	0.293486	0.212353	0.173582	0.379193	0.339893	-0.092995	-0.099688	-0.326131	-0.236698	-0.068937	-0.056252	-0.249146	-0.098492	-0.063379	0.016079
TM_1104	TM_1104	1.000000	-0.244155	-0.315940	-0.173157	-0.146591	0.185552	0.305946	-0.034657	-0.024750	-0.096944	-0.060149	0.541301	0.510618	0.586734	0.489218	0.263926	0.048597	0.784866	0.644601	-0.252576	-0.383951	-0.060934	-0.479804	-0.242753	0.067695	0.075959	-0.378842	0.025421	0.178496
TM_3530	TM_3530	1.000000	0.062956	0.038782	-0.174479	-0.174592	-0.092785	-0.029430	0.032199	-0.018596	-0.136563	0.005672	0.313714	0.260847	0.066128	0.148379	0.299552	0.293022	0.460679	0.569458	-0.131435	-0.392703	-0.452629	-0.557463	0.233518	-0.067262	-0.132119	-0.246972	-0.020369	0.313673
TM_1432	TM_1432	1.000000	-0.165173	-0.286197	-0.074726	-0.116071	-0.053674	0.076930	0.070791	0.099423	-0.022139	-0.255594	0.479232	0.424311	0.053650	0.132821	-0.066609	-0.153033	0.615469	0.662784	-0.244881	-0.112794	-0.027369	-0.171003	-0.140143	0.020055	0.017257	0.080920	0.263043	0.078247
TM_0061	TM_0061	1.000000	-0.474831	-0.461408	-0.531292	-0.426438	0.039813	0.135913	0.264513	0.133590	-0.175431	-0.262817	0.353556	0.442138	-0.014887	0.163596	-0.351940	-0.223936	0.660076	0.734797	-0.757976	-0.995936	-0.460594	-0.391967	-0.114077	0.013295	0.325754	0.131687	0.035058	0.198810
TM_0808	TM_0808	1.000000	-0.343176	-0.400768	-0.371067	-0.406783	0.132900	-0.016957	0.150122	0.146268	-0.280815	-0.162676	0.325628	0.244846	0.033623	0.130607	-0.301352	0.085492	0.687128	0.701405	-0.388660	-0.485314	-0.546494	-0.087633	-0.127075	0.023734	0.237698	0.108497	-0.150295	0.090654
TM_0451	TM_0451	1.000000	-0.384516	-0.555696	-0.424108	-0.251373	0.100687	-0.009698	0.007763	0.101294	-0.207168	-0.256819	0.538746	0.543837	0.035929	0.151259	0.010319	-0.072377	0.836372	0.707839	-0.116269	-0.149040	-0.439488	-0.749136	0.002619	-0.061025	0.228115	0.146697	-0.001722	0.133900
TM_3780	TM_3780	1.000000	-0.261869	-0.276940	-0.278318	-0.333571	0.074866	0.124438	0.020143	0.037978	-0.047819	0.030104	0.076909	0.216275	0.054582	-0.000976	0.000678	-0.054076	0.351734	0.373337	-0.037312	-0.018165	-0.281300	-0.115191	-0.109105	-0.011257	0.208031	0.192563	0.023249	-0.004912
TM_4167	TM_4167	1.000000	-0.369291	-0.241088	-0.550913	-0.615967	0.177330	0.273092	0.373835	0.377527	-0.063553	-0.038209	0.332131	0.441359	0.089682	0.012249	-0.043787	-0.103414	0.782845	0.730498	0.024528	-0.084479	-0.920287	-0.299924	-0.143544	-0.082234	0.295089	0.172397	-0.021794	0.220600
TM_2450	TM_2450	1.000000	-0.363250	-0.358429	-0.420484	-0.320967	-0.007244	0.017577	0.058597	0.011481	-0.193708	-0.198424	0.078266	0.062617	-0.012666	-0.100762	-0.108595	-0.107624	0.277882	0.198034	0.128623	0.001713	-0.412853	-0.219626	0.038222	0.002795	0.156572	0.128812	-0.007207	0.124653
TM_1414	TM_1414	1.000000	0.041502	0.014320	-0.093212	-0.121518	0.189198	0.218031	0.401789	0.337862	-0.141610	-0.180551	0.240067	0.173433	0.010052	-0.080353	-0.038216	-0.088482	0.970397	0.927397	-0.029651	-0.058585	-0.088143	0.002109	-0.180305	-0.024951	-0.068758	0.089979	-0.014530	0.110403
TM_2484	TM_2484	1.000000	-0.130845	-0.060302	-0.180225	-0.271383	0.382001	0.539523	0.545283	0.314566	0.104736	-0.102039	0.700699	0.770528	0.126278	0.006411	-0.314879	-0.438825	1.230802	1.212949	0.290211	0.255152	-0.619672	-0.474487	-0.280968	-0.332587	-0.004777	0.036922	-0.197535	-0.096393
TM_3184	TM_3184	1.000000	-0.263679	-0.471440	-0.093563	0.024795	0.242196	0.064858	-0.007600	0.027017	-0.189785	-0.159930	0.432173	0.458717	0.225661	0.290595	-0.034723	0.048493	0.943287	0.877001	-0.874628	-1.407639	-0.183853	-0.107110	-0.268707	-0.023461	0.098920	0.258221	0.142661	-0.222328
TM_0037	TM_0037	1.000000	0.005287	-0.054738	-0.188656	-0.408323	0.087853	0.001179	-0.255462	-0.246527	0.222090	0.110170	0.164114	0.276503	-0.022819	0.134648	-0.033756	0.179812	-0.158842	-0.138919	-0.052566	-0.011275	-0.228879	0.267098	0.089268	0.086973	0.102625	-0.014101	0.133463	0.375380
TM_1436	TM_1436	1.000000	0.035491	-0.060729	0.241016	0.171483	-0.060018	0.022513	-0.092968	0.191376	-0.001510	-0.109320	0.494865	0.414392	0.068959	0.121844	-0.007519	-0.003972	-0.003000	-0.295080	-0.133630	-0.205389	0.168874	-0.152564	-0.052744	-0.103288	-0.114693	0.111355	0.123476	0.195458
TM_1312	TM_1312	1.000000	0.332632	0.382755	-0.645116	-0.695405	-0.226329	-0.035241	0.304198	-0.116359	0.199509	0.073527	0.834520	0.836314	0.053988	-0.002151	-0.261328	0.082667	-0.234964	-0.357677	-0.083636	-0.206259	-0.045068	-0.832328	0.003094	-0.012032	0.437761	0.526868	0.288943	0.022681
TM_1011	TM_1011	1.000000	-0.028143	0.061288	-0.146314	0.069710	-0.060391	0.037452	0.083085	0.096106	0.056237	-0.017214	0.361022	0.348142	0.135812	0.165480	-0.028914	0.062869	-0.076171	-0.012757	0.005769	-0.003037	-0.159479	0.004039	-0.311903	-0.107074	-0.277265	-0.102210	-0.060469	-0.305686
TM_0910	TM_0910	1.000000	0.002125	0.083868	0.003442	-0.062679	0.153850	-0.073890	0.247805	0.234671	-0.052071	0.018291	0.474657	0.327741	0.078182	0.230649	-0.003565	0.119789	-0.068455	-0.083101	0.176018	0.102350	-0.200366	-0.242287	-0.034566	-0.010026	-0.057180	-0.136810	-0.048800	-0.190335
TM_2083	TM_2083	1.000000	-0.096262	-0.059535	0.051064	-0.097839	0.038791	-0.143066	0.153921	0.202640	-0.067686	0.022845	0.280508	0.268701	0.009145	0.046876	-0.020191	-0.064974	-0.096716	-0.282169	0.057425	0.110354	-0.031634	-0.147740	0.042480	0.069834	-0.002444	0.159994	-0.052543	-0.170399
TM_1773	TM_1773	1.000000	-0.215351	-0.161972	0.260519	0.161347	-0.013459	0.004519	0.180081	0.166463	-0.079525	-0.115175	0.474258	0.486749	0.121670	0.255548	-0.186009	0.052326	-0.128741	0.027244	0.142502	0.000843	0.147979	-0.164023	0.080196	-0.086204	-0.099478	-0.165599	-0.149365	-0.163204
TM_0201	TM_0201	1.000000	0.037337	-0.021830	-0.142350	-0.210024	0.050701	0.289304	0.140585	0.086454	0.093679	0.133152	0.003220	0.243602	0.377309	0.345321	-0.166432	0.405936	-0.319812	-0.293982	-0.207648	-0.310650	-0.322941	-0.032163	-0.059752	-0.253015	0.323256	-0.060079	-0.246570	0.341935
TM_0251	TM_0251	1.000000	-0.150378	0.014633	-0.422895	-0.326822	-0.163281	-0.164555	-0.007279	-0.085624	0.056858	0.065912	0.108851	0.208050	0.231110	0.194932	0.000747	0.008099	-0.200764	-0.082976	-0.203664	-0.169574	-0.307675	-0.289003	0.069338	0.100616	0.124679	0.042981	0.000845	0.068186
TM_0434	TM_0434	1.000000	-0.343005	-0.169628	-0.131698	-0.326825	-0.170880	-0.151924	0.387353	0.394403	0.105925	0.104485	0.221223	0.266613	0.177226	0.285246	0.173333	0.252182	-0.673003	-0.570659	-0.259120	-0.241908	-0.277470	-0.108061	-0.176400	0.077666	-0.010859	0.160656	0.089440	0.002984
TM_0006	TM_0006	1.000000	0.043394	0.012124	-0.334178	-0.267886	-0.002232	-0.011789	0.015721	-0.020970	0.006085	-0.026068	0.300410	0.460063	0.262993	0.248541	-0.045281	0.190762	-0.895420	-0.603012	0.157753	0.101387	0.077818	-0.111940	-0.011106	-0.285792	0.019578	-0.118457	-0.092034	0.037635
TM_0209	TM_0209	1.000000	-0.081767	-0.150647	-0.273986	-0.537700	0.014995	-0.181673	0.015325	0.051264	0.020457	0.136490	0.260390	0.296907	-0.051729	0.126086	0.035015	0.232535	-0.712862	-0.319462	0.216620	0.085434	-0.271365	-0.245736	-0.004943	-0.140202	0.004928	-0.015363	-0.041563	0.032678
TM_1153	TM_1153	1.000000	-0.261460	-0.219781	-0.494234	-0.281479	0.050526	-0.042487	0.031213	-0.000467	0.003032	0.028144	0.625118	0.518184	0.417643	0.482408	-0.055465	0.127326	-0.798826	-0.291590	0.035112	-0.006569	-0.483928	-0.254189	-0.038401	0.091363	0.142556	0.085978	0.153495	-0.119255
TM_1242	TM_1242	1.000000	-0.210470	-0.301689	-0.456001	-0.203186	-0.036286	-0.190539	0.065505	0.022779	0.070986	0.066216	0.253592	0.388499	0.253693	0.359660	-0.001398	0.129378	-0.482183	-0.423333	-0.024370	0.021228	-0.394015	-0.572287	0.209033	0.216499	0.123785	0.034023	-0.089194	-0.100082
TM_1087	TM_1087	1.000000	0.144471	0.114659	0.064224	0.058261	-0.023328	-0.047556	0.013400	0.032942	0.009532	-0.155364	0.600304	0.449169	0.136637	0.235655	0.026697	0.226749	-0.282189	-0.035658	-0.285934	-0.272462	0.004021	-0.405892	-0.262929	-0.171389	0.067350	-0.184326	-0.380263	-0.198851
TM_0569	TM_0569	1.000000	0.112180	0.007198	-0.012887	-0.007790	0.177802	0.266893	0.027615	-0.070311	0.231958	0.098398	0.490179	0.427396	0.430382	0.441049	0.179934	0.306501	-0.439497	-0.420726	-0.093755	-0.185420	-0.032430	-0.250217	-0.022661	-0.266841	-0.079782	-0.061447	-0.367132	0.162911
TM_0951	TM_0951	1.000000	-0.090292	-0.071434	0.031926	0.031963	0.127635	0.111756	-0.169696	-0.156215	0.013780	0.115660	0.560098	0.535304	0.216591	0.171026	0.173917	0.083086	-0.018290	-0.339224	-0.147645	-0.113802	-0.078762	-0.224089	-0.226061	-0.134463	-0.204569	0.085076	-0.366882	0.147695
TM_1238	TM_1238	1.000000	-0.047897	-0.064425	0.048341	0.020345	0.008627	0.000814	-0.298591	-0.225997	0.073110	0.051904	0.240431	0.156160	0.195768	0.202030	0.100137	0.118689	-0.775291	-0.607337	-0.356326	-0.431658	-0.120045	-0.020744	0.020433	-0.006991	-0.004449	-0.015664	-0.638885	-0.135318
