TAG	NAME	GWEIGHT	1181-0519.x	1181-0519.y	FK506.x	FK506.y	CuSO4.x	CuSO4.y	doxorubicin.x	doxorubicin.y	atorvastatin.x	atorvastatin.y	AA-mixture.x	AA-mixture.y	methionine.x	methionine.y	menadione.x	menadione.y	H2O2.x	H2O2.y	ethanol.x	ethanol.y	heat-shock.x	heat-shock.y	N-starvation.x	sorbitol.x	NaCl.x	NaCl.y	sorbitol.y	N-starvation.y
EWEIGHT			1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
TM_0431	TM_0431	1.000000	-0.011282	-0.004439	0.137800	0.080671	0.048639	0.034220	0.073068	0.002676	-0.204710	0.005988	-0.105584	0.128706	0.211816	0.222076	-0.052652	-0.126859	0.063797	0.009793	-0.042291	-0.056848	0.013041	-0.080675	0.264604	-0.248517	-0.059240	0.126640	-0.191234	-0.096939
TM_0441	TM_0441	1.000000	0.118744	-0.020430	0.183685	0.019837	-0.091454	-0.197608	-0.028185	0.401122	-0.159443	0.179834	0.306757	0.041884	0.875570	0.848374	-0.180369	-0.734428	0.031467	-0.309579	0.063271	0.331579	-0.048397	-0.141025	0.442788	-0.561282	-0.765150	0.401489	-0.596620	-0.268512
TM_1187	TM_1187	1.000000	-0.004796	-0.094118	-0.029978	-0.055256	0.077543	0.074969	-0.027985	-0.111912	-0.058650	0.139146	-0.000268	0.004393	0.364122	0.335942	0.186458	0.043867	-0.107693	-0.031784	0.361936	0.307137	-0.032615	-0.129481	0.321349	-0.320486	0.138254	-0.106644	-0.352387	0.110844
TM_1223	TM_1223	1.000000	0.313532	0.032670	-0.385396	-0.075424	-0.152261	0.226469	0.048643	0.384332	0.334585	0.343013	-0.454464	0.135265	0.700179	0.810963	0.031079	-0.767011	-0.851911	-0.268059	-0.816949	-1.142661	-3.327136	0.164828	-0.301117	-0.035788	0.627861	-0.206435	0.016611	-2.126684
TM_0572	TM_0572	1.000000	0.469618	0.277183	0.312275	0.217359	0.023316	0.340203	0.362327	-0.111275	0.383716	-0.375938	-1.334357	-0.017759	0.829402	0.382713	0.156951	-0.411237	-1.894879	-0.256945	-1.792960	-0.772051	-2.110916	-1.453825	0.069350	-3.808544	0.345399	-0.126203	-0.283776	0.293333
TM_0485	TM_0485	1.000000	-0.008444	0.072638	0.018515	0.053102	0.004705	0.044075	-0.085094	0.001117	0.026730	0.037263	-0.020097	-0.059178	0.038808	0.134698	0.113002	0.095282	-0.139512	-0.427584	-0.154184	-0.446802	-0.558011	-0.303093	0.087366	-0.268898	-0.002242	-0.071707	0.029824	0.181184
TM_1091	TM_1091	1.000000	0.157536	0.137581	0.571877	0.513638	-0.029564	-0.015742	-0.161199	0.034808	-0.002479	-0.048119	0.161673	0.085097	0.031959	0.072176	0.115528	0.140545	-0.667217	-0.550902	-0.321358	-0.343583	-1.083766	-0.505775	-0.166820	-0.132024	0.011799	0.218040	-0.013581	-0.030182
TM_0669	TM_0669	1.000000	0.166645	0.190210	0.059786	0.024310	0.113439	0.069572	-0.244610	-0.203304	-0.210789	-0.086264	0.172626	0.095790	0.017889	0.071493	-0.001656	0.068550	0.107712	-0.066740	-0.157848	-0.062873	-0.478705	-0.306333	-0.057976	-0.210209	-0.140552	-0.216574	0.122168	0.007240
TM_0404	TM_0404	1.000000	-0.280107	-0.037303	-0.108284	0.037803	0.080444	-0.015295	0.021423	0.081207	-0.161810	-0.013915	0.030506	0.257829	0.375635	0.365929	-0.032071	-0.080418	0.112558	-0.295084	-0.139139	-0.227552	-0.156606	-0.280501	0.051897	0.042050	-0.317547	0.089954	0.122932	0.200704
TM_0042	TM_0042	1.000000	0.000275	-0.177597	-0.111590	-0.027069	-0.019166	0.084595	0.041903	-0.180107	0.118108	0.096527	0.200173	0.238387	0.096834	0.004795	0.147061	-0.074816	-0.006991	-0.075773	0.126650	0.152476	-0.198045	-0.303652	-0.056064	-0.011455	-0.041053	0.004387	0.010811	-0.020871
TM_0046	TM_0046	1.000000	-0.254500	-0.355833	0.024368	-0.074216	0.001010	0.020196	0.025447	-0.113731	0.044143	0.076359	0.047698	0.073739	0.237876	0.170999	0.085891	-0.014060	-0.167642	-0.106623	0.031099	0.035273	-0.118196	-0.329741	0.103594	-0.080660	-0.105507	-0.213639	-0.009726	-0.207052
TM_0155	TM_0155	1.000000	-0.215098	-0.269153	-0.208728	-0.095311	0.023639	0.115149	-0.024524	-0.075121	-0.019996	0.052380	-0.005350	0.253251	0.159209	0.109195	0.117371	0.106651	-0.008046	0.102518	0.297879	0.242401	0.007995	-0.555618	0.049611	-0.078940	-0.355072	-0.682911	0.000099	-0.039348
TM_0655	TM_0655	1.000000	-0.068766	-0.108083	0.004869	0.021255	0.005250	0.161463	-0.060271	-0.041508	0.034045	0.118916	0.031186	0.020970	0.157268	0.038414	-0.053550	0.017345	-0.154728	-0.056237	0.036084	0.035143	-0.076792	-0.234088	0.125242	-0.042221	-0.007865	-0.306101	-0.036732	0.067343
TM_0639	TM_0639	1.000000	-0.239788	-0.047237	-0.392291	-0.176602	0.013331	0.104914	-0.163775	-0.305907	0.073635	0.061695	-0.045370	0.061610	0.124180	0.136922	0.009995	0.189205	0.048080	-0.050624	0.040009	0.108340	-0.213856	-0.334903	0.239206	-0.071738	-0.006411	-0.278844	-0.095483	0.161075
TM_3121	TM_3121	1.000000	0.105982	-0.030961	-0.001425	0.089407	-0.075594	0.010651	0.001007	-0.079958	0.153705	0.179916	0.062053	0.129131	0.110484	0.000949	0.134515	0.057329	-0.209316	-0.103388	0.127957	0.178712	-0.560856	-0.183324	0.129766	-0.077078	-0.321194	-0.446345	-0.082169	0.177120
TM_0111	TM_0111	1.000000	0.200933	0.102295	0.220112	0.270545	0.056140	0.096214	-0.121055	0.009154	-0.139042	0.005124	-0.212702	-0.215305	0.140819	0.155984	0.233573	0.065725	-0.147507	0.030763	-0.216235	-0.187573	0.368554	-1.229048	-0.149367	-0.138518	-0.153576	0.203065	-0.310108	-0.043724
TM_1749	TM_1749	1.000000	0.083356	-0.173335	0.109194	-0.032298	0.225036	0.172114	0.125361	-0.059701	0.027295	-0.088271	-0.429898	-0.298394	0.280520	0.186542	0.270871	0.269300	-0.364237	-0.064200	-0.471436	-0.004242	0.015321	-1.183642	0.275893	-0.061673	-0.288063	-0.001428	-0.428994	0.102377
TM_1034	TM_1034	1.000000	-0.027401	0.072911	0.054428	-0.078487	0.016616	0.159263	-0.099019	-0.179423	-0.149609	-0.021084	-0.319906	-0.010968	0.221405	0.147750	0.240886	0.153602	-0.218364	-0.360440	-0.218923	-0.318859	-0.179297	-0.507833	0.185946	0.102941	0.039014	0.007048	0.088999	0.132417
TM_0051	TM_0051	1.000000	-0.244815	0.010662	-0.132008	-0.112033	0.102256	-0.046788	-0.156539	0.037833	0.070692	0.144381	0.041559	0.137009	0.121600	0.203032	0.083506	-0.031443	-0.448115	-0.010047	-0.295119	-0.342028	-0.243731	-0.195272	-0.066592	0.021422	-0.007092	-0.031648	-0.004231	0.089430
TM_1247	TM_1247	1.000000	-0.021921	-0.239766	-0.005665	0.043600	0.090948	0.009257	0.035367	0.005042	0.078662	0.158107	-0.125357	-0.002144	0.133485	0.118664	0.089263	0.122193	-0.443808	-0.101280	-0.241374	-0.364932	-0.235774	-0.202786	0.048077	-0.017663	0.000737	0.001942	-0.086970	0.032829
TM_0090	TM_0090	1.000000	-0.362908	-0.310540	-0.193486	0.026647	0.025793	0.048765	-0.041987	-0.116143	0.078708	0.019090	0.037043	0.145458	0.083472	0.254148	-0.146088	0.012974	0.189929	-0.024851	0.134194	0.055609	-0.494737	-0.375486	-0.353012	0.148536	-0.113813	-0.015842	-0.151317	-0.151900
TM_0509	TM_0509	1.000000	-0.401677	-0.410551	-0.437027	-0.304972	0.077553	0.118089	-0.060710	0.028948	0.069923	0.068951	0.123950	0.337762	0.294197	0.198522	-0.071071	0.121402	-0.003977	-0.082804	-0.181857	-0.176854	-0.641466	-0.334987	-0.087226	0.241116	0.287118	-0.002667	0.235563	-0.353513
TM_0029	TM_0029	1.000000	-0.045403	0.079435	-0.180033	-0.158840	-0.062192	0.025082	0.290324	0.228843	0.038105	0.049059	0.200908	0.363949	0.205417	0.123001	-0.152755	-0.031785	-0.224051	-0.059107	0.142378	0.159122	-0.086562	-0.744897	-0.098171	-0.057475	0.186259	0.006924	-0.375932	-0.015867
TM_1350	TM_1350	1.000000	-0.031915	0.004664	-0.055213	-0.047892	-0.065007	-0.051211	0.293558	0.305133	0.034513	-0.009187	0.214002	0.304698	0.127484	0.030286	-0.083295	0.068539	-0.051060	0.052580	0.046569	-0.015746	-0.216541	-0.266677	0.049513	-0.049139	0.042624	-0.009472	-0.027415	0.035996
TM_1493	TM_1493	1.000000	0.074935	0.033298	-0.251654	-0.143754	-0.016748	0.103188	0.066933	-0.060375	0.023549	-0.018572	0.488566	0.319499	0.035047	-0.003583	0.103326	-0.060939	0.032278	0.129623	-0.168617	0.000356	-0.322374	-0.798232	-0.083287	-0.013252	0.025236	0.024070	-0.068237	-0.148820
TM_0987	TM_0987	1.000000	-0.198615	-0.002180	0.006097	-0.181279	0.058561	-0.104887	-0.171385	0.044952	0.168073	0.093744	0.277966	0.422308	0.218454	0.286377	0.030558	0.058090	0.050084	0.138498	-0.165938	-0.161912	-0.004195	-0.761223	0.107801	-0.038767	-0.530668	-0.411255	-0.238493	-0.124547
TM_1248	TM_1248	1.000000	-0.128031	0.057901	-0.340854	-0.283105	-0.041095	-0.029703	0.093307	0.162116	0.150740	0.013772	0.235690	0.547319	0.288219	0.237778	-0.007759	0.107144	-0.066332	0.116993	0.183490	0.087438	-0.370823	-1.015398	-0.383157	-0.211894	-0.153244	-0.642525	-0.194830	0.207179
TM_2366	TM_2366	1.000000	-0.023847	0.042511	-0.168975	-0.145320	0.006404	0.006024	-0.100681	-0.037469	0.018579	0.010907	0.168964	0.169297	0.155342	0.050306	0.016539	-0.170379	0.162161	0.133337	-0.011165	0.057325	-0.366789	-0.430663	-0.113279	0.038057	-0.160232	-0.383566	0.023873	-0.008572
TM_2331	TM_2331	1.000000	0.239540	0.038374	0.042379	0.008313	0.118348	-0.134039	-0.056498	-0.068395	-0.012344	0.039480	0.271481	0.196222	0.091121	0.165284	0.090951	-0.000973	0.029058	0.141878	0.001250	-0.017582	-0.089373	-0.682659	-0.256120	-0.166353	-0.282445	-0.293329	-0.044063	-0.133077
TM_0058	TM_0058	1.000000	0.069448	-0.033881	0.076592	-0.063359	0.013626	-0.027311	0.214407	0.351355	0.032452	0.000301	0.228781	0.119485	0.133850	0.177851	-0.068594	0.001442	-0.084682	-0.075203	0.050085	-0.125768	0.019122	-1.107511	0.008404	-0.198653	-0.175063	-0.362408	-0.146256	-0.072285
TM_0534	TM_0534	1.000000	-0.055958	-0.015497	-0.019160	0.027986	-0.030199	-0.019296	0.169230	0.178226	0.130210	0.072204	0.112331	0.182454	0.111775	0.069743	0.023435	-0.032798	-0.046349	-0.014068	-0.100885	-0.135608	-0.466473	-0.976088	-0.017094	0.041315	0.015226	-0.002134	-0.014250	-0.173478
TM_3169	TM_3169	1.000000	0.092544	0.078423	0.001364	0.105454	0.004227	0.111185	0.162631	0.206046	0.076262	0.118483	-0.065465	-0.117144	-0.043587	-0.027731	0.078514	-0.071350	0.183346	-0.023439	-0.003377	-0.000420	-0.365587	-0.816846	0.049341	0.062406	-0.049591	-0.098482	-0.205209	0.066337
TM_3874	TM_3874	1.000000	0.119605	0.141008	0.021707	-0.125901	-0.126581	-0.033676	0.338641	0.224035	0.029590	0.081137	0.126033	-0.016903	-0.056693	-0.033217	0.140070	-0.110704	0.096750	0.079373	0.105553	0.301408	-0.251277	-1.849354	-0.024469	-0.074131	-0.091385	-0.192979	-0.205004	0.078113
TM_0165	TM_0165	1.000000	-0.237837	-0.149203	0.018905	0.110537	0.023818	-0.007231	0.049471	-0.066696	-0.029299	-0.067483	0.435543	0.336355	0.369387	0.349801	0.152290	-0.073617	-0.274539	-0.146223	0.064685	-0.080615	-0.171239	-0.770066	0.254818	0.101986	-0.219268	-0.085922	0.037643	0.218815
TM_0010	TM_0010	1.000000	0.020376	-0.065652	0.145481	0.000289	0.145073	-0.009155	-0.011435	0.014709	0.153506	0.103953	0.047032	0.111109	0.188887	0.223831	-0.054414	0.106113	-0.172117	-0.227025	-0.116067	-0.215141	-0.132096	-0.256814	0.064220	-0.058595	-0.075561	0.037616	-0.059591	0.082653
TM_0239	TM_0239	1.000000	-0.090398	-0.105451	-0.035414	0.017875	0.172069	0.053956	0.190146	0.211811	0.095460	0.177128	0.109870	0.095324	0.281693	0.250466	-0.226718	0.039302	-0.351798	-0.154532	-0.072690	-0.083416	-0.229722	-0.544017	0.035424	-0.051652	-0.035346	-0.013818	-0.148821	0.004875
TM_0909	TM_0909	1.000000	-0.314403	-0.416013	0.147878	0.098027	-0.015318	0.088315	0.214673	0.178689	0.116101	0.194041	0.292271	0.261875	0.097846	0.255831	-0.098675	-0.000531	-0.226546	-0.166601	-0.128939	-0.047771	-0.098674	-0.500271	-0.083122	-0.075721	-0.065644	0.092471	-0.004800	-0.002082
TM_0618	TM_0618	1.000000	-0.067136	-0.240877	-0.335212	-0.334238	-0.209595	-0.032899	0.225575	0.038826	0.138142	0.083326	-0.001636	0.255615	0.235178	0.029634	0.074116	0.107341	0.061369	0.056127	-0.260234	-0.161965	-0.515271	-0.406658	-0.089256	-0.209465	0.213004	-0.098814	-0.019241	0.235938
TM_0418	TM_0418	1.000000	0.101196	0.086250	-0.203799	-0.051316	-0.040963	-0.062243	0.062071	0.139739	0.171085	0.186991	0.386189	0.379475	-0.003028	0.009959	0.173878	0.161548	0.036091	0.009357	-0.175895	-0.060132	-0.884535	-0.645185	-0.003021	0.026688	-0.277169	-0.220610	-0.101448	-0.038585
TM_0493	TM_0493	1.000000	-0.032240	-0.015774	-0.047647	-0.156870	-0.069131	0.019174	0.150221	0.131696	0.026923	0.045134	-0.002604	-0.000052	0.097482	0.097523	0.042542	0.019623	-0.002429	0.034099	-0.089424	-0.087931	-0.304414	-0.261609	0.141662	-0.089818	-0.062795	-0.097603	-0.114618	0.050970
TM_2154	TM_2154	1.000000	-0.091921	0.008873	-0.155504	-0.042912	-0.283869	-0.011473	0.471149	0.434357	0.090198	0.146398	0.101548	0.203773	0.177914	0.159461	0.153475	-0.045751	0.219777	0.107966	-0.307583	-0.223127	-1.061706	-0.538370	-0.007309	-0.176530	-0.212443	-0.496992	0.036148	0.015584
TM_1058	TM_1058	1.000000	-0.212669	-0.195702	-0.194654	-0.142769	-0.039726	0.005326	0.085656	0.091706	0.086165	0.052104	-0.185201	-0.094832	0.011340	-0.040951	0.077748	0.069764	0.168669	0.143014	-0.131227	-0.136919	-0.418678	-0.283464	0.088797	0.077622	0.004131	-0.123648	0.100952	0.099161
TM_3312	TM_3312	1.000000	-0.022338	-0.304191	-0.123861	-0.168203	0.016368	0.023099	0.181049	0.289050	0.007093	0.216080	0.050707	0.053763	0.000674	0.014151	-0.147218	-0.111887	0.079572	0.137051	-0.206905	-0.187453	-0.615230	-0.341863	-0.050189	0.115381	-0.025141	-0.083970	-0.003815	0.031432
TM_3360	TM_3360	1.000000	-0.161040	-0.301291	-0.122340	-0.149076	-0.010734	-0.085672	0.222078	0.185768	0.005395	0.063318	-0.015794	0.036708	0.066947	0.073371	-0.043061	0.043267	0.089105	0.097323	-0.077129	-0.003060	-0.305479	-0.571823	-0.182101	0.068792	-0.001542	-0.194683	0.040680	0.110693
TM_0426	TM_0426	1.000000	-0.030603	0.005520	-0.155211	-0.001205	0.145287	0.020210	-0.273798	-0.171432	0.101786	0.041760	0.090685	0.181189	0.011054	0.118563	-0.021795	0.098890	-0.068109	0.089535	-0.154269	-0.114833	-0.409508	-0.352011	0.249741	-0.123272	0.051824	-0.243893	-0.174218	0.114858
TM_1110	TM_1110	1.000000	0.117926	0.049783	-0.220331	-0.002370	0.118020	0.084983	-0.126212	-0.243062	-0.030056	0.001999	0.004601	0.130952	0.251797	0.279259	0.059200	0.171123	-0.043386	0.095108	-0.263579	-0.208796	-0.256923	-0.479900	0.268494	-0.172146	-0.122513	-0.243317	-0.095161	0.157385
TM_1059	TM_1059	1.000000	0.006873	-0.011019	-0.136869	-0.104363	-0.001962	0.186115	-0.299737	-0.450464	0.040028	0.126717	0.048978	0.048660	0.145162	0.244122	-0.020355	0.243223	-0.086085	0.137115	-0.644187	-0.523871	-0.104093	-0.491967	0.063450	0.064978	-0.172001	-0.416602	0.025078	0.215899
TM_0085	TM_0085	1.000000	-0.076206	-0.065701	-0.153432	-0.164782	0.105395	0.006965	0.177333	0.062093	0.127956	0.111883	-0.006316	0.043695	0.328023	0.395258	0.173176	-0.105478	0.035009	-0.188339	-0.264420	-0.401227	-0.485359	-0.424848	0.191521	-0.067490	0.066354	-0.139568	-0.232498	-0.004875
TM_0218	TM_0218	1.000000	-0.218788	-0.087412	-0.051935	0.037689	0.002392	0.010036	-0.069147	-0.100704	-0.050805	0.210061	-0.030454	0.219221	0.291401	0.230073	-0.156293	0.104329	-0.300588	0.108389	-0.205749	-0.214584	-0.457493	-0.907198	0.023587	0.022586	0.100359	0.149128	0.037149	0.038768
TM_0290	TM_0290	1.000000	-0.070076	-0.023126	0.131429	0.050135	0.061332	0.156264	-0.087141	0.037183	0.059372	0.046055	0.364915	0.365419	0.254705	0.227962	0.072662	-0.044059	-0.081837	-0.226721	-0.440409	-0.335041	-0.280657	-1.089660	-0.136723	0.128248	-0.062391	0.079160	-0.108340	-0.062945
TM_0267	TM_0267	1.000000	-0.102511	-0.029557	-0.074890	0.022106	0.051767	-0.016622	0.010297	0.049878	0.011515	0.113570	0.036610	0.075079	0.215565	0.125637	0.105658	0.019635	-0.020775	-0.091915	-0.169548	-0.306069	-0.296520	-0.606970	0.000085	0.034996	-0.070081	-0.272146	-0.067792	0.081095
TM_0564	TM_0564	1.000000	-0.030018	0.014096	-0.157355	-0.100592	0.106050	0.086897	-0.018252	-0.000039	0.069214	-0.036067	0.224714	0.267093	0.227266	0.231621	0.055237	-0.015549	0.070377	0.178533	-0.184278	-0.333915	-0.305694	-0.744298	-0.077089	0.138012	-0.106124	-0.384476	0.089842	0.025420
TM_1141	TM_1141	1.000000	-0.057211	-0.049957	-0.119336	-0.197044	0.044264	0.020305	0.012943	-0.035676	0.077956	-0.005435	0.186133	0.180533	0.268066	0.322080	0.137604	0.059326	0.086849	-0.089522	-0.291642	-0.296959	-0.078125	-0.366218	0.061123	0.023634	-0.042303	-0.245532	-0.079812	0.101434
TM_0191	TM_0191	1.000000	0.060861	-0.052499	-0.042414	-0.133441	0.156848	0.103341	0.184646	0.136269	-0.055624	0.087509	0.242872	0.202047	0.325542	0.301745	0.043620	0.104389	-0.107651	-0.004488	-0.242043	-0.415660	-0.327676	-0.456905	-0.142984	-0.042289	-0.046378	-0.013720	-0.166038	0.068027
TM_0835	TM_0835	1.000000	-0.054085	-0.009495	-0.099992	-0.020961	0.103097	0.096168	-0.020617	0.014036	-0.005623	-0.012991	0.330255	0.148426	0.234550	0.315809	0.145328	0.136507	-0.208716	-0.107086	-0.219968	-0.253324	-0.283094	-0.248843	0.003117	0.026277	0.041488	0.117197	0.015051	0.133576
TM_2517	TM_2517	1.000000	-0.062692	-0.205014	-0.220696	-0.061053	-0.025813	0.080996	0.014680	-0.086111	0.038770	-0.058769	0.196639	0.186480	0.222709	0.214442	0.070977	-0.036006	-0.033791	0.029458	-0.265938	-0.327369	-0.415721	-0.340565	0.057362	0.078019	0.103214	0.003843	-0.020780	0.229337
TM_2373	TM_2373	1.000000	-0.645333	0.041161	0.716208	0.643906	0.433117	0.311973	0.332454	-0.056896	-0.031658	0.029206	-0.408844	-0.697754	1.829921	1.741606	0.255373	0.755547	-0.773290	-0.865372	-1.972401	-2.498315	-1.709976	-3.868342	0.240103	0.312832	-0.303378	-0.378410	0.167495	-0.186695
TM_0642	TM_0642	1.000000	0.012609	0.050665	-0.000878	0.082815	-0.016514	0.073479	-0.162620	-0.106393	0.065964	0.057073	0.073875	0.003842	0.172969	0.126758	-0.058917	-0.099591	0.027765	0.003303	-0.300303	-0.331916	-0.442622	-0.291419	-0.093133	0.064749	-0.047921	0.032420	-0.017873	-0.217195
TM_4046	TM_4046	1.000000	-0.048077	-0.065353	0.075326	0.028192	0.015611	0.057120	-0.244696	-0.135504	0.046241	0.029741	0.119417	0.090733	0.186791	0.238865	0.002356	0.000234	0.041807	-0.012111	-0.339208	-0.409880	-0.606316	-0.501741	-0.096743	0.027092	-0.072734	-0.006899	0.026681	-0.060555
TM_1845	TM_1845	1.000000	0.066973	0.081826	0.145563	0.044573	0.161417	0.147242	0.009558	-0.083085	0.053668	-0.009673	0.013587	-0.055797	0.127840	0.035992	0.005052	0.014939	0.062780	-0.036901	-0.335195	-0.319499	-0.464250	-0.334529	-0.041025	-0.074932	-0.180283	-0.171678	0.066273	-0.161700
TM_3850	TM_3850	1.000000	0.139057	0.102705	0.068709	0.026843	0.118832	-0.005843	-0.059005	-0.004598	0.010927	0.174424	0.025071	-0.013801	0.172327	0.172685	0.079428	0.028404	-0.061087	0.023774	-0.411044	-0.512977	-0.381914	-0.230506	-0.078121	-0.055160	-0.152409	-0.095029	0.037833	-0.238127
TM_2548	TM_2548	1.000000	0.017850	-0.010252	-0.017047	0.024624	0.013363	0.056475	-0.330382	-0.313773	0.000958	0.056771	-0.007719	-0.080236	0.136740	0.116798	0.007552	-0.013187	0.067381	0.034182	-0.318413	-0.418231	-0.213110	-0.294579	-0.014353	0.057144	-0.137692	0.002274	0.085317	-0.044171
TM_2570	TM_2570	1.000000	-0.081771	-0.168032	0.055872	0.009397	0.133038	-0.002283	-0.488443	-0.481529	0.016666	0.006414	0.182301	0.109030	0.057314	0.186629	0.066583	0.086120	-0.070800	-0.183215	-0.270628	-0.376957	-0.596944	-0.488445	0.011541	-0.018226	-0.137956	0.042132	0.014571	-0.060228
TM_3266	TM_3266	1.000000	-0.082183	-0.099656	0.032306	0.024170	-0.026784	0.106666	-0.550639	-0.502565	0.056095	0.071141	0.012026	0.002414	0.022322	-0.004476	0.141778	0.110741	0.123830	0.143897	-0.391641	-0.351457	-0.586473	-0.625478	-0.286736	0.023696	-0.005266	-0.059985	0.048484	-0.085820
TM_0224	TM_0224	1.000000	-0.278263	-0.254714	-0.129575	-0.096401	0.135463	0.005510	-0.358931	-0.245041	-0.000427	0.014621	0.043857	0.029451	-0.092081	-0.130126	0.172988	0.055631	0.092735	0.054901	-0.124778	-0.076478	-0.860373	-0.719468	0.112913	-0.034473	0.099941	0.118724	0.114873	0.146961
TM_2252	TM_2252	1.000000	-0.318807	-0.226911	-0.003982	-0.122186	0.163743	0.132861	-0.311612	-0.031153	0.157061	0.152961	0.016610	0.207934	0.216284	0.085855	0.112412	0.196615	-0.088769	-0.069598	-0.065360	0.002027	-0.670015	-0.649742	0.140665	0.104652	-0.088891	-0.108018	-0.017809	0.233255
TM_3255	TM_3255	1.000000	-0.157160	-0.100629	-0.126111	-0.110853	0.041351	0.120409	-0.265163	-0.218604	0.212636	0.237070	0.073186	0.036319	0.296763	0.223041	0.063041	0.009378	-0.036505	-0.047019	-0.402028	-0.300147	-0.882822	-0.573732	0.096420	0.013426	-0.010063	-0.034503	0.057262	0.172360
TM_2351	TM_2351	1.000000	-0.374135	-0.467123	-0.221759	-0.117417	0.019267	-0.013418	-0.150791	-0.082229	0.191174	0.158729	0.117058	0.109372	0.275213	0.286873	0.058052	-0.007413	-0.046403	0.066533	0.007689	0.057350	-0.309913	-1.023008	-0.045003	0.207385	0.133652	-0.021246	0.160682	-0.051349
TM_2451	TM_2451	1.000000	-0.270406	-0.269735	-0.132346	-0.092992	0.173529	0.041685	-0.094118	0.003757	0.157456	0.136882	-0.009213	0.099641	0.107611	0.155560	0.095245	0.099338	-0.091502	-0.171765	-0.022972	-0.162915	-0.386404	-0.533216	0.004818	0.272099	0.225189	0.327263	0.253556	-0.045481
TM_4195	TM_4195	1.000000	-0.149670	-0.066804	0.119947	0.102090	0.076573	0.104408	-0.179904	-0.121353	0.060091	0.059942	0.043588	-0.059371	-0.058349	-0.070085	0.041320	-0.019034	-0.002870	-0.013898	-0.207901	-0.192459	-0.238004	-0.358053	-0.045008	0.092755	0.047621	0.100628	0.035954	0.008621
TM_1732	TM_1732	1.000000	-0.068968	0.061121	-0.138397	-0.166862	0.118927	-0.075774	-0.012586	0.065929	-0.108717	-0.053578	-0.051257	0.144236	0.157579	0.086461	-0.042601	-0.074766	0.049249	0.010765	-0.204633	-0.206185	-0.326143	-0.414452	0.145013	0.009657	0.148918	0.215621	0.006486	0.173329
TM_3293	TM_3293	1.000000	-0.359603	-0.309081	-0.086725	-0.147098	-0.038202	-0.115496	0.079396	0.109790	-0.058706	-0.068446	0.164969	0.089849	-0.222527	-0.148753	0.050196	0.173106	0.264515	0.206390	-0.225085	-0.399230	-0.544894	-0.536038	0.140698	0.151611	0.156549	0.137387	0.166144	0.157467
TM_3832	TM_3832	1.000000	0.084891	-0.037647	-0.017829	-0.074183	-0.128211	0.129038	-0.038689	-0.064140	-0.104039	-0.106732	0.018319	0.035278	0.037865	-0.065351	-0.076892	0.090587	0.182208	0.190030	-0.272445	-0.199496	-0.394295	-0.777840	0.024842	0.121319	0.098768	0.181578	0.095987	0.049720
TM_0818	TM_0818	1.000000	0.057843	0.027116	0.026402	0.032952	0.019427	0.016111	0.091682	0.025909	-0.203292	-0.409487	0.211848	0.056195	-0.032069	-0.023214	-0.002562	-0.099645	0.202605	0.144097	-0.266101	-0.466078	-0.128760	-0.309972	-0.177654	0.042366	-0.221067	0.067288	-0.129223	-0.157475
TM_3140	TM_3140	1.000000	-0.082349	0.460296	0.987465	0.643845	-0.154270	-0.991125	-0.070028	0.430537	-0.083581	0.110161	0.984304	-0.159834	0.871123	1.138613	0.265008	0.414375	0.798728	0.063915	-2.603910	-0.992175	-0.553005	-3.825268	-1.964305	-0.552971	-2.654190	1.137964	1.028764	-2.128366
TM_1440	TM_1440	1.000000	0.043805	-0.160822	0.000644	0.225624	0.795067	-0.190613	0.421479	-0.569496	-0.939709	0.116579	-0.002685	0.028616	1.865868	1.847439	-0.707884	-1.284904	-1.345601	-1.504479	-1.194303	-1.461546	0.943274	0.988266	-1.178784	-1.814752	-1.160174	0.415025	0.934969	0.438478
TM_0566	TM_0566	1.000000	-0.207612	-0.297715	0.007407	0.097092	0.002712	-0.039075	0.139095	0.224421	0.058853	0.100511	-0.075397	0.153101	0.322522	0.391572	0.055947	0.137447	0.055740	-0.112737	-0.173067	-0.270905	0.085422	0.110541	-0.027707	-0.256312	-0.235787	-0.065775	-0.237203	-0.071392
TM_1939	TM_1939	1.000000	0.317482	-0.342560	0.193183	-0.388812	0.142307	-0.181156	0.379651	-0.018371	0.155790	0.418597	-0.920483	0.033316	1.863529	1.749858	-0.131224	0.192205	-0.289969	-0.197134	-0.935488	-0.551773	0.133372	0.368712	-2.973821	-0.510332	-1.084876	0.109603	-3.337689	0.508795
TM_2081	TM_2081	1.000000	0.181566	-0.552086	0.892577	0.095965	-0.094533	-0.514542	0.815947	-0.025754	0.114148	-0.394307	0.330693	0.119908	1.499540	1.526999	0.047135	-0.345988	0.064240	-0.380125	-0.139269	-2.854717	0.394877	0.138205	-1.995271	-1.585001	-1.300663	-0.604536	-1.824339	0.262660
