YORF	NAME	GWEIGHT	0 hr	9.5 hr	11.5 hr	13.5 hr	15.5 hr	18.5 hr	20.5 hr
YOL101C		1	0.14	0.19	0.2	-0.76	-0.92	-1.12	-1.4
YDR161W		1	0.19	0.19	0.32	-0.69	-0.62	-1	-1.29
YDL153C		1	0.41	0.19	0.36	-0.76	-0.97	-1.43	-1.79
YDR303C		1	0.32	0.08	0	-0.43	-0.58	-0.81	-0.92
YER165W		1	0.4	0.4	0.01	-1	-1.03	-1.43	-1.69
YKL068W		1	0.29	0.24	0.07	-0.42	-0.56	-0.69	-1.03
YJR007W		1	0.43	0.3	0.11	-0.84	-0.81	-0.94	-1.56
YGR128C		1	0.3	0.26	0.38	-0.81	-0.76	-0.89	-1.47
YHR196W		1	0.21	0.16	0.19	-0.62	-0.62	-0.62	-1.43
YKR081C		1	0.21	0.15	0.11	-0.62	-0.62	-0.64	-1.4
YJL010C		1	0.16	0.19	0.14	-0.69	-0.67	-0.86	-1.29
YKR056W		1	0.32	0.08	0.07	-0.94	-0.81	-1.15	-1.74
YGR280C		1	0.25	0.08	-0.03	-1.09	-0.79	-1	-1.84
YGR159C		1	0.2	0.07	0.12	-1.06	-1.09	-1	-2
YML074C		1	0.16	0.07	0.15	-0.74	-0.74	-0.67	-1.18
YPL043W		1	0.24	0.11	0.4	-1.09	-1.03	-1.06	-1.89
YHR088W		1	0.11	0.08	0.24	-0.81	-0.67	-0.69	-1.32
YBR172C		1	0.12	0.12	0.08	-0.49	-0.34	-0.36	-0.79
YDL039C		1	0.04	0.14	0.21	-0.74	-0.71	-0.79	-1.15
YPL202C		1	-0.03	0.07	0.14	-0.47	-0.34	-0.51	-0.76
YAL035W		1	0.14	0.2	0.03	-0.64	-0.49	-0.79	-1.32
YJR026W		1	0.07	0.12	-0.01	-0.22	-0.2	-0.36	-0.62
YLR293C		1	0.4	0	-0.1	-0.74	-0.76	-1.06	-1.74
YER120W		1	0.38	0.07	-0.01	-0.51	-0.67	-0.62	-1.29
YOR294W		1	-0.04	-0.06	0.2	-0.94	-1.03	-0.92	-1.64
YLR401C		1	-0.06	-0.07	0.07	-0.71	-0.71	-0.84	-1.03
YPR190C		1	0.01	0	0.03	-0.71	-0.84	-0.89	-1.12
YOL079W		1	0.07	-0.07	0.12	-0.67	-0.89	-0.92	-1.29
YOR340C		1	0.07	-0.17	0.07	-0.81	-0.74	-1	-1.4
YPR142C		1	0.15	-0.1	0.16	-0.74	-0.64	-0.89	-1.09
YGR145W		1	0	-0.23	0.25	-0.92	-1.09	-1.69	-2.18
YKL004W		1	-0.01	-0.04	0.15	-0.36	-0.54	-0.81	-0.84
YOL080C		1	-0.14	-0.01	0.08	-0.64	-0.84	-1.09	-1.25
YCR057C		1	0	0.07	0.26	-0.81	-0.94	-1.03	-1.09
YDL150W		1	-0.04	0.07	0.04	-0.43	-0.67	-0.51	-1.12
YNL163C		1	-0.03	0.15	0	-0.43	-0.84	-0.64	-1.32
YKL204W		1	0.04	0.03	-0.09	-0.18	-0.38	-0.34	-0.6
YGL058W		1	-0.04	0.08	-0.06	-0.36	-0.38	-0.58	-0.89
YBL052C		1	-0.07	0.03	0.01	-0.23	-0.3	-0.49	-0.74
YDL152W		1	-0.1	0.21	0.2	-0.74	-0.86	-1.12	-1.84
YDR364C		1	-0.14	0.12	0.03	-0.29	-0.4	-0.43	-0.74
YAL059W		1	-0.32	0.2	-0.09	-0.86	-1.06	-1.36	-1.79
YCR057C		1	-0.17	0.4	-0.34	-0.92	-0.89	-1.32	-1.74
YGL086W		1	0.04	0.19	-0.09	-0.32	-0.3	-0.43	-0.69
YCL009C		1	-0.06	0.25	-0.18	-0.49	-0.62	-0.64	-1.22
YLR452C		1	0.19	0.21	-0.15	-0.74	-0.81	-0.86	-1.64
YOR260W		1	0.29	0.32	-0.1	-0.76	-0.94	-0.84	-1.47
YKR082W		1	0.14	0.11	-0.18	-0.42	-0.58	-0.51	-0.86
YER064C		1	-0.09	0.25	-0.1	-0.64	-0.67	-0.56	-0.92
YOL019W		1	0.11	0.26	-0.3	-1.06	-1	-0.89	-1.51
YJL025W		1	-0.01	0.06	-0.1	-0.47	-0.42	-0.3	
YPR065W		1	0.08	-0.03	-0.15	-0.23	-0.38	-0.42	-0.38
YER145C		1	0.16	0.08	-0.42	-0.64	-1.09	-1.43	-1.29
YER155C		1	0.01	0.03	-0.1	-0.3	-0.47	-0.69	-0.67
YOR341W		1	0.07	0.04	-0.1	-0.49	-0.84	-1.29	-1.12
YJR060W		1	0.12	-0.07	-0.04	-0.27	-0.36	-0.56	-0.51
YKL205W		1	0.21	-0.03	-0.18	-0.58	-0.56	-1.22	-0.89
YLR355C		1	0.36	0.06	-0.45	-1.25	-1.22	-2.4	-2.12
YJR160C		1	0.06	0.01	-0.06	-0.2	-0.18	-0.3	-0.3
YOR361C		1	0.36	-0.03	-0.32	-0.92	-0.92	-1.64	-1.74
YER114C		1	0.08	-0.04	-0.18	-0.4	-0.4	-0.67	-0.74
YNL312W		1	0.01	0.06	-0.27	-0.69	-0.42	-0.97	-1.09
YHR070W		1	0.04	-0.1	-0.32	-0.92	-0.64	-1.25	-1.25
YDL140C		1	-0.1	0.01	-0.27	-0.62	-0.6	-1	-1.03
YHR047C		1	-0.06	0.03	-0.29	-0.43	-0.42	-0.64	-0.67
YCR065W		1	0.04	-0.01	-0.47	-1	-1.15	-1.43	-1.4
YBR158W		1	0.15	0.15	-0.4	-1.09	-0.97	-1.4	-1.4
YJR030C		1	0	0.03	-0.07	-0.4	-0.32	-0.6	-0.47
YJL073W		1	0.03	-0.01	-0.03	-0.47	-0.42	-0.67	-0.62
YOR233W		1	-0.1	-0.22	-0.1	-0.84	-0.64	-1.22	-1.03
YPR143W		1	0.07	-0.25	-0.09	-0.74	-0.84	-1.29	-1.18
YBR266C		1	0.06	-0.36	0.07	-0.97	-1.15	-1.47	-1.56
YHR063C		1	-0.18	-0.23	-0.07	-0.34	-0.25	-0.64	-0.92
YPL244C		1	-0.42	-0.29	-0.1	-0.71	-0.58	-1.32	-1.79
YIL085C		1	-0.1	-0.07	-0.1	-0.27	-0.18	-0.43	-0.71
YPL242C		1	-0.03	-0.15	-0.13	-0.29	-0.28	-0.52	-0.82
YKR025W		1	-0.07	-0.36	-0.23	-0.54	-0.69	-1.18	-1.69
YDL144C		1	-0.01	-0.15	-0.15	-0.23	-0.27	-0.49	-0.67
YPL212C		1	-0.06	-0.15	-0.25	-0.34	-0.49	-0.79	-1.09
YPR112C		1	-0.17	-0.23	-0.17	-0.54	-0.62	-1.12	-1.51
YNL111C		1	-0.09	-0.47	-0.4	-0.74	-0.76	-1.79	-2.12
YOL010W		1	-0.07	-0.36	-0.49	-0.81	-0.84	-1.74	-2.12
YOR062C		1	-0.04	-0.17	-0.22	-0.34	-0.43	-0.76	-0.86
YJR071W		1	-0.06	-0.27	-0.43	-0.67	-0.74	-1.84	-2.25
YIL069C		1	-0.06	-0.49	-0.42	-0.64	-0.71	-1.94	-2.47
YKR095W		1	-0.06	-0.2	-0.1	-0.36	-0.32	-0.89	-1.12
YDR449C		1	-0.07	-0.3	-0.22	-0.67	-0.62	-1.84	-2.25
YMR321C		1	-0.04	-0.15	-0.23	-0.49	-0.38	-1.36	-1.74
YPL243W		1	-0.25	-0.1	-0.2	-0.47	-0.42	-1.15	-1.47
YDR522C		1	-0.27	-0.15	-0.2	-0.27	-0.42	-0.86	-1.06
YIL095W		1	-0.25	-0.15	-0.12	-0.43	-0.47	-0.92	-0.97
YPL266W		1	-0.27	-0.3	-0.04	-0.6	-0.56	-1.36	-1.4
YDL073W		1	-0.23	-0.18	-0.12	-0.38	-0.32	-1	-0.97
YPL245W		1	-0.36	-0.38	-0.36	-0.71	-0.6	-1.56	-1.74
YNL303W		1	-0.4	-0.74	-0.34	-0.62	-1.12	-2.56	-2.47
YPR044C		1	-0.36	-0.47	-0.23	-0.49	-0.54	-1.56	-1.74
YDL094C		1	-0.18	-0.23	-0.06	-0.2	-0.34	-0.92	-1.12
YPL082C		1	-0.1	-0.15	-0.06	-0.25	-0.29	-0.71	-0.79
YDL014W		1	-0.12	-0.34	0	-0.51	-0.54	-1.22	-1.43
YKL009W		1	-0.15	-0.43	-0.1	-0.79	-1.09	-2.06	-2.56
YEL026W		1	-0.14	-0.38	0.07	-0.6	-0.97	-1.89	-2.06
YLR285W		1	0	-0.14	0	-0.34	-0.29	-0.81	-0.89
YGR034W		1	-0.01	-0.23	-0.14	-0.67	-0.43	-1.64	-1.69
YOR277C		1	-0.17	-0.34	-0.17	-0.6	-0.3	-1.25	-1.32
YCR009C		1	-0.07	-0.2	-0.14	-0.27	-0.18	-0.58	-0.67
YMR080C		1	-0.04	-0.03	-0.49	-0.49	-0.79	-1.32	-1.4
YMR129W		1	0.03	-0.1	-0.51	-0.51	-0.79	-1.47	-1.32
YHR186C		1	0.01	-0.06	-0.17	-0.27	-0.36	-0.71	-0.67
YLR084C		1	0	-0.06	-0.36	-0.54	-0.47	-1.15	-1.12
YLL004W		1	-0.06	-0.14	-0.4	-0.47	-0.51	-1.18	-1.29
YPR009W		1	-0.27	-0.17	-0.47	-0.74	-0.71	-1.36	-1.6
YOL021C		1	-0.14	-0.25	-0.42	-0.79	-0.76	-1.36	-1.51
YPL030W		1	-0.18	-0.32	-0.18	-0.79	-0.94	-1.29	-1.56
YNR054C		1	-0.15	-0.4	-0.36	-0.86	-1.03	-1.56	-1.74
YFL057C		1	-0.03	-0.1	-0.1	-0.3	-0.34	-0.54	-0.67
YGR176W		1	0	-0.12	-0.17	-0.54	-0.56	-0.84	-0.89
YMR014W		1	0.01	-0.3	-0.25	-0.97	-0.94	-1.6	-1.69
YDR464W		1	-0.04	-0.18	-0.14	-0.51	-0.4	-0.79	-0.81
YJR041C		1	-0.03	-0.58	-0.29	-0.92	-0.97	-2	-2
YLR243W		1	-0.03	-0.25	-0.12	-0.62	-0.6	-1.29	-1.18
YNL075W		1	-0.14	-0.32	-0.23	-0.74	-0.94	-1.94	-1.89
YNL221C		1	-0.22	-0.23	-0.17	-0.49	-0.71	-1.25	-1.25
YJR003C		1	-0.27	-0.18	-0.15	-0.67	-0.76	-1.56	-1.29
YPR034W		1	-0.18	-0.15	-0.17	-0.56	-0.6	-1.18	-1.06
YNL120C		1	-0.14	-0.18	-0.29	-0.69	-0.74	-1.6	-1.29
YDR206W		1	-0.12	-0.23	-0.34	-0.84	-0.89	-1.69	-1.56
YNL207W		1	-0.1	-0.1	-0.29	-0.92	-0.97	-1.79	-1.47
YCL046W		1	0.06	-0.07	-0.22	-0.4	-0.62	-1.36	-1.4
YDR144C		1	0.14	-0.04	-0.3	-0.86	-1.15	-2.4	-2.74
YOL106W		1	0	0.03		-0.27	-0.34	-0.71	-0.86
YNL141W		1	-0.17	-0.04	-0.07	-1.25	-1.18	-2.84	-3.18
YDR060W		1	-0.04	-0.1	-0.01	-0.81	-0.84	-2.25	-2.4
YKL081W		1	0.07	-0.15	-0.01	-0.92	-0.71	-2.18	-2.47
YDL167C		1	0.14	0.08	0.01	-0.6	-0.62	-1.74	-1.89
YAL025C		1	0.3	-0.1	0	-0.74	-0.81	-2.06	-2.25
YIL066C		1	0.12	-0.01	-0.04	-0.47	-0.69	-1.43	-1.64
YNL327W		1	0.12	-0.1	-0.09	-0.62	-0.92	-2	-2.12
YKL181W		1	0.16	0	-0.07	-0.62	-0.86	-1.89	-1.94
YIL053W		1	0.26	-0.01	-0.23	-0.94	-1.25	-2.32	-2.94
YPL226W		1	0.04	0.07	-0.1	-0.84	-1.18	-1.89	-2.47
YNR075W		1	0.04	0.15	-0.03	-0.47	-0.67	-1.09	-1.4
YNL132W		1	0.08	0.08	0.03	-0.92	-1.03	-1.94	-2.25
YMR229C		1	0.04	0.03	0.11	-0.69	-0.89	-1.69	-1.89
YPL012W		1	0.08	-0.27	-0.15	-1.18	-1.6	-2.94	-3.06
YMR290C		1	0.12	-0.23	-0.23	-1.15	-1.4	-2.64	-2.94
YIL091C		1	0.04	-0.03	-0.09	-0.67	-0.69	-1.25	-1.47
YHR052W		1	0.11	-0.12	-0.15	-0.86	-0.67	-1.47	-1.69
YKL082C		1	0.07	-0.15	-0.17	-1.09	-0.94	-1.69	-2.12
YAL046C		1	-0.01	-0.18	-0.01	-0.79	-0.62	-1.22	-1.47
YNL110C		1	-0.01	-0.18	0.01	-0.92	-0.94	-1.89	-2.25
YJL122W		1	-0.03	-0.17	0.01	-1	-0.92	-1.69	-2.25
YDR398W		1	-0.01	-0.09	-0.12	-1.03	-1.12	-2	-2.84
YNR043W		1	0.12	-0.09	-0.06	-0.62	-0.71	-1.15	-1.64
YPL148C		1	0.04	-0.04	0	-0.29	-0.34	-0.51	-0.67
YMR049C		1	0.07	-0.29	-0.2	-0.92	-1.03	-1.64	-2.06
YIR033W		1	0.04	-0.12	-0.04	-0.36	-0.43	-0.74	-0.94
YMR058W		1	0.15	-0.18	-0.18	-0.79	-0.86	-1.56	-1.94
YLR009W		1	0.08	-0.3	-0.23	-0.79	-0.86	-1.79	-2.18
YMR241W		1	0.04	-0.1	-0.27	-0.67	-0.62	-1.29	-1.51
YDL213C		1	-0.18	-0.22	0.03	-0.81	-0.69	-1.69	-1.64
YNL182C		1	0.08	-0.06	0.15	-1.03	-0.97	-1.89	-1.94
YER002W		1	0.19	0	0.04	-0.94	-0.84	-1.74	-1.51
YLR449W		1	-0.04	-0.03	0.14	-1.18	-0.97	-2.64	-2.18
YLR087C		1	-0.04	0.01	-0.09	-0.36	-0.34	-0.89	-0.76
YHR037W		1	-0.07	0.01	-0.07	-0.42	-0.45	-0.81	-0.81
YNL062C		1	-0.1	0	0.01	-0.47	-0.64	-1.12	-1.06
YIL090W		1	-0.1		0	-0.34	-0.49	-0.92	-0.76
YBR245C		1	0.03	-0.1	0.01	-0.27	-0.42	-0.79	-0.62
YNL256W		1	0.06	-0.29	0.01	-0.76	-0.94	-1.84	-1.69
YMR239C		1	0.07	-0.23	0.07	-0.81	-0.94	-1.79	-1.84
YDL112W		1	-0.01	-0.1	0.01	-0.25	-0.43	-0.64	-0.67
YLR073C		1	0	-0.12	-0.09	-1	-0.81	-1.15	-1.47
YJL050W		1	-0.07	-0.12	-0.14	-0.84	-0.74	-1.18	-1.51
YMR128W		1	-0.18	-0.09	-0.17	-0.92	-0.71	-1.15	-1.51
YNL049C		1	-0.04	0.04	-0.27	-0.49	-0.6	-0.86	-1.18
YFL022C		1	0.06	0.07	-0.29	-0.76	-0.92	-1.09	-1.51
YMR093W		1	0.07	0	-0.45	-1.29	-1.32	-1.84	-2.47
YDL063C		1	-0.03	-0.03	-0.27	-0.92	-1.06	-1.51	-2.06
YGL226W		1	-0.01	0	-0.03	-0.23	-0.25	-0.34	-0.51
YPL126W		1	0.08	0.14	-0.15	-0.89	-1.25	-1.47	-2.18
YMR259C		1	0.04	0.06	-0.22	-0.62	-0.97	-1.09	-1.51
YEL046C		1	0.03	0.08	0	-0.69	-1.09	-1.51	-1.74
YIL060W		1	0.06	0.07	0	-0.23	-0.34	-0.47	-0.58
YGR245C		1	0.2	0.12	0.01	-1.03	-1.15	-1.51	-1.6
YDR413C		1	0.04	-0.04	0.01	-0.69	-0.71	-1	-1.29
YPR144C		1	0.08	0.14	-0.04	-1.22	-1.15	-1.69	-2.12
YLL008W		1	0.12	0.14	-0.07	-1.25	-0.94	-1.84	-2.06
YGR160W		1	0.32	0.11	-0.25	-1.47	-1.47	-2.47	-3.18
YCR053W		1	0.32	0.07	-0.01	-1.03	-0.67	-1.43	-1.69
YOR172W		1	-0.03	0	-0.03	-0.29	-0.14	-0.4	-0.45
YML016C		1	-0.03	0.01	-0.1	-0.34	-0.18	-0.67	-0.74
YDL122W		1	-0.17	0.11	-0.09	-0.25	-0.64	-1.12	-1.22
YPL127C		1	-0.2	-0.04	-0.14	-0.18	-0.36	-0.69	-0.67
YPR189W		1	-0.1	-0.07	-0.23	-0.18	-0.42	-0.79	-0.84
YLR256W		1	0.07	-0.04	-0.18	-0.23	-0.47	-0.92	-0.81
YPR164W		1	0.03	0	-0.04	-0.06	-0.18	-0.4	-0.34
YNL162W		1	-0.34	-0.38	-0.34	-0.56	-0.32	-1.29	-2
YIL039W		1	-0.12	-0.18	-0.34	-0.43	-0.34	-1.15	-1.56
YLR344W		1	-0.09	-0.18	-0.36	-0.71	-0.51	-1.56	-2.4
YIL148W		1	-0.12	-0.22	-0.42	-0.51	-0.4	-1.15	-2
YLR272C		1	-0.14	-0.18	-0.23	-0.23	-0.23	-0.79	-1.4
YHR141C		1	-0.03	-0.2	-0.22	-0.3	-0.36	-1.22	-2.06
YDR326C		1	0.03	-0.17	-0.34	-0.25	-0.36	-0.89	-1.47
YNL244C		1	-0.12	-0.22	-0.15	-0.34	-0.49	-0.92	-1.51
YNL292W		1	-0.06	-0.2	-0.03	-0.29	-0.42	-0.97	-1.43
YLL047W		1	0.01	-0.34	-0.34	-0.49	-0.67	-1.12	-1.94
YJR069C		1	-0.03	-0.34	-0.27	-0.3	-0.43	-0.84	-1.47
YKR043C		1	-0.1	-0.47	-0.38	-0.42	-0.6	-1.18	-1.89
YLR398C		1	0	-0.22	-0.14	-0.18	-0.23	-0.42	-0.71
YNL053W		1	-0.1	-0.36	-0.17	-0.34	-0.4	-0.76	-1.15
YLR244C		1	0.24	-0.15	-0.25	-0.47	-0.6	-1.12	-1.51
YPR071W		1	0	-0.09	-0.1	-0.18	-0.34	-0.51	-0.76
YOR370C		1	-0.03	-0.06	-0.23	-0.29	-0.42	-0.71	-1.43
YEL022W		1	0.01	-0.15	-0.15	-0.29	-0.51	-0.81	-1.56
YDL083C		1	0.11	-0.29	-0.18	-0.64	-0.81	-1.18	-2.4
YJR063W		1	0.03	-0.36	-0.1	-0.54	-0.84	-1.06	-2.06
YEL032W		1	0.01	-0.1	-0.18	-0.47	-0.62	-0.74	-1.47
YGR095C		1	-0.01	-0.18	-0.29	-0.43	-0.62	-0.79	-1.43
YCL050C		1	0.12	-0.1	-0.42	-0.45	-0.81	-0.92	-1.94
YOL098C		1	0.16	0.01	-0.29	-0.34	-0.49	-0.56	-1.09
YLR101C		1	0.14	0.01	-0.17	-0.25	-0.3	-0.43	-0.84
YJL012C		1	0.19	0.08	-0.27	-0.43	-0.58	-0.92	-1.47
YNL126W		1	0.04	0.01	-0.29	-0.36	-0.54	-0.76	-1.18
YPR033C		1	-0.1	-0.01	-0.38	-0.67	-0.64	-1.32	-1.79
YPR125W		1	0.01	-0.04	-0.3	-0.47	-0.51	-1.03	-1.56
YMR125W		1	0.06	-0.14	-0.18	-0.36	-0.3	-0.6	-1.06
YLR186W		1	0.07	-0.04	-0.3	-1	-0.69	-1.4	-2.4
YDL064W		1	-0.06	-0.27	-0.34	-0.62	-0.58	-0.81	-1.6
YLR208W		1	-0.09	-0.12	-0.34	-0.69		-0.86	-1.69
YNR050C		1	-0.1	-0.25	-0.64	-0.89	-0.54	-1.18	-2
YML032C		1	-0.1	-0.12	-0.36	-0.51	-0.42	-0.64	-1.06
YOL064C		1	-0.18	-0.25	-0.43	-0.51	-0.54	-0.84	-1.47
YNL236W		1	-0.2	-0.29	-0.51	-0.54	-0.51	-0.92	-1.43
YNL071W		1	0	-0.2	-0.27	-0.34	-0.25	-0.4	-0.71
YLR466W		1	-0.06	-0.34	-0.42	-0.34	-0.47	-0.81	-1.06
YLR223C		1	0.08	-0.27	-0.47	-0.47	-0.69	-1.15	-1.43
YKL083W		1	0.08	-0.2	-0.3	-0.27	-0.43	-0.84	-1.03
YLL067C		1	0.04	-0.23	-0.34	-0.22	-0.43	-0.71	-0.97
YLR145W		1	0.03	-0.18	-0.32	-0.3	-0.36	-0.56	-0.92
YHR158C		1	0.04	-0.01	-0.17	-0.18	-0.18	-0.32	
YDR389W		1	0.12	-0.07	-0.56	-0.64	-0.81	-1	-1.15
YPR019W		1	-0.03	-0.1	-0.51	-0.49	-0.56	-0.84	-0.84
YLL012W		1	0.06	-0.17	-0.69	-1.18	-1	-1.29	-1.79
YDR433W		1	-0.1	-0.1	-0.36	-0.67	-0.56	-0.79	-1.12
YOR342C		1	0.08	-0.23	-0.25	-0.54	-0.58	-0.79	-1.09
YOR146W		1	-0.01	-0.32	-0.27	-0.79	-0.97	-1.12	-1.84
YIL065C		1	0	-0.23	-0.36	-0.86	-0.81	-1.12	-1.84
YOL078W		1	0.01	-0.06	-0.18	-0.29	-0.23	-0.47	-0.64
YBL079W		1	0.06	-0.18	-0.3	-0.51	-0.47	-0.84	-1.12
YNL123W		1	-0.04	-0.25	-0.56	-0.81	-0.92	-1.56	-1.79
YNL313C		1	0.03	-0.29	-0.56	-0.97	-1.15	-1.64	-2.06
YJR054W		1	0.07	-0.12	-0.36	-0.49	-0.79	-1.09	-1.4
YMR067C		1	0.07	0.01	-0.29	-0.47	-0.6	-0.97	-1.18
YPL093W		1	0.03	-0.23	-0.3	-0.92	-1.29	-1.84	-2.18
YPL204W		1	0.01	-0.07	-0.38	-0.27	-0.47	-0.6	-1.12
YKL015W		1	0.08	-0.09	-0.29	-0.3	-0.4	-0.4	-1.12
YER113C		1	0.24	0.25	-0.12	-0.38	-0.47	-0.67	-1
YBR089W		1	0.04	0.14	-0.27	-0.47	-0.76	-1.25	-1.64
YJR025C		1	0.15	0.14	-0.07	-0.23		-0.64	-0.79
YKL074C		1	0.15	0.11	-0.07	-0.27	-0.3	-0.62	-0.74
YER036C		1	0.25	0.32	-0.32	-0.94	-1.15	-2.18	-2.18
YMR309C		1	0.34	0.29	-0.22	-0.76	-0.86	-1.36	-1.64
YNL189W		1	0.21	0.36	-0.3	-0.54	-0.67	-1.06	-1.25
YDL151C		1	0.06	0.32	-0.3	-0.62	-0.76	-1.06	-1.4
YPR195C		1	0	0.15	-0.04	-0.18	-0.27	-0.43	-0.45
YOL007C		1	0.12	0.26	-0.49	-0.56	-0.6	-1.09	-1.18
YLL021W		1	0.12	-0.1	-0.22	-0.4	-0.43	-1.09	-1
YHR049W		1	0.08	0.03	-0.27	-0.4	-0.36	-1.56	-1.36
YPR145W		1	0.2	-0.12	-0.12	-0.43	-0.56	-1.64	-1.47
YDR527W		1	0.04	0.01	-0.09	-0.42	-0.4	-1.36	-1.15
YDR341C		1	0.24	0.11	-0.07	-0.69	-0.6	-1.94	-1.69
YDL096C		1	0.21	0.08	-0.09	-0.22	-0.18	-1.06	-0.89
YJL111W		1	0.3	0.19	0.06	-0.32	-0.34	-1.56	-1.43
YGR264C		1	0.41	0.43	0	-0.71	-0.81	-2.56	-2.06
YDL145C		1	0.07	0.2	-0.09	-0.22	-0.27	-1.03	-1
YDR037W		1	0.07	0.36	-0.1	-0.56	-0.51	-1.94	-1.94
YDL084W		1	0.16	0.25	-0.04	-0.36	-0.43	-1.29	-1.47
YPL160W		1	-0.07	0	-0.34	-0.36	-0.62	-1.84	-2
YLR179C		1	-0.1	0.01	-0.34	-0.54	-0.58	-1.56	-1.79
YOL061W		1	-0.12	0	0.11	-0.58	-0.4	-1.47	-1.6
YDR321W		1	-0.01	0.07	0.24	-0.56	-0.43	-1.84	-2.06
YOR153W		1	0.2	0.11	0.14	-0.36	-0.74	-1.89	-1.94
YJL177W		1	0.34	0.14	0.14	-0.42	-0.62	-1.94	-2.4
YNL085W		1	0.04	0.01	0.01	-0.18	-0.34	-0.89	-1.06
YBR249C		1	0.15	0.04	0.14	-0.43	-0.6	-2	-2.4
YDR365C		1	0.03	0.06	0.21	-0.38	-0.62	-1.64	-1.94
YDL060W		1	0.08	0.08	0.16	-0.42	-0.54	-1.32	-1.79
YHR128W		1	0.24	0.07	0.24	-0.71	-0.67	-1.89	-2.32
YML075C		1	0.06	0.03	0.11	-0.22	-0.23	-0.62	-0.69
YDL050C		1	0.12	0.07	0.19	-0.47	-0.67	-1.56	-1.74
YLR180W		1	0.19	0.26	0.21	-0.92	-1.06	-2.56	-3.06
YPL211W		1	0.19	0.07	0.12	-0.54	-0.62	-1.32	-1.64
YMR308C		1	0.25	0.01	0.11	-0.45	-0.69	-1.47	-1.94
YBR038W		1	0.03	-0.03	0.06	-0.22	-0.3	-0.58	-0.74
YLR448W		1	0.34	0.03	-0.22	-0.62	-0.71	-1.89	-2.32
YLL044W		1	0.29	0.01	-0.17	-0.43	-0.71	-2.12	-2.56
YDL082W		1	0.19	0.01	-0.12	-0.36	-0.49	-1.74	-2.06
YKL156W		1	0.01	-0.07	-0.18	-0.29	-0.36	-1.12	-1.47
YNL247W		1	0	-0.15	-0.22	-0.42	-0.58	-1.56	-2.12
YMR318C		1	0.04	-0.04	-0.12	-0.43	-0.49	-1.47	-2.12
YOR234C		1	0.07	0.07	-0.12	-0.36	-0.49	-1.69	-2.32
YNL096C		1	0.12	-0.03	-0.32	-0.49	-0.4	-2.18	-2.84
YOR254C		1	-0.01	0	-0.22	-0.18	-0.23	-1.22	-1.69
YGL030W		1	-0.09	-0.15	0.04	-0.43	-0.34	-1.43	-2.06
YDR447C		1	0.06	-0.18	-0.23	-0.51	-0.3	-1.79	-2.06
YHR089C		1	-0.2	-0.34	-0.14	-0.71	-0.47	-2.18	-2.64
YKR094C		1	-0.07	-0.2	-0.12	-0.4	-0.36	-1.51	-1.84
YDR064W		1	-0.06	-0.12	-0.07	-0.56	-0.56	-2.12	-2.4
YDL208W		1	0.04	-0.15	0.04	-0.58	-0.49	-2.12	-2.64
YNL087W		1	0.08	-0.09	0.01	-0.32	-0.17	-1.32	-1.43
YLR212C		1	0.03	-0.23	0.11	-0.36	-0.64	-1.64	-2.06
YPL198W		1	0.12	-0.2	0.01	-0.6	-0.62	-1.79	-2.18
YER129W		1	0.06	-0.18	0.01	-0.3	-0.49	-1.06	-1.18
YLR406C		1	0.11	-0.09	0.06	-0.14	-0.36	-0.84	-1.25
YBR191W		1	0.07	-0.25	0.06	-0.23	-0.56	-1.74	-2.64
YBR189W		1	-0.03	-0.3	0.03	-0.27	-0.56	-2	-2.64
YPL142C		1	0.07	-0.36	0.12	-0.12	-0.42	-1.64	-2.25
YFR057W		1	0	-0.04	0.06	-0.1	-0.18	-1	-1.25
YKR013W		1	-0.04	-0.07	0.29	-0.14	-0.23	-1.4	-1.32
YDR062W		1	-0.06	0.06	0.19	-0.1	-0.27	-1.15	-1.32
YGR060W		1	0.11	0	0.38	-0.43	-0.43	-1.4	-1.6
YJR032W		1	0.07	-0.1	0.2	-0.3	-0.27	-0.86	-0.86
YPL143W		1	0.16	-0.14	0.38	-0.36	-0.3	-1.51	-1.36
YPL034W		1	0.06	-0.27	0.12	-0.3	-0.27	-1.15	-1.06
YGL097W		1	0.11	0.03	0	-0.1	-0.06	-0.62	-0.62
YGR061C		1	0.12	0.15	0.04	-0.18	-0.14	-1.29	-1.4
YBL076C		1	0.26	0.36	0.16	-0.23	-0.4	-1.79	-1.89
YGL008C		1	0.24	0.24	0.12	0	-0.3	-1.43	-1.51
YIL078W		1	0.12	0.12	-0.01	-0.1	-0.27	-0.97	-1.25
YER105C		1	-0.01	0.06	-0.06	-0.18	-0.03	-0.56	-0.69
YNL065W		1	0	0.29	-0.22	-1	-0.22	-2.18	-2.4
YJR024C		1	-0.12	0.06	-0.06	-0.49	-0.23	-0.74	-1.22
YHR078W		1	0.04	-0.06	-0.03	-0.29	-0.09	-0.54	-0.67
YDR180W		1	0.06	0.04	0.01	-0.43	-0.1	-0.69	-0.86
YMR146C		1	0.16	0.11	0.07	-0.51	-0.27	-1.06	-1.29
YOL077C		1	0.26	0.03	0.07	-0.81	-0.42	-1.43	-2.25
YGR285C		1	0.01	-0.09	0.14	-0.69	-0.18	-1.29	-1.94
YPL131W		1	0.06	0.08	0.15	-0.84	-0.23	-1.64	-2.56
YLR249W		1	0.06	0.03	0.12	-0.76	-0.06	-1.47	-2.74
