Condition	Tag	PPI.long	PPI.short	Gene.1	Gene.2	ORF.1	ORF.2	FC (UP-tag)	q-val (UP-tag)	FC (DN-tag)	q-val (DN-tag)
heat-shock	TM_4197	YBP1_F1::YAP1_F3	YBP1:YAP1	YBP1	YAP1	YBR216C	YML007W	0.513205519967059	0.000198662015594455	0.559541102369961	0.00210022689469827
heat-shock	TM_4150	TPO1_F1::PDR5_F3	TPO1:PDR5	TPO1	PDR5	YLL028W	YOR153W	0.412464285351222	0.00153342554469229	0.498106929738903	0.00229984805226764
heat-shock	TM_0052	CIC1_F1::NOP15_F3	CIC1:NOP15	CIC1	NOP15	YHR052W	YNL110C	0.500758129644565	0.00526123999496154	0.809069094762458	0.00238861977530834
heat-shock	TM_3809	FMP45_F1::HNM1_F3	FMP45:HNM1	FMP45	HNM1	YDL222C	YGL077C	0.926315586228526	0.000184102777818995	0.414313101486695	0.00475368665256672
heat-shock	TM_2232	HSE1_F1::VPS27_F3	HSE1:VPS27	HSE1	VPS27	YHL002W	YNR006W	0.28751497584974	0.0277420500257069	0.509610793391664	0.000517467432639722
heat-shock	TM_2141	NOP16_F1::BRX1_F3	NOP16:BRX1	NOP16	BRX1	YER002W	YOL077C	0.695002004334437	0.00455458068966211	0.304055105722293	0.0100215456021577
heat-shock	TM_0709	SSL2_F1::ALO1_F3	SSL2:ALO1	SSL2	ALO1	YIL143C	YML086C	0.386855507128862	0.00275112975477013	0.758696192267799	0.000265588730411873
heat-shock	TM_2160	BAP2_F1::ERV25_F3	BAP2:ERV25	BAP2	ERV25	YBR068C	YML012W	0.405781433076973	0.0401210166364001	0.358069523599841	0.0405497553875738
heat-shock	TM_1885	YBL029C-A_F1::HSP30_F3	YBL029C-A:HSP30	YBL029C-A	HSP30	YBL029C-A	YCR021C	0.375113634715856	0.00901152252585319	0.622512859984052	0.00162544376707234
heat-shock	TM_0749	HSP30_F1::OSH6_F3	HSP30:OSH6	HSP30	OSH6	YCR021C	YKR003W	0.489537441716461	0.00928630518998946	0.696526701196518	0.00260280802663279
heat-shock	TM_3896	GIS2_F1::ADE17_F3	GIS2:ADE17	GIS2	ADE17	YNL255C	YMR120C	0.318363463489728	0.00233685037571155	0.331649162549795	0.0209018592583095
heat-shock	TM_0551	SCL1_F1::PRE10_F3	SCL1:PRE10	SCL1	PRE10	YGL011C	YOR362C	0.373714432418659	0.000618404672917402	0.333715504807104	0.000846264733198383
heat-shock	TM_3478	RPT1_F1::RPN1_F3	RPT1:RPN1	RPT1	RPN1	YKL145W	YHR027C	0.591087246389453	0.000186027286596841	0.34727541546226	0.00518022090565776
heat-shock	TM_1021	APL6_F1::APL5_F3	APL6:APL5	APL6	APL5	YGR261C	YPL195W	0.261850932342957	0.00275859068304267	0.290763473429609	0.00325316401217877
heat-shock	TM_3354	TPK1_F1::BCY1_F3	TPK1:BCY1	TPK1	BCY1	YJL164C	YIL033C	0.273618834518651	0.023889193605298	0.337072873137766	0.0135181404182495
heat-shock	TM_3829	SNA3_F1::AYR1_F3	SNA3:AYR1	SNA3	AYR1	YJL151C	YIL124W	0.405021840297339	0.000324657898739563	0.584643979055649	0.000208853270815684
heat-shock	TM_1066	ERP1_F1::ERP4_F3	ERP1:ERP4	ERP1	ERP4	YAR002C-A	YOR016C	0.448560906827556	0.0040967841525971	0.441323460752916	0.0152843379542642
heat-shock	TM_0567	GPI8_F1::GAA1_F3	GPI8:GAA1	GPI8	GAA1	YDR331W	YLR088W	0.312325504433883	0.0031459384334323	0.546999925499339	0.00258363050103604
heat-shock	TM_0233	GPI17_F1::GAA1_F3	GPI17:GAA1	GPI17	GAA1	YDR434W	YLR088W	0.357504299562875	0.0232843911837152	0.343977185781428	0.011355923713187
heat-shock	TM_0400	GPI8_F1::GPI16_F3	GPI8:GPI16	GPI8	GPI16	YDR331W	YHR188C	0.272280181493251	0.022650402249308	0.4453939370527	0.0140564918057251
heat-shock	TM_3611	NUP100_F1::NUP82_F3	NUP100:NUP82	NUP100	NUP82	YKL068W	YJL061W	0.64478617413319	0.000327946367940379	0.725115674813257	0.000517467432639722
heat-shock	TM_3744	SSL2_F1::ARC40_F3	SSL2:ARC40	SSL2	ARC40	YIL143C	YBR234C	0.473489592136849	0.00293917246338892	0.861203900955404	3.82082500568941e-05
heat-shock	TM_0862	PEP1_F1::PEP8_F3	PEP1:PEP8	PEP1	PEP8	YBL017C	YJL053W	0.366793023809105	0.0202866118590571	0.297614656687969	0.00892418847516455
heat-shock	TM_0729	PSP2_F1::DED1_F3	PSP2:DED1	PSP2	DED1	YML017W	YOR204W	0.397174075815796	0.0143406810784857	0.338783143718468	0.0302509327980414
heat-shock	TM_0086	FMP45_F1::YJL016W_F3	FMP45:YJL016W	FMP45	YJL016W	YDL222C	YJL016W	0.39153591897027	0.0303785222209231	0.418852224185011	0.00704533546385215
heat-shock	TM_0532	LOC1_F1::BRX1_F3	LOC1:BRX1	LOC1	BRX1	YFR001W	YOL077C	0.373307480773464	0.0191220051660486	0.33205161457072	0.0110139562911719
heat-shock	TM_1070	SSL2_F1::ADE16_F3	SSL2:ADE16	SSL2	ADE16	YIL143C	YLR028C	0.264156331975977	0.022650402249308	0.374300641462522	0.0141493218009236
heat-shock	TM_1053	YBL029C-A_F1::HXT5_F3	YBL029C-A:HXT5	YBL029C-A	HXT5	YBL029C-A	YHR096C	0.457716567210678	0.000430606609212948	0.456343563452924	0.00134807238776777
heat-shock	TM_3841	LSP1_F1::ITR1_F3	LSP1:ITR1	LSP1	ITR1	YPL004C	YDR497C	0.526889145603551	0.0003764862990576	0.51657568462891	0.0157960575962926
heat-shock	TM_3856	LSP1_F1::TPO4_F3	LSP1:TPO4	LSP1	TPO4	YPL004C	YOR273C	0.898611007007201	0.000114773670908531	0.71589205062223	0.000853311274670594
heat-shock	TM_0419	PRS2_F1::PRS2_F3	PRS2:PRS2	PRS2	PRS2	YER099C	YER099C	1.48900664833344	0.00209797350037581	1.43037280513107	0.00566402488996587
heat-shock	TM_1990	CHS5_F1::CHS5_F3	CHS5:CHS5	CHS5	CHS5	YLR330W	YLR330W	0.405485458809077	0.00020512132168315	0.299526916999273	0.00591279482366998
heat-shock	TM_2264	LPP1_F1::RBD2_F3	LPP1:RBD2	LPP1	RBD2	YDR503C	YPL246C	0.389921981148662	0.00245152747488514	0.503523195433278	0.000753550886381077
heat-shock	TM_3189	TVP15_F1::TVP15_F3	TVP15:TVP15	TVP15	TVP15	YDR100W	YDR100W	0.290991639504373	0.00246120325009392	0.480285857250944	0.00175797188852331
heat-shock	TM_2920	PST2_F1::MID2_F3	PST2:MID2	PST2	MID2	YDR032C	YLR332W	0.456336288402046	0.000578695963578497	0.324383222488791	0.00134807238776777
heat-shock	TM_3014	NAP1_F1::NAP1_F3	NAP1:NAP1	NAP1	NAP1	YKR048C	YKR048C	0.698487790213745	0.000150734598169967	0.708532522296736	0.00012550183425565
heat-shock	TM_3980	HEM2_F1::HEM2_F3	HEM2:HEM2	HEM2	HEM2	YGL040C	YGL040C	0.892969119901768	0.00010894686899825	0.379969620206445	0.00268669605174128
heat-shock	TM_3538	FMP45_F1::FMP45_F3	FMP45:FMP45	FMP45	FMP45	YDL222C	YDL222C	0.292904117784019	0.00211981813756261	0.290231833872172	0.00427504771462454
heat-shock	TM_3230	EBP2_F1::BRX1_F3	EBP2:BRX1	EBP2	BRX1	YKL172W	YOL077C	0.581725609387702	0.00127893654338528	0.550448206583194	0.00119884414490007
heat-shock	TM_3000	GDH2_F1::GDH2_F3	GDH2:GDH2	GDH2	GDH2	YDL215C	YDL215C	0.454819249894168	0.0003988546394106	0.503762047119773	0.000517467432639722
heat-shock	TM_1425	EBP2_F1::PWP1_F3	EBP2:PWP1	EBP2	PWP1	YKL172W	YLR196W	0.440127364868271	0.00082013910610638	0.35669418119021	0.00162544376707234
heat-shock	TM_3210	CPT1_F1::CPT1_F3	CPT1:CPT1	CPT1	CPT1	YNL130C	YNL130C	0.84395034969217	0.00021691296886746	0.499030009917119	0.00119884414490007
heat-shock	TM_3203	CAX4_F1::CAX4_F3	CAX4:CAX4	CAX4	CAX4	YGR036C	YGR036C	0.452402301385501	0.000279026968653271	0.841480431828282	0.000141805197138312
heat-shock	TM_0584	HSP30_F1::TCB3_F3	HSP30:TCB3	HSP30	TCB3	YCR021C	YML072C	0.507976929704808	0.00121442153058818	0.394140737710647	0.00951481167241543
heat-shock	TM_0549	FMP45_F1::MSC3_F3	FMP45:MSC3	FMP45	MSC3	YDL222C	YLR219W	0.271923694347125	0.0110234318565065	1.03004433255861	0.000236494423670323
heat-shock	TM_3158	SUR2_F1::ORM2_F3	SUR2:ORM2	SUR2	ORM2	YDR297W	YLR350W	0.468212447197056	0.000430606609212948	0.262750677259643	0.0126663082709528
heat-shock	TM_3133	FMP45_F1::TCB3_F3	FMP45:TCB3	FMP45	TCB3	YDL222C	YML072C	0.37739277053829	0.00380951183646193	0.744430767880658	0.000479946497388042
heat-shock	TM_0809	AKR1_F1::NEO1_F3	AKR1:NEO1	AKR1	NEO1	YDR264C	YIL048W	0.301288091896561	0.0101954968786388	0.450765176440669	0.00452015591901985
heat-shock	TM_3535	VPS29_F1::VPS35_F3	VPS29:VPS35	VPS29	VPS35	YHR012W	YJL154C	0.384490070268246	0.00238696955606368	0.532466854372061	0.000437410806806023
heat-shock	TM_4104	HSP30_F1::HSP30_F3	HSP30:HSP30	HSP30	HSP30	YCR021C	YCR021C	1.61134748549569	0.000309750841453657	1.31173827015074	0.00630704323225018
heat-shock	TM_3376	OLE1_F1::ERV25_F3	OLE1:ERV25	OLE1	ERV25	YGL055W	YML012W	0.326042192183454	0.0202644236243016	0.40897313531884	0.0129929422884844
heat-shock	TM_4199	MUP1_F1::PPZ1_F3	MUP1:PPZ1	MUP1	PPZ1	YGR055W	YML016C	0.4631669802987	0.000186066517157983	0.26641467437123	0.0372390035422228
heat-shock	TM_3803	ORM2_F1::ORM2_F3	ORM2:ORM2	ORM2	ORM2	YLR350W	YLR350W	0.613240044369332	0.000533255797403785	0.421986458695162	0.0319487186343445
heat-shock	TM_3414	CDC39_F1::CDC39_F3	CDC39:CDC39	CDC39	CDC39	YCR093W	YCR093W	0.54274299409672	0.00211981813756261	0.697501493924159	0.00268669605174128
heat-shock	TM_3101	RTN2_F1::RTN2_F3	RTN2:RTN2	RTN2	RTN2	YDL204W	YDL204W	0.325098981857783	0.00617561030121434	0.581686966162637	0.00452015591901985
heat-shock	TM_2907	FMP45_F1::YGL108C_F3	FMP45:YGL108C	FMP45	YGL108C	YDL222C	YGL108C	0.40243710971297	0.0015374046748014	0.467370453711386	0.00032652399600702
heat-shock	TM_2987	RRP5_F1::BRX1_F3	RRP5:BRX1	RRP5	BRX1	YMR229C	YOL077C	0.324991004674914	0.00222976563370539	0.374893244945214	0.00630704323225018
heat-shock	TM_2956	ARF1_F1::TVP15_F3	ARF1:TVP15	ARF1	TVP15	YDL192W	YDR100W	0.706359913123146	0.000365862463497547	0.394857781894784	0.00910603627912916
heat-shock	TM_2982	CYR1_F1::CYR1_F3	CYR1:CYR1	CYR1	CYR1	YJL005W	YJL005W	0.334937915893136	0.00150973141125263	0.306327743146189	0.00892418847516455
heat-shock	TM_0907	HSP30_F1::GPA2_F3	HSP30:GPA2	HSP30	GPA2	YCR021C	YER020W	0.36144359535915	0.00933382252790651	0.314456436385617	0.0210452673599564
heat-shock	TM_3226	FMP45_F1::HXT1_F3	FMP45:HXT1	FMP45	HXT1	YDL222C	YHR094C	0.604207183144315	0.00102171969445241	0.532032614706385	0.00258363050103604
heat-shock	TM_3913	ADE16_F1::ADE16_F3	ADE16:ADE16	ADE16	ADE16	YLR028C	YLR028C	0.253661313060368	0.0248100285073457	0.442735040428882	0.00238861977530834
heat-shock	TM_3923	SUR2_F1::ERV25_F3	SUR2:ERV25	SUR2	ERV25	YDR297W	YML012W	0.997406158415306	0.00130167579225585	0.8195029121788	0.0204046686968917
heat-shock	TM_3753	HSP30_F1::HNM1_F3	HSP30:HNM1	HSP30	HNM1	YCR021C	YGL077C	1.33134368100047	0.00121442153058818	1.49849337785252	0.000228846830342203
heat-shock	TM_0838	HSP30_F1::TPO4_F3	HSP30:TPO4	HSP30	TPO4	YCR021C	YOR273C	0.486100556356286	0.00551436283613048	0.351455117694647	0.0189856452540433
heat-shock	TM_3215	FMP45_F1::HXT5_F3	FMP45:HXT5	FMP45	HXT5	YDL222C	YHR096C	0.7462941055187	0.000871315245527767	0.892692057960339	0.000126188226374093
heat-shock	TM_2599	GAD1_F1::GAD1_F3	GAD1:GAD1	GAD1	GAD1	YMR250W	YMR250W	0.387644443399713	0.0072077487999542	0.657938962104218	0.00012408430786903
heat-shock	TM_1334	LSB3_F1::YSC84_F3	LSB3:YSC84	LSB3	YSC84	YFR024C-A	YHR016C	0.536382718417336	0.000495489711925962	0.260862939141123	0.010700038292419
heat-shock	TM_2456	HNM1_F1::TPO3_F3	HNM1:TPO3	HNM1	TPO3	YGL077C	YPR156C	0.256273675149139	0.00874404385816984	0.282525343872161	0.00770805947124597
heat-shock	TM_2545	CKB1_F1::CKA2_F3	CKB1:CKA2	CKB1	CKA2	YGL019W	YOR061W	0.380905771288559	0.000618404672917402	0.805047589749844	0.00104279179274986
heat-shock	TM_2864	CIA2_F1::MET18_F3	CIA2:MET18	CIA2	MET18	YHR122W	YIL128W	0.348904266303268	0.00345665744339903	0.272784021550809	0.00940037686010215
heat-shock	TM_1779	CAP2_F1::SRV2_F3	CAP2:SRV2	CAP2	SRV2	YIL034C	YNL138W	0.307676145172536	0.00424148525615231	0.663562372577399	0.000874133999522114
heat-shock	TM_2528	CCW12_F1::ORM2_F3	CCW12:ORM2	CCW12	ORM2	YLR110C	YLR350W	0.946167922108877	0.00142921488310392	0.369176406417679	0.0125487612162657
heat-shock	TM_2263	ERV29_F1::ERP4_F3	ERV29:ERP4	ERV29	ERP4	YGR284C	YOR016C	0.495087861924628	0.0193502914091871	0.506717132016545	0.00143865351290452
heat-shock	TM_2228	MUP1_F1::HXT2_F3	MUP1:HXT2	MUP1	HXT2	YGR055W	YMR011W	1.3732204913413	0.000323091665446733	0.740075942667179	0.000236494423670323
heat-shock	TM_2733	SLY1_F1::RBD2_F3	SLY1:RBD2	SLY1	RBD2	YDR189W	YPL246C	0.584991800086462	0.000495489711925962	2.15859942835396	0.000264049685688335
heat-shock	TM_2830	KEL1_F1::KEL1_F3	KEL1:KEL1	KEL1	KEL1	YHR158C	YHR158C	0.882654091432244	0.000171929776133043	0.890256654135184	0.00012550183425565
heat-shock	TM_0671	TCB3_F1::HXT2_F3	TCB3:HXT2	TCB3	HXT2	YML072C	YMR011W	0.373094138000265	0.00251999511393622	0.574129785720601	0.0105470685693431
heat-shock	TM_1847	PST2_F1::ADE17_F3	PST2:ADE17	PST2	ADE17	YDR032C	YMR120C	0.444432126043999	0.000565388426451877	0.291579334106924	0.00179035523329204
heat-shock	TM_2457	STI1_F1::STI1_F3	STI1:STI1	STI1	STI1	YOR027W	YOR027W	0.950208136895665	0.00010894686899825	0.628499492551455	0.00279731037244175
heat-shock	TM_2254	ERV29_F1::ERV29_F3	ERV29:ERV29	ERV29	ERV29	YGR284C	YGR284C	0.638638848354697	0.0009793478877318	0.409288577334893	0.00191253191325446
heat-shock	TM_2453	VPS35_F1::VPS35_F3	VPS35:VPS35	VPS35	VPS35	YJL154C	YJL154C	0.341574989965739	0.00296935467625059	0.323962899319184	0.00248927751145556
heat-shock	TM_1463	FMP45_F1::ITR1_F3	FMP45:ITR1	FMP45	ITR1	YDL222C	YDR497C	0.374157827576726	0.00111712651557239	0.609876239299485	0.000323406493132142
heat-shock	TM_1546	FMP45_F1::TPO1_F3	FMP45:TPO1	FMP45	TPO1	YDL222C	YLL028W	0.285922922632672	0.00137376794874938	0.63042958217568	0.000264049685688335
heat-shock	TM_1684	ERV25_F1::RBD2_F3	ERV25:RBD2	ERV25	RBD2	YML012W	YPL246C	0.319981670383466	0.0350233637066729	0.621189995697542	0.0035793413312809
heat-shock	TM_1599	EPT1_F1::RBD2_F3	EPT1:RBD2	EPT1	RBD2	YHR123W	YPL246C	0.352074124498706	0.000320170788987546	0.312755366962735	0.0200346197014817
heat-shock	TM_1700	GAR1_F1::NOC2_F3	GAR1:NOC2	GAR1	NOC2	YHR089C	YOR206W	0.506403789002839	0.00478672277242116	0.348677091614174	0.0183405346264525
heat-shock	TM_2199	LYS21_F1::LYS21_F3	LYS21:LYS21	LYS21	LYS21	YDL131W	YDL131W	0.38724939659631	0.00474296738273869	0.554343642040289	0.000190788807666907
heat-shock	TM_2770	EBP2_F1::NOC2_F3	EBP2:NOC2	EBP2	NOC2	YKL172W	YOR206W	0.9110425247272	0.000365862463497547	0.650131987704128	0.000190788807666907
heat-shock	TM_1888	LSG1_F1::TIF6_F3	LSG1:TIF6	LSG1	TIF6	YGL099W	YPR016C	0.503928571983611	0.000495489711925962	0.610680484656333	0.000846264733198383
heat-shock	TM_2709	PEX30_F1::PEX30_F3	PEX30:PEX30	PEX30	PEX30	YLR324W	YLR324W	0.537887640796919	0.00121442153058818	0.612246617017819	0.0031404084732417
heat-shock	TM_2660	FLC2_F1::FMP45_F3	FLC2:FMP45	FLC2	FMP45	YAL053W	YDL222C	0.468061639493394	0.0019296508274961	0.681362539157726	0.00134807238776777
heat-shock	TM_1946	FMP45_F1::TPO2_F3	FMP45:TPO2	FMP45	TPO2	YDL222C	YGR138C	0.902922297784979	0.000184102777818995	0.526786949293326	0.000540802632447341
heat-shock	TM_2573	HXT5_F1::PDR12_F3	HXT5:PDR12	HXT5	PDR12	YHR096C	YPL058C	0.349241699883986	0.00709907102509471	0.784885317345353	0.000775041264451109
heat-shock	TM_2549	HSP30_F1::FMP45_F3	HSP30:FMP45	HSP30	FMP45	YCR021C	YDL222C	0.61474437258746	0.00638381671389558	0.547459849048161	0.000736974350417605
ethanol	TM_1603	RPT5_F1::RPT4_F3	RPT5:RPT4	RPT5	RPT4	YOR117W	YOR259C	0.831605382624069	4.27686984407303e-05	0.534513621606569	0.000119214444017724
ethanol	TM_0063	YGR250C_F1::SGN1_F3	YGR250C:SGN1	YGR250C	SGN1	YGR250C	YIR001C	0.380784325340148	0.000166138084234538	0.387263957236904	0.000330519014622781
ethanol	TM_3301	PCS60_F1::PCS60_F3	PCS60:PCS60	PCS60	PCS60	YBR222C	YBR222C	0.853283431174841	2.93739225520454e-06	0.45232969121189	7.21202662524882e-05
ethanol	TM_2664	RVS161_F1::RVS167_F3	RVS161:RVS167	RVS161	RVS167	YCR009C	YDR388W	0.407678268195902	0.000725423749511167	0.605445519542153	0.000164088426302678
ethanol	TM_3381	CNS1_F1::HGH1_F3	CNS1:HGH1	CNS1	HGH1	YBR155W	YGR187C	1.04422007605604	0.000129693530877636	0.602698909590464	3.87300464663252e-05
ethanol	TM_3844	ERP1_F1::PHO88_F3	ERP1:PHO88	ERP1	PHO88	YAR002C-A	YBR106W	0.55337013740791	0.000326116895909474	0.344843220904499	0.000267971104907657
ethanol	TM_3792	FTH1_F1::VMA7_F3	FTH1:VMA7	FTH1	VMA7	YBR207W	YGR020C	0.323527066727877	0.000687226259594748	1.87707327830302	0.000438782535816086
ethanol	TM_3843	GSY2_F1::GSY2_F3	GSY2:GSY2	GSY2	GSY2	YLR258W	YLR258W	0.987241431845744	0.00016727912980187	0.327122154889679	0.000276848382894401
ethanol	TM_3733	REI1_F1::LSG1_F3	REI1:LSG1	REI1	LSG1	YBR267W	YGL099W	0.788570274609489	2.28768787904462e-05	0.781864047793878	1.49087527131511e-05
ethanol	TM_3639	MEH1_F1::GTR1_F3	MEH1:GTR1	MEH1	GTR1	YKR007W	YML121W	0.616592920794515	9.47622993541935e-06	0.255249030477927	0.0209796438285142
ethanol	TM_3522	SAC6_F1::ARC15_F3	SAC6:ARC15	SAC6	ARC15	YDR129C	YIL062C	0.643735101390988	7.19400056220643e-05	0.355276117210636	0.000890016740303254
ethanol	TM_0523	PEX11_F1::ANT1_F3	PEX11:ANT1	PEX11	ANT1	YOL147C	YPR128C	0.370655218516234	0.003089730807755	0.444092071403345	0.00705955877821477
ethanol	TM_1017	OCA4_F1::OCA5_F3	OCA4:OCA5	OCA4	OCA5	YCR095C	YHL029C	0.44440961573496	0.00930360039683252	0.328783233396848	0.0355332778673638
ethanol	TM_0762	ALO1_F1::ADE17_F3	ALO1:ADE17	ALO1	ADE17	YML086C	YMR120C	1.12609345113763	4.54853981399725e-06	1.04996644168471	7.19441424701291e-06
ethanol	TM_3700	XPT1_F1::XPT1_F3	XPT1:XPT1	XPT1	XPT1	YJR133W	YJR133W	0.78131516940382	4.54853981399725e-06	2.4229141480678	5.70796682524611e-07
ethanol	TM_0221	ALO1_F1::KES1_F3	ALO1:KES1	ALO1	KES1	YML086C	YPL145C	0.468187113440504	0.000616385999982066	0.47363195250594	0.000966751680450448
ethanol	TM_0005	FMP45_F1::TPO3_F3	FMP45:TPO3	FMP45	TPO3	YDL222C	YPR156C	0.528886960874038	0.0001130415514905	0.738148011601192	0.000168635213232852
ethanol	TM_1294	PEX3_F1::PEX11_F3	PEX3:PEX11	PEX3	PEX11	YDR329C	YOL147C	0.497072285691337	0.00249496701705102	0.496642479274133	5.9159853250205e-05
ethanol	TM_3809	FMP45_F1::HNM1_F3	FMP45:HNM1	FMP45	HNM1	YDL222C	YGL077C	0.831470671719744	1.39730181975333e-05	0.346328892308085	0.000723318504113251
ethanol	TM_3837	CDC39_F1::LSM4_F3	CDC39:LSM4	CDC39	LSM4	YCR093W	YER112W	0.509028329737099	0.0156772804750367	1.62439678639992	4.85164695658675e-05
ethanol	TM_0096	YBL029C-A_F1::FMP45_F3	YBL029C-A:FMP45	YBL029C-A	FMP45	YBL029C-A	YDL222C	0.425081626041692	6.79995194394051e-05	0.562799432397741	0.000102335289721513
ethanol	TM_0222	YBL029C-A_F1::GPA2_F3	YBL029C-A:GPA2	YBL029C-A	GPA2	YBL029C-A	YER020W	0.644330912390567	8.83006387449854e-05	0.545436622306198	2.56835745111601e-05
ethanol	TM_0235	UFD1_F1::UBX2_F3	UFD1:UBX2	UFD1	UBX2	YGR048W	YML013W	0.421412191234907	0.00258236196071388	0.506433639257104	0.00349145705029244
ethanol	TM_3331	PEX14_F1::PEX11_F3	PEX14:PEX11	PEX14	PEX11	YGL153W	YOL147C	1.55977540180372	5.9194433958072e-05	0.883175916694993	0.00147327509290066
ethanol	TM_2277	NSA2_F1::CGR1_F3	NSA2:CGR1	NSA2	CGR1	YER126C	YGL029W	0.713547375001189	0.000120633177201003	0.281056914359571	0.0119693174441328
ethanol	TM_2560	SAM35_F1::ALO1_F3	SAM35:ALO1	SAM35	ALO1	YHR083W	YML086C	0.521258010089056	0.000353007043398974	0.747807065512671	0.000309686187410239
ethanol	TM_2423	PEP1_F1::CHC1_F3	PEP1:CHC1	PEP1	CHC1	YBL017C	YGL206C	0.717620217585734	3.53696882617345e-05	1.16834154286484	1.94635164691391e-06
ethanol	TM_2232	HSE1_F1::VPS27_F3	HSE1:VPS27	HSE1	VPS27	YHL002W	YNR006W	0.30315809217992	0.0030663589731101	0.275847186029978	0.00154104627105219
ethanol	TM_0169	HSP30_F1::PDR12_F3	HSP30:PDR12	HSP30	PDR12	YCR021C	YPL058C	0.333489507473406	0.00491685664278174	0.302731557504607	0.0239772569353367
ethanol	TM_0132	EBP2_F1::NOP4_F3	EBP2:NOP4	EBP2	NOP4	YKL172W	YPL043W	0.405312457245	0.00249496701705102	0.897452214058839	2.27212429552566e-06
ethanol	TM_2144	LYS21_F1::LYS20_F3	LYS21:LYS20	LYS21	LYS20	YDL131W	YDL182W	0.619615710479614	1.21612590056929e-05	0.318294021390193	0.0106287621736275
ethanol	TM_0059	SWP1_F1::UIP4_F3	SWP1:UIP4	SWP1	UIP4	YMR149W	YPL186C	0.807984909463279	6.48929743702144e-06	0.792583713347492	5.91996579419465e-05
ethanol	TM_3682	LYS20_F1::LYS20_F3	LYS20:LYS20	LYS20	LYS20	YDL182W	YDL182W	0.556286906455048	0.00116614222932459	0.50568302140257	0.000145054223200842
ethanol	TM_3441	FTR1_F1::YLR326W_F3	FTR1:YLR326W	FTR1	YLR326W	YER145C	YLR326W	0.755645309097019	0.00135204232032063	0.72683499768427	2.37144899755572e-05
ethanol	TM_3420	SEC61_F1::ERV25_F3	SEC61:ERV25	SEC61	ERV25	YLR378C	YML012W	1.11940325064813	0.000939407252350799	0.95856656607565	4.28282631394584e-05
ethanol	TM_2829	SEC4_F1::PEX11_F3	SEC4:PEX11	SEC4	PEX11	YFL005W	YOL147C	0.375785604336579	0.0046232189497419	0.487402957675961	0.0112054221126207
ethanol	TM_4004	WHI4_F1::CAF40_F3	WHI4:CAF40	WHI4	CAF40	YDL224C	YNL288W	0.403479245991464	0.00800137258925245	0.326191017511045	0.0114935210031181
ethanol	TM_0071	SEC4_F1::ALO1_F3	SEC4:ALO1	SEC4	ALO1	YFL005W	YML086C	0.43570275084965	6.05146592803082e-05	1.08110532409168	5.9159853250205e-05
ethanol	TM_0708	KEX1_F1::BSC6_F3	KEX1:BSC6	KEX1	BSC6	YGL203C	YOL137W	0.300905335064114	0.0291625134742541	0.376021965208981	0.00957968407902817
ethanol	TM_3705	SYP1_F1::WSC2_F3	SYP1:WSC2	SYP1	WSC2	YCR030C	YNL283C	0.99123179034733	0.000883259553243169	0.883745791656798	0.000168635213232852
ethanol	TM_4250	PMC1_F1::GTR2_F3	PMC1:GTR2	PMC1	GTR2	YGL006W	YGR163W	0.439270667712023	0.000151502156526121	0.382274189602795	0.00399536220089645
ethanol	TM_1490	PIN4_F1::MOT2_F3	PIN4:MOT2	PIN4	MOT2	YBL051C	YER068W	0.57231142157481	0.00226958780829838	0.265384764484363	0.0181906708020829
ethanol	TM_0709	SSL2_F1::ALO1_F3	SSL2:ALO1	SSL2	ALO1	YIL143C	YML086C	0.964758790300296	4.54853981399725e-06	1.07463926453375	6.21459540449841e-06
ethanol	TM_0596	COG3_F1::COG3_F3	COG3:COG3	COG3	COG3	YER157W	YER157W	0.451695893412182	0.00219490551848519	0.563122073637006	0.00173182870947346
ethanol	TM_0067	GLG1_F1::GSY2_F3	GLG1:GSY2	GLG1	GSY2	YKR058W	YLR258W	0.341266421318892	0.00300026585305251	0.602950617537534	0.000688814850871657
ethanol	TM_1481	TGL1_F1::YIM1_F3	TGL1:YIM1	TGL1	YIM1	YKL140W	YMR152W	0.378618622128363	0.000121361873086389	0.477294747309644	0.0102216094992404
ethanol	TM_3547	DHH1_F1::LSM6_F3	DHH1:LSM6	DHH1	LSM6	YDL160C	YDR378C	1.18164025210786	2.45590794979618e-05	0.373894838986661	0.0137620782003913
ethanol	TM_0617	BRE5_F1::DED1_F3	BRE5:DED1	BRE5	DED1	YNR051C	YOR204W	0.813558901924775	0.00343269497490994	1.22522119717231	6.11955495115868e-05
ethanol	TM_4269	ARF1_F1::ERV25_F3	ARF1:ERV25	ARF1	ERV25	YDL192W	YML012W	0.497921490225593	0.00111840393852629	0.598661958743968	0.00574435626559574
ethanol	TM_0438	RPB5_F1::YKE2_F3	RPB5:YKE2	RPB5	YKE2	YBR154C	YLR200W	0.493829380307307	8.14352882418345e-05	1.13304245975499	0.000143467267996891
ethanol	TM_0533	VOA1_F1::YNL190W_F3	VOA1:YNL190W	VOA1	YNL190W	YGR106C	YNL190W	0.346636974593267	0.000910186149022146	0.707155848724208	0.00314495535360537
ethanol	TM_0134	MCR1_F1::ALO1_F3	MCR1:ALO1	MCR1	ALO1	YKL150W	YML086C	0.455555794062626	0.00821563860802673	0.322549011876172	0.000164882842507492
