UP-DN	Condition	Tag	PPI.long	PPI.short	Gene.1	Gene.2	ORF.1	ORF.2	AUC	guide.RBD2.1	guide.RBD2.2	guide.RBD2.3	guide.RBD2.ATC.1	guide.RBD2.ATC.2	guide.RBD2.ATC.3	FC.avg	FC.rep1	FC.rep2	p.val	q.val
uptag	CRISPRi [RBD2]	TM_0764	NSR1_F1::DBP2_F3	NSR1:DBP2	NSR1	DBP2	YGR159C	YNL112W	83.489	11.86179774	11.98683754	11.90359318	11.78202899	11.84960057	11.84042389	-0.093391664	-0.135380493	-0.067808909	0.323475889	0.871231313
uptag	CRISPRi [RBD2]	TM_0017	GIR2_F1::GCN1_F3	GIR2:GCN1	GIR2	GCN1	YDR152W	YGL195W	100.7431	12.91859618	12.88776007	12.8320329	12.88776007	12.97900235	12.88776007	0.038711112	0.008297017	0.099539304	0.665653382	0.921905581
uptag	CRISPRi [RBD2]	TM_3596	HNT1_F1::HNT1_F3	HNT1:HNT1	HNT1	HNT1	YDL125C	YDL125C	93.774	12.26646447	12.22278484	12.45632874	12.17758564	12.3306835	12.28224866	-0.051686752	-0.137607045	0.015490817	0.649386364	0.921905581
uptag	CRISPRi [RBD2]	TM_1358	YNL247W_F1::YNL247W_F3	YNL247W:YNL247W	YNL247W	YNL247W	YNL247W	YNL247W	87.924	11.98683754	11.97234563	11.8424944	11.97456994	12.0004226	11.90084166	0.02471888	0.040677421	0.066530083	0.796089663	0.953568808
uptag	CRISPRi [RBD2]	TM_3321	ERV29_F1::ERV25_F3	ERV29:ERV25	ERV29	ERV25	YGR284C	YML012W	92.809	12.24949867	12.38676066	12.3306835	12.28224866	12.23146121	12.3306835	-0.040849821	-0.04006562	-0.090853069	0.662496964	0.921905581
uptag	CRISPRi [RBD2]	TM_3185	VPH1_F1::VMA13_F3	VPH1:VMA13	VPH1	VMA13	YOR270C	YPR036W	88.139	11.56432418	11.19124432	11.47792687	11.23196114	11.29416122	11.27387329	-0.144499909	-0.179203983	-0.117003906	0.303804794	0.869175301
uptag	CRISPRi [RBD2]	TM_4056	CBF1_F1::CBF1_F3	CBF1:CBF1	CBF1	CBF1	YJR060W	YJR060W	85.003	11.80676441	11.72111343	11.8684882	11.73561243	11.7447918	11.71941734	-0.065514823	-0.063176249	-0.053996882	0.479334767	0.895323474
uptag	CRISPRi [RBD2]	TM_0144	SEC61_F1::SEC62_F3	SEC61:SEC62	SEC61	SEC62	YLR378C	YPL094C	85.0481	12.13384861	12.22812723	12.4251547	12.18511288	12.16478125	12.16478125	-0.090818387	-0.077263967	-0.097595597	0.43762149	0.895323474
uptag	CRISPRi [RBD2]	TM_3992	FCY1_F1::FCY1_F3	FCY1:FCY1	FCY1	FCY1	YPR062W	YPR062W	80.566	11.93333412	12.12908979	12.21293203	12.0065131	12.07730532	11.95515343	-0.078794696	-0.085272214	-0.014479992	0.50674243	0.895323474
uptag	CRISPRi [RBD2]	TM_1644	HOG1_F1::RCK2_F3	HOG1:RCK2	HOG1	RCK2	YLR113W	YLR248W	95.033	11.97234563	11.87253381	11.93333412	11.91734721	11.90226205	11.87796148	-0.026880939	-0.008723971	-0.023809138	0.755330313	0.938748845
uptag	CRISPRi [RBD2]	TM_0121	SNA3_F1::KES1_F3	SNA3:KES1	SNA3	KES1	YJL151C	YPL145C	82.9009	12.32487434	12.32158992	12.3529446	12.20959552	12.26646447	12.23583474	-0.095838045	-0.123540773	-0.066671814	0.276918448	0.869175301
uptag	CRISPRi [RBD2]	TM_0188	HHF1_F1::HHF2_F3	HHF1:HHF2	HHF1	HHF2	YBR009C	YNL030W	94.4462	12.2629757	12.08642376	11.32553033	12.03655141	12.2399863	11.76267271	0.121426874	0.144908147	0.348343033	0.693273332	0.935268029
uptag	CRISPRi [RBD2]	TM_0812	LSB3_F1::CUE5_F3	LSB3:CUE5	LSB3	CUE5	YFR024C-A	YOR042W	76.496	11.81934087	11.90641463	11.95515343	11.88843885	12.18928921	11.90359318	0.100137439	-0.005197458	0.295652905	0.443262111	0.895323474
uptag	CRISPRi [RBD2]	TM_0050	RPT1_F1::RPT4_F3	RPT1:RPT4	RPT1	RPT4	YKL145W	YOR259C	82.5464	10.48576224	11.82122922	11.46524328	11.52534136	10.8362871	11.52168222	0.037025319	0.267929783	-0.421124474	0.931785385	0.979693662
uptag	CRISPRi [RBD2]	TM_0009	SLC1_F1::SNA3_F3	SLC1:SNA3	SLC1	SNA3	YDL052C	YJL151C	83.4446	12.94114545	12.81776314	12.91859618	12.94114545	13.00562455	12.97900235	0.082755859	0.048643856	0.113122959	0.376450877	0.895323474
uptag	CRISPRi [RBD2]	TM_0069	KEX1_F1::MUP1_F3	KEX1:MUP1	KEX1	MUP1	YGL203C	YGR055W	52.8039	12.39062577	12.3979687	12.41745699	12.41745699	12.43295941	12.3660945	0.003486476	0.015439831	0.030942253	0.96661546	0.993218302
uptag	CRISPRi [RBD2]	TM_3391	DID4_F1::DID4_F3	DID4:DID4	DID4	DID4	YKL002W	YKL002W	73.537	12.64605612	12.66810937	12.67884218	12.60441423	12.65612688	12.68574893	-0.015572546	-0.059921658	-0.008209014	0.853593017	0.962485838
uptag	CRISPRi [RBD2]	TM_0425	CAP2_F1::CAP2_F3	CAP2:CAP2	CAP2	CAP2	YIL034C	YIL034C	80.113	12.56393507	12.40871009	12.43295941	12.50633238	12.51505916	12.59663238	0.070806446	0.037797521	0.046524298	0.47294339	0.895323474
uptag	CRISPRi [RBD2]	TM_1283	ERV25_F1::ERP4_F3	ERV25:ERP4	ERV25	ERP4	YML012W	YOR016C	83.9242	11.77895322	11.62587623	11.57717703	11.69318201	11.7095003	11.7664875	0.062387777	0.032513182	0.048831475	0.542708189	0.897244308
uptag	CRISPRi [RBD2]	TM_2843	ARP2_F1::AIM7_F3	ARP2:AIM7	ARP2	AIM7	YDL029W	YDR063W	95.4377	12.34208393	12.28224866	12.21842197	12.14792567	12.37693028	12.10717348	-0.070241711	-0.132992517	0.096012095	0.554604847	0.897426576
uptag	CRISPRi [RBD2]	TM_2555	PRS5_F1::PRS5_F3	PRS5:PRS5	PRS5	PRS5	YOL061W	YOL061W	82.892	11.22988028	11.30033349	11.35200663	11.34763982	11.37686699	11.16637234	0.002886247	0.053566353	0.082793522	0.978332804	0.993218302
uptag	CRISPRi [RBD2]	TM_0126	SOP4_F1::PDR12_F3	SOP4:PDR12	SOP4	PDR12	YJL192C	YPL058C	93.2133	11.93961594	11.57082025	11.55645816	11.22438361	11.91217829	11.37628821	-0.184681411	-0.464581173	0.223213508	0.452638398	0.895323474
uptag	CRISPRi [RBD2]	TM_1738	SIS2_F1::PPZ1_F3	SIS2:PPZ1	SIS2	PPZ1	YKR072C	YML016C	81.632	12.10083752	12.01542667	11.9193227	12.1205403	12.08280325	12.05163946	0.073132042	0.108678002	0.070940956	0.459196144	0.895323474
uptag	CRISPRi [RBD2]	TM_3599	VMA21_F1::VOA1_F3	VMA21:VOA1	VMA21	VOA1	YGR105W	YGR106C	84.597	12.37693028	12.34208393	12.37106873	12.35724041	12.3660945	12.4251547	0.019468888	-0.006120568	0.002733517	0.816777943	0.955803501
uptag	CRISPRi [RBD2]	TM_0629	ERG25_F1::PHO86_F3	ERG25:PHO86	ERG25	PHO86	YGR060W	YJL117W	93.9095	10.9733147	10.73369328	11.14125566	11.58840233	10.78741287	10.94278328	0.15677828	0.638981117	-0.162008339	0.559546086	0.897426576
uptag	CRISPRi [RBD2]	TM_0892	CAB4_F1::KES1_F3	CAB4:KES1	CAB4	KES1	YGR277C	YPL145C	77.0502	11.86611979	11.77895322	11.7664875	11.77776216	11.94339393	11.70685571	0.005483763	-0.026091347	0.139540427	0.959317823	0.992397747
uptag	CRISPRi [RBD2]	TM_3949	VMA6_F1::VPH1_F3	VMA6:VPH1	VMA6	VPH1	YLR447C	YOR270C	75.785	12.4837654	12.40431668	12.40871009	12.39062577	12.40871009	12.40431668	-0.031046543	-0.041638285	-0.023553966	0.714964393	0.935268029
uptag	CRISPRi [RBD2]	TM_0524	VOA1_F1::VMA13_F3	VOA1:VMA13	VOA1	VMA13	YGR106C	YPR036W	73.623	11.88550573	11.7447918	11.62072386	11.97234563	10.75240852	11.58655835	-0.313236295	0.222005165	-0.997931938	0.388336742	0.895323474
uptag	CRISPRi [RBD2]	TM_3973	ITR1_F1::MID2_F3	ITR1:MID2	ITR1	MID2	YDR497C	YLR332W	80.003	9.547151602	8.586214297	9.892644002	9.354396326	9.714760674	8.545865433	-0.136995822	0.012393026	0.372757374	0.779861542	0.943698001
uptag	CRISPRi [RBD2]	TM_0391	DST1_F1::RPB9_F3	DST1:RPB9	DST1	RPB9	YGL043W	YGL070C	70.828	11.90884292	11.7095003	11.99595554	11.73194124	11.98325491	11.93158704	0.010828138	-0.139491686	0.111821987	0.935072254	0.979988389
uptag	CRISPRi [RBD2]	TM_0064	MOT2_F1::NOT3_F3	MOT2:NOT3	MOT2	NOT3	YER068W	YIL038C	72.149	12.3125143	11.25233034	11.88933918	12.38676066	11.52168222	12.13637171	0.196876925	0.56869939	-0.296379048	0.608359248	0.905642756
uptag	CRISPRi [RBD2]	TM_1603	RPT5_F1::RPT4_F3	RPT5:RPT4	RPT5	RPT4	YOR117W	YOR259C	77.16	10.11104871	9.701768512	9.027905997	8.967226259	9.027905997	8.747297877	-0.699431027	-0.646348146	-0.585668408	0.063952058	0.707404328
uptag	CRISPRi [RBD2]	TM_0124	PHO86_F1::ERG29_F3	PHO86:ERG29	PHO86	ERG29	YJL117W	YMR134W	78.9581	11.47031993	11.26867845	11.54597802	11.68295071	11.60418255	11.85979359	0.287316814	0.254625239	0.17585708	0.068330923	0.71070562
uptag	CRISPRi [RBD2]	TM_0531	PHO88_F1::TPO3_F3	PHO88:TPO3	PHO88	TPO3	YBR106W	YPR156C	75.5964	12.01542667	12.11015702	11.81934087	12.07171933	11.66802809	11.64432198	-0.186951718	0.090077806	-0.313613427	0.300984353	0.869175301
uptag	CRISPRi [RBD2]	TM_3989	YCR043C_F1::LPP1_F3	YCR043C:LPP1	YCR043C	LPP1	YCR043C	YDR503C	76.075	11.6988638	11.8424944	11.75719553	11.63716825	11.69075463	11.54597802	-0.14155094	-0.129016327	-0.075429939	0.186881018	0.861935801
uptag	CRISPRi [RBD2]	TM_2548	SHR3_F1::HIP1_F3	SHR3:HIP1	SHR3	HIP1	YDL212W	YGR191W	66.722	10.53511334	11.48871048	10.53053639	5.20032648	5.338067798	9.344517844	-4.223816029	-5.651126923	-5.513385606	0.017586124	0.527583721
uptag	CRISPRi [RBD2]	TM_0063	YGR250C_F1::SGN1_F3	YGR250C:SGN1	YGR250C	SGN1	YGR250C	YIR001C	71.316	11.67560425	11.36626757	11.80178918	11.51344798	11.05972751	11.49282125	-0.259221423	-0.101105689	-0.55482616	0.227194643	0.869175301
uptag	CRISPRi [RBD2]	TM_0726	YJL068C_F1::YJL068C_F3	YJL068C:YJL068C	YJL068C	YJL068C	YJL068C	YJL068C	70.981	11.88716983	11.66520266	11.73881005	11.71941734	11.88382698	12.06218109	0.124747624	-0.04431017	0.120099466	0.378750393	0.895323474
uptag	CRISPRi [RBD2]	TM_4046	PHO88_F1::EMC5_F3	PHO88:EMC5	PHO88	EMC5	YBR106W	YIL027C	71.199	11.55824531	11.79917367	11.65521764	11.47031993	11.51926767	11.42045152	-0.200865832	-0.20055894	-0.151611205	0.103487916	0.845650537
uptag	CRISPRi [RBD2]	TM_0435	ITR1_F1::PDR12_F3	ITR1:PDR12	ITR1	PDR12	YDR497C	YPL058C	94.8038	12.01981078	12.02941377	12.20664811	12.02941377	11.74080672	12.1132321	-0.124140021	-0.055877112	-0.344484162	0.403487337	0.895323474
uptag	CRISPRi [RBD2]	TM_4011	UGA2_F1::UGA2_F3	UGA2:UGA2	UGA2	UGA2	YBR006W	YBR006W	62.223	11.63225307	11.7135154	11.90641463	11.74080672	11.78611985	11.75540226	0.010048581	-0.009920974	0.035392152	0.927882388	0.978489212
uptag	CRISPRi [RBD2]	TM_2313	FTH1_F1::FET5_F3	FTH1:FET5	FTH1	FET5	YBR207W	YFL041W	85.7192	12.20564054	12.16536241	12.15149228	12.21735191	12.18511288	12.2566215	0.045530351	0.043186827	0.010947802	0.595085267	0.905642756
uptag	CRISPRi [RBD2]	TM_4012	TPS3_F1::TPS3_F3	TPS3:TPS3	TPS3	TPS3	YMR261C	YMR261C	70.632	10.42650938	8.818049523	10.9733147	5.513069582	10.17588217	9.842664622	-1.562085742	-4.559554951	0.103257636	0.326012872	0.874224461
uptag	CRISPRi [RBD2]	TM_2110	PRS4_F1::PRS1_F3	PRS4:PRS1	PRS4	PRS1	YBL068W	YKL181W	82.9351	11.60418255	11.29939884	11.68250453	11.59830068	11.26867845	11.18895967	-0.176715706	0.069605378	-0.26001686	0.342712176	0.885513698
uptag	CRISPRi [RBD2]	TM_0013	OCA4_F1::OCA5_F3	OCA4:OCA5	OCA4	OCA5	YCR095C	YHL029C	73.3384	11.62967536	11.3834343	11.48871048	11.83595828	11.43125383	11.52534136	0.096911106	0.335351562	-0.069352888	0.536375498	0.895323474
uptag	CRISPRi [RBD2]	TM_0055	TPO1_F1::PDR12_F3	TPO1:PDR12	TPO1	PDR12	YLL028W	YPL058C	74.5104	12.10717348	11.606837	12.12732804	12.11015702	11.91734721	12.15848346	0.114883059	0.163044179	-0.029765626	0.551376529	0.897426576
uptag	CRISPRi [RBD2]	TM_3301	PCS60_F1::PCS60_F3	PCS60:PCS60	PCS60	PCS60	YBR222C	YBR222C	69.233	10.44522182	10.32530546	10.61602803	9.865475532	10.16578635	10.35751535	-0.332592691	-0.59670957	-0.296398751	0.098366801	0.84544879
uptag	CRISPRi [RBD2]	TM_3272	TCB3_F1::TCB3_F3	TCB3:TCB3	TCB3	TCB3	YML072C	YML072C	72.187	12.47510009	12.44881322	12.42858699	12.37106873	12.39062577	12.45632874	-0.044825682	-0.079764699	-0.060207659	0.603873735	0.905642756
uptag	CRISPRi [RBD2]	TM_0541	OSH7_F1::OSH6_F3	OSH7:OSH6	OSH7	OSH6	YHR001W	YKR003W	75.6655	12.07543458	12.0004226	12.07171933	11.81335366	12.12732804	12.0065131	-0.066793902	-0.235838507	0.078135874	0.580700856	0.897426576
uptag	CRISPRi [RBD2]	TM_3209	CDC39_F1::CAF40_F3	CDC39:CAF40	CDC39	CAF40	YCR093W	YNL288W	71.016	10.36223608	5.259900155	8.123776541	10.95506864	9.190071575	9.714760674	2.037996038	3.039764385	1.274767315	0.197833258	0.861935801
uptag	CRISPRi [RBD2]	TM_1650	SNA4_F1::MEH1_F3	SNA4:MEH1	SNA4	MEH1	YDL123W	YKR007W	76.6415	11.8424944	11.86611979	12.0004226	11.72336231	11.99595554	11.89860139	-0.030372519	-0.179649957	0.092943277	0.798168102	0.954619657
uptag	CRISPRi [RBD2]	TM_0097	RPN5_F1::RPN8_F3	RPN5:RPN8	RPN5	RPN8	YDL147W	YOR261C	59.8468	11.43125383	11.8846666	11.55519624	11.73881005	11.68062325	11.80676441	0.118360347	0.115104494	0.056917691	0.451272311	0.895323474
uptag	CRISPRi [RBD2]	TM_0615	CKB1_F1::CKB2_F3	CKB1:CKB2	CKB1	CKB2	YGL019W	YOR039W	75.0258	11.83595828	11.92901177	11.72464175	11.75540226	11.85456974	11.84710956	-0.010843412	-0.074468337	0.02469914	0.915260932	0.972675825
uptag	CRISPRi [RBD2]	TM_0061	FTR1_F1::PDR12_F3	FTR1:PDR12	FTR1	PDR12	YER145C	YPL058C	71.0797	11.57601187	11.37686699	11.77181957	11.94559015	10.73634555	11.05577952	-0.328994405	0.370690669	-0.838553925	0.379345095	0.895323474
uptag	CRISPRi [RBD2]	TM_2664	RVS161_F1::RVS167_F3	RVS161:RVS167	RVS161	RVS167	YCR009C	YDR388W	64.069	10.35751535	11.04412086	10.8100628	10.63599013	10.42933699	10.60300809	-0.181121263	-0.101242872	-0.307896008	0.408201533	0.895323474
uptag	CRISPRi [RBD2]	TM_0693	GIS2_F1::BRE5_F3	GIS2:BRE5	GIS2	BRE5	YNL255C	YNR051C	76.4924	11.38184934	11.56432418	11.36106649	11.57815251	11.21308396	11.36544759	-0.050185314	0.142405843	-0.222662706	0.721956763	0.937437096
uptag	CRISPRi [RBD2]	TM_2318	PST2_F1::THI7_F3	PST2:THI7	PST2	THI7	YDR032C	YLR237W	92.7319	11.88933918	11.90359318	11.71790486	11.88382698	11.66420281	11.7904028	-0.057468205	0.046881241	-0.172742923	0.619008428	0.908636224
uptag	CRISPRi [RBD2]	TM_0526	SNA4_F1::KES1_F3	SNA4:KES1	SNA4	KES1	YDL123W	YPL145C	76.3239	11.39226375	11.66802809	11.34944711	10.56418125	11.50911518	11.4990486	-0.279131306	-0.905731731	0.039202201	0.392446451	0.895323474
uptag	CRISPRi [RBD2]	TM_3381	CNS1_F1::HGH1_F3	CNS1:HGH1	CNS1	HGH1	YBR155W	YGR187C	72.1304	10.6383454	10.53146269	10.43910364	10.45635442	10.54557589	10.95157614	0.114864902	-0.079949497	0.009271976	0.510650017	0.895323474
uptag	CRISPRi [RBD2]	TM_3844	ERP1_F1::PHO88_F3	ERP1:PHO88	ERP1	PHO88	YAR002C-A	YBR106W	65.262	10.84227176	10.8015467	10.62567841	10.22637205	10.25262601	10.61335975	-0.392379685	-0.530126907	-0.503872944	0.042255684	0.688773068
uptag	CRISPRi [RBD2]	TM_2604	MYO2_F1::MYO2_F3	MYO2:MYO2	MYO2	MYO2	YOR326W	YOR326W	60.351	10.87654253	10.84836213	11.22438361	11.00924545	11.13701247	10.9539539	0.050307853	0.026149364	0.153916379	0.733013938	0.938748845
uptag	CRISPRi [RBD2]	TM_3792	FTH1_F1::VMA7_F3	FTH1:VMA7	FTH1	VMA7	YBR207W	YGR020C	58.741	10.51326702	9.583897619	9.542580505	9.414473836	5.195741293	10.55490856	-1.491540483	-0.465441211	-4.684173754	0.353043922	0.891900434
uptag	CRISPRi [RBD2]	TM_1523	YPI1_F1::SDS22_F3	YPI1:SDS22	YPI1	SDS22	YFR003C	YKL193C	75.7978	11.78611985	11.93158704	12.17220871	12.06456315	12.00909379	12.05345079	0.079064041	0.101257947	0.04578859	0.558012159	0.897426576
uptag	CRISPRi [RBD2]	TM_0433	SNA4_F1::VMA13_F3	SNA4:VMA13	SNA4	VMA13	YDL123W	YPR036W	62.3603	11.42416629	10.28590307	11.25146269	10.98598421	11.12140401	10.98986751	0.045241229	-0.00119314	0.134226658	0.893976483	0.970657996
uptag	CRISPRi [RBD2]	TM_3843	GSY2_F1::GSY2_F3	GSY2:GSY2	GSY2	GSY2	YLR258W	YLR258W	51.74	8.965688102	9.98456087	7.405708783	9.339924214	9.159703181	9.184875343	0.442848327	0.554604962	0.374383929	0.534484893	0.895323474
uptag	CRISPRi [RBD2]	TM_0752	SCT1_F1::RER2_F3	SCT1:RER2	SCT1	RER2	YBL011W	YBR002C	79.6103	11.82947169	11.43398527	11.55824531	11.41553052	11.72336231	11.59267504	-0.030044798	-0.191703566	0.116128218	0.849332268	0.962485838
uptag	CRISPRi [RBD2]	TM_3460	OSH7_F1::MID2_F3	OSH7:MID2	OSH7	MID2	YHR001W	YLR332W	66.178	10.28590307	10.57878151	10.51520703	9.460524156	8.600160707	9.94880523	-1.123467171	-0.999439713	-1.859803162	0.025995951	0.623902816
uptag	CRISPRi [RBD2]	TM_0174	CKB1_F1::CKA1_F3	CKB1:CKA1	CKB1	CKA1	YGL019W	YIL035C	75.1957	11.84710956	12.08280325	11.97456994	12.05747848	11.84710956	11.93782743	-0.020689096	0.08931756	-0.121051358	0.859649677	0.962485838
uptag	CRISPRi [RBD2]	TM_0083	PUF4_F1::PUB1_F3	PUF4:PUB1	PUF4	PUB1	YGL014W	YNL016W	66.0271	12.23146121	12.29420431	12.30674527	12.33800278	12.41745699	12.28904866	0.070699213	0.060532518	0.139986723	0.448499395	0.895323474
uptag	CRISPRi [RBD2]	TM_3506	VPS24_F1::VPS24_F3	VPS24:VPS24	VPS24	VPS24	YKL041W	YKL041W	53.707	11.65696108	11.82947169	11.77895322	11.82662793	11.82947169	11.85851206	0.083075231	0.071499265	0.074343031	0.395502887	0.895323474
uptag	CRISPRi [RBD2]	TM_0108	RIM1_F1::MID2_F3	RIM1:MID2	RIM1	MID2	YCR028C-A	YLR332W	63.8537	12.33800278	12.3660945	12.57169735	12.42858699	12.20564054	12.24488904	-0.132226016	0.003322118	-0.219624333	0.309619049	0.869175301
uptag	CRISPRi [RBD2]	TM_2447	TCB3_F1::PDR12_F3	TCB3:PDR12	TCB3	PDR12	YML072C	YPL058C	77.0092	11.08374524	11.03946744	11.34309316	11.18185624	11.24015529	11.66320228	0.206302659	0.026420964	0.084720015	0.290094436	0.869175301
uptag	CRISPRi [RBD2]	TM_0098	LSM4_F1::PUB1_F3	LSM4:PUB1	LSM4	PUB1	YER112W	YNL016W	56.3701	10.82017896	11.13784503	11.21866413	12.16856766	11.79545798	11.96660158	0.917979698	1.10967162	0.736561935	0.002156112	0.160238898
uptag	CRISPRi [RBD2]	TM_0619	SMI1_F1::CHS5_F3	SMI1:CHS5	SMI1	CHS5	YGR229C	YLR330W	64.5334	11.62072386	11.7904028	11.54169358	11.49545533	11.73820488	11.46408622	-0.085024603	-0.155484747	0.087264798	0.529126637	0.895323474
uptag	CRISPRi [RBD2]	TM_0176	CAB3_F1::VHS3_F3	CAB3:VHS3	CAB3	VHS3	YKL088W	YOR054C	53.5009	11.48777305	5.356378605	11.08783849	10.74469371	9.952110264	11.17631862	1.313710812	1.434030324	0.641446879	0.4906767	0.895323474
uptag	CRISPRi [RBD2]	TM_0181	LSM4_F1::SCD6_F3	LSM4:SCD6	LSM4	SCD6	YER112W	YPR129W	46.4483	10.98641094	11.28063546	12.07543458	11.88716983	12.11844366	11.49545533	0.386195948	0.439676174	0.670949996	0.301578481	0.869175301
uptag	CRISPRi [RBD2]	TM_0515	PPZ1_F1::VHS3_F3	PPZ1:VHS3	PPZ1	VHS3	YML016C	YOR054C	64.4678	11.7490733	11.9528019	11.90884292	11.86004588	11.87796148	11.85456974	-0.006047011	-0.010193498	0.007722102	0.951401489	0.989116231
uptag	CRISPRi [RBD2]	TM_0127	ERG25_F1::ORM2_F3	ERG25:ORM2	ERG25	ORM2	YGR060W	YLR350W	82.7712	11.71076339	11.39797761	11.35896249	11.68062325	11.41823915	11.6953298	0.108829569	0.191388748	-0.070995348	0.493039943	0.895323474
uptag	CRISPRi [RBD2]	TM_1747	CDC39_F1::NOT5_F3	CDC39:NOT5	CDC39	NOT5	YCR093W	YPR072W	63.732	10.8100628	11.22655268	11.54253214	11.38568268	11.43764805	11.56017359	0.2681189	0.192633474	0.244598846	0.24980595	0.869175301
uptag	CRISPRi [RBD2]	TM_3780	PST2_F1::FTR1_F3	PST2:FTR1	PST2	FTR1	YDR032C	YER145C	53.334	11.5242152	11.24015529	11.61966977	11.61859963	11.64874704	11.28596085	0.056422415	0.15725287	0.187400286	0.742237376	0.938748845
uptag	CRISPRi [RBD2]	TM_3733	REI1_F1::LSG1_F3	REI1:LSG1	REI1	LSG1	YBR267W	YGL099W	NA	10.25750571	8.964148303	9.938256382	9.611024797	9.941879032	9.501107361	-0.035299733	-0.108945333	0.221908902	0.927483364	0.978489212
uptag	CRISPRi [RBD2]	TM_0595	FTH1_F1::VMA8_F3	FTH1:VMA8	FTH1	VMA8	YBR207W	YEL051W	57.1149	11.31235357	10.90229974	11.30435132	10.70208609	11.15507119	10.77610399	-0.295247787	-0.470915456	-0.017930351	0.175119609	0.861935801
uptag	CRISPRi [RBD2]	TM_3315	UTP5_F1::UTP8_F3	UTP5:UTP8	UTP5	UTP8	YDR398W	YGR128C	60.925	10.38546699	10.80262407	10.81188307	10.57557076	10.83220436	10.9733147	0.127038567	-0.09108728	0.16554632	0.506509362	0.895323474
uptag	CRISPRi [RBD2]	TM_0205	SWP1_F1::YDC1_F3	SWP1:YDC1	SWP1	YDC1	YMR149W	YPL087W	59.1344	11.83804833	11.96806675	11.66018907	11.97985387	11.98999757	11.66520266	0.056249982	0.157752485	0.167896185	0.712628905	0.935268029
uptag	CRISPRi [RBD2]	TM_0095	DCP2_F1::SCD6_F3	DCP2:SCD6	DCP2	SCD6	YNL118C	YPR129W	54.6581	9.797175142	5.336283388	10.85328356	10.60081115	6.515174171	11.14010547	0.756449567	1.938563785	-2.147073193	0.715739839	0.935268029
uptag	CRISPRi [RBD2]	TM_0750	PEX3_F1::PEX25_F3	PEX3:PEX25	PEX3	PEX25	YDR329C	YPL112C	68.4088	10.20265443	10.44201042	10.48696906	10.92233662	10.59802147	10.80853522	0.399086468	0.54512532	0.220810171	0.032474142	0.657369415
