UP-DN	Condition	Tag	PPI.long	PPI.short	Gene.1	Gene.2	ORF.1	ORF.2	AUC	guide.RBD2.1	guide.RBD2.2	guide.RBD2.3	guide.RBD2.ATC.1	guide.RBD2.ATC.2	guide.RBD2.ATC.3	FC.avg	FC.rep1	FC.rep2	p.val	q.val
uptag	CRISPRi [RBD2]	TM_0660	VPS60_F1::VPS60_F3	VPS60:VPS60	VPS60	VPS60	YDR486C	YDR486C	60.761	12.1224937	12.07692691	12.1463141	12.14663231	12.21557344	12.126812	0.047761018	0.03138741	0.100328542	0.316083587	0.986390772
uptag	CRISPRi [RBD2]	TM_2310	ERP5_F1::ERV25_F3	ERP5:ERV25	ERP5	ERV25	YHR110W	YML012W	59.373	12.66769554	12.37861999	12.36012464	12.5967333	12.56946008	12.49383877	0.08453066	0.127919913	0.100646686	0.401276341	0.986390772
uptag	CRISPRi [RBD2]	TM_3220	MSP1_F1::MSP1_F3	MSP1:MSP1	MSP1	MSP1	YGR028W	YGR028W	74.29	12.03830173	12.0531566	12.06313663	11.8872587	12.01150682	11.96971028	-0.095373055	-0.164272955	-0.040024835	0.082789623	0.986390772
uptag	CRISPRi [RBD2]	TM_0694	CBR1_F1::ERV25_F3	CBR1:ERV25	CBR1	ERV25	YIL043C	YML012W	46.979	11.99494265	12.10590851	12.09884359	12.12138242	12.14406868	12.26674751	0.110834619	0.054817502	0.077503765	0.109320241	0.986390772
uptag	CRISPRi [RBD2]	TM_0893	PHO13_F1::URA4_F3	PHO13:URA4	PHO13	URA4	YDL236W	YLR420W	49.619	12.38137171	12.31495138	12.39361391	12.33880137	12.42690243	12.30489316	-0.006446677	-0.024510962	0.063590104	0.900575342	0.988132536
uptag	CRISPRi [RBD2]	TM_4116	MET8_F1::MET8_F3	MET8:MET8	MET8	MET8	YBR213W	YBR213W	84.649	11.59853332	11.55575545	11.67307347	11.47802803	11.41357504	11.41009797	-0.1752204	-0.131092716	-0.195545703	0.011160632	0.986390772
uptag	CRISPRi [RBD2]	TM_0953	ATG27_F1::VPS5_F3	ATG27:VPS5	ATG27	VPS5	YJL178C	YOR069W	49.683	12.1769315	11.87481489	11.95627935	12.13765294	11.90795469	12.01009679	0.015892898	0.134977698	-0.094720553	0.878476905	0.988132536
uptag	CRISPRi [RBD2]	TM_0602	ARP2_F1::LAS17_F3	ARP2:LAS17	ARP2	LAS17	YDL029W	YOR181W	51.807	9.958939316	10.8227036	10.90919306	11.30856657	10.76964503	10.72343342	0.37026968	0.744954575	0.206033039	0.265838981	0.986390772
uptag	CRISPRi [RBD2]	TM_3538	FMP45_F1::FMP45_F3	FMP45:FMP45	FMP45	FMP45	YDL222C	YDL222C	88.968	12.12465985	12.19887472	12.07947367	12.08762858	12.11975171	12.14119178	-0.018145388	-0.046707498	-0.014584368	0.707226384	0.986390772
uptag	CRISPRi [RBD2]	TM_3201	ORM2_F1::ERV25_F3	ORM2:ERV25	ORM2	ERV25	YLR350W	YML012W	70.333	11.81118735	11.98229249	11.95425691	11.69236849	11.92956664	11.98593679	-0.046621609	-0.223543756	0.013654394	0.636205213	0.986390772
uptag	CRISPRi [RBD2]	TM_3401	VMA7_F1::VPH1_F3	VMA7:VPH1	VMA7	VPH1	YGR020C	YOR270C	93.757	10.94033807	10.97104053	10.53303766	10.92362461	10.73631736	10.56884284	-0.071877151	0.10881919	-0.078488058	0.648757787	0.986390772
uptag	CRISPRi [RBD2]	TM_1867	SHE3_F1::TPM2_F3	SHE3:TPM2	SHE3	TPM2	YBR130C	YIL138C	39.736	11.46881069	11.50447143	11.12084265	10.04916787	11.74420315	11.37881865	-0.307311698	-1.315540385	0.379494894	0.515997165	0.986390772
uptag	CRISPRi [RBD2]	TM_2317	HNM1_F1::PDR5_F3	HNM1:PDR5	HNM1	PDR5	YGL077C	YOR153W	62.721	11.77025093	12.31917345	12.42237143	12.34968668	12.40366006	12.42329978	0.221616906	0.17908808	0.233061458	0.250827425	0.986390772
uptag	CRISPRi [RBD2]	TM_4226	APL4_F1::ENT3_F3	APL4:ENT3	APL4	ENT3	YPR029C	YJR125C	61.564	11.79803971	11.61501651	12.02640817	11.80727441	11.24255884	11.67970001	-0.236643709	-0.005880384	-0.570595954	0.232828402	0.986390772
uptag	CRISPRi [RBD2]	TM_3230	EBP2_F1::BRX1_F3	EBP2:BRX1	EBP2	BRX1	YKL172W	YOL077C	70.787	10.73631736	11.35727707	11.46881069	10.87764201	10.66619441	11.05945713	-0.319703857	-0.309826361	-0.521273967	0.190924096	0.986390772
uptag	CRISPRi [RBD2]	TM_2747	PST2_F1::YLR326W_F3	PST2:YLR326W	PST2	YLR326W	YDR032C	YLR326W	63.99	12.01319471	12.05257937	12.05897258	12.0194054	12.02386984	12.12561796	0.01471551	-0.022176822	-0.017712383	0.758383697	0.986390772
uptag	CRISPRi [RBD2]	TM_1399	PCK1_F1::PCK1_F3	PCK1:PCK1	PCK1	PCK1	YKR097W	YKR097W	7.461	12.30520676	12.16188768	12.11108132	12.14924963	12.15854658	12.15886211	-0.037172484	-0.043475627	-0.034178676	0.55210219	0.986390772
uptag	CRISPRi [RBD2]	TM_3139	CDC11_F1::CDC11_F3	CDC11:CDC11	CDC11	CDC11	YJR076C	YJR076C	65.479	11.96542357	12.00480567	12.04589614	12.04465595	12.10849179	11.92239857	0.019806977	0.039280823	0.103116661	0.751660549	0.986390772
uptag	CRISPRi [RBD2]	TM_1061	EMC5_F1::ERV25_F3	EMC5:ERV25	EMC5	ERV25	YIL027C	YML012W	44.918	12.65947567	12.62852149	12.54477934	12.69063098	12.52323522	12.59493104	-0.007993083	0.07970548	-0.087690275	0.898028503	0.988132536
uptag	CRISPRi [RBD2]	TM_1494	GAR1_F1::PWP1_F3	GAR1:PWP1	GAR1	PWP1	YHR089C	YLR196W	42.76	11.88117771	11.80239519	11.80372753	11.88531506	11.82904879	11.8103708	0.012478076	0.056214919	-5.14E-05	0.786048028	0.986390772
uptag	CRISPRi [RBD2]	TM_3048	CTR2_F1::CTR2_F3	CTR2:CTR2	CTR2	CTR2	YHR175W	YHR175W	50.547	12.36456331	12.38533216	12.24737374	12.42738269	12.2782268	12.25875249	-0.010969078	0.094959617	-0.05419627	0.873916424	0.988132536
uptag	CRISPRi [RBD2]	TM_2578	ERV25_F1::CPT1_F3	ERV25:CPT1	ERV25	CPT1	YML012W	YNL130C	54.492	12.24062241	12.14032919	12.23742908	12.22643226	12.22643226	12.31495138	0.049811741	0.02030537	0.02030537	0.355944524	0.986390772
uptag	CRISPRi [RBD2]	TM_3847	AKR1_F1::RBD2_F3	AKR1:RBD2	AKR1	RBD2	YDR264C	YPL246C	81.056	8.432681083	8.572763377	7.867896464	8.786923022	7.594946589	7.765976681	-0.241831544	0.495809381	-0.696167052	0.529243691	0.986390772
uptag	CRISPRi [RBD2]	TM_1018	PST2_F1::YGL108C_F3	PST2:YGL108C	PST2	YGL108C	YDR032C	YGL108C	46.179	12.0495196	12.09884359	11.87977468	12.06054958	11.90648979	11.98146025	-0.026546078	0.051170296	-0.102889496	0.734567905	0.986390772
uptag	CRISPRi [RBD2]	TM_0542	SMI1_F1::SEC26_F3	SMI1:SEC26	SMI1	SEC26	YGR229C	YDR238C	63.267	12.61684746	12.58942488	12.65681215	12.59293194	12.67665499	12.54987289	-0.014541557	-0.028096224	0.055626826	0.773940402	0.986390772
uptag	CRISPRi [RBD2]	TM_3120	PAN5_F1::PAN5_F3	PAN5:PAN5	PAN5	PAN5	YHR063C	YHR063C	70.802	12.4825811	12.46692616	12.50630758	12.46264285	12.49348022	12.3978796	-0.033937388	-2.26E-02	0.008208608	0.448572458	0.986390772
uptag	CRISPRi [RBD2]	TM_1906	NUP82_F1::NUP82_F3	NUP82:NUP82	NUP82	NUP82	YJL061W	YJL061W	47.387	12.40544288	12.273883	12.28328132	12.45764593	12.25682295	12.34585798	0.032573223	0.136776866	-0.064046113	0.652712862	0.986390772
uptag	CRISPRi [RBD2]	TM_3637	RAD51_F1::RAD51_F3	RAD51:RAD51	RAD51	RAD51	YER095W	YER095W	75.366	5.223679967	5.564276538	5.223679967	5.28169825	5.403722186	5.183221824	-0.047664737	-0.055513907	0.066510029	0.690701161	0.986390772
uptag	CRISPRi [RBD2]	TM_2251	GRE3_F1::GRE3_F3	GRE3:GRE3	GRE3	GRE3	YHR104W	YHR104W	58.079	12.25599241	12.36713259	12.22110373	12.30740006	12.273883	12.32842249	0.021825609	0.025990488	-0.007526577	0.685797742	0.986390772
uptag	CRISPRi [RBD2]	TM_3000	GDH2_F1::GDH2_F3	GDH2:GDH2	GDH2	GDH2	YDL215C	YDL215C	87.951	11.96354637	12.08707604	12.04465595	11.92096067	12.11903837	11.94135333	-0.037975326	-0.110798779	0.087278921	0.603653614	0.986390772
uptag	CRISPRi [RBD2]	TM_3042	FTH1_F1::PMC1_F3	FTH1:PMC1	FTH1	PMC1	YBR207W	YGL006W	40.921	12.27439757	12.26399291	12.24062241	12.26767429	12.2514331	12.2696673	0.003253931	0.008003327	-0.008237866	0.927985845	0.98852126
uptag	CRISPRi [RBD2]	TM_3183	WHI3_F1::WHI3_F3	WHI3:WHI3	WHI3	WHI3	YNL197C	YNL197C	63.369	12.43219389	12.46446066	12.45764593	12.28980757	12.42864805	12.46168407	-0.058053593	-0.161625919	-0.022785438	0.339296318	0.986390772
uptag	CRISPRi [RBD2]	TM_3123	ERV29_F1::SEY1_F3	ERV29:SEY1	ERV29	SEY1	YGR284C	YOR165W	67.327	11.55575545	11.5118844	11.55722435	11.35727707	11.52380696	11.64184102	-0.033979717	-0.184344327	-0.017814443	0.67739439	0.986390772
uptag	CRISPRi [RBD2]	TM_1425	EBP2_F1::PWP1_F3	EBP2:PWP1	EBP2	PWP1	YKL172W	YLR196W	45.626	12.17082223	12.10954775	12.08707604	12.037444	12.09175492	12.18095549	-0.0190972	-0.085038006	-0.030727084	0.729143654	0.986390772
uptag	CRISPRi [RBD2]	TM_0969	ERV25_F1::PIS1_F3	ERV25:PIS1	ERV25	PIS1	YML012W	YPR113W	49.235	12.26130162	12.23742908	12.29869268	12.17082223	12.31540433	12.38091195	0.023238381	-0.094985558	0.049596543	0.72689344	0.986390772
uptag	CRISPRi [RBD2]	TM_1878	PMC1_F1::VMA7_F3	PMC1:VMA7	PMC1	VMA7	YGL006W	YGR020C	47.873	11.03349183	9.843397672	9.763212367	10.35090236	10.04916787	10.39063473	0.05020103	0.137535069	-0.164199417	0.892914693	0.988132536
uptag	CRISPRi [RBD2]	TM_2992	HNM1_F1::TPO2_F3	HNM1:TPO2	HNM1	TPO2	YGL077C	YGR138C	48.877	11.73979467	11.89792107	11.82262394	11.78530261	11.76626663	11.83361487	-0.025051858	-0.03481062	-0.053846599	0.655370768	0.986390772
uptag	CRISPRi [RBD2]	TM_3199	PEP1_F1::VPS5_F3	PEP1:VPS5	PEP1	VPS5	YBL017C	YOR069W	51.844	12.47154821	12.34449935	12.37815033	12.40809971	12.36372412	12.36204426	-0.020109932	0.01003375	-0.034341844	0.687979349	0.986390772
uptag	CRISPRi [RBD2]	TM_1102	UBX2_F1::UBX2_F3	UBX2:UBX2	UBX2	UBX2	YML013W	YML013W	37.787	12.44200177	12.37446898	12.48370663	12.42237143	12.35811087	12.39650667	-0.041062804	-0.011021032	-0.075281593	0.40070632	0.986390772
uptag	CRISPRi [RBD2]	TM_3210	CPT1_F1::CPT1_F3	CPT1:CPT1	CPT1	CPT1	YNL130C	YNL130C	42.174	11.59388905	11.99028128	11.93469832	11.34845154	11.95127257	12.00070427	-0.072813424	-0.491171346	0.111649687	0.736881327	0.986390772
uptag	CRISPRi [RBD2]	TM_0886	EMW1_F1::EFT1_F3	EMW1:EFT1	EMW1	EFT1	YNL313C	YOR133W	38.569	11.67485431	11.81587692	11.8776484	11.5876994	11.83125445	11.83240218	-0.039007868	-0.201760482	0.041794578	0.683260189	0.986390772
uptag	CRISPRi [RBD2]	TM_1268	EMC5_F1::EMC5_F3	EMC5:EMC5	EMC5	EMC5	YIL027C	YIL027C	38.566	12.17563271	12.10001618	12.19887472	12.09794433	12.08198267	12.05041554	-0.081393693	-0.060230211	-0.076191867	0.109999561	0.986390772
uptag	CRISPRi [RBD2]	TM_3188	ITR1_F1::ITR1_F3	ITR1:ITR1	ITR1	ITR1	YDR497C	YDR497C	87.233	12.4814631	12.52587149	12.5463318	12.58630032	12.57290545	12.55938506	0.054974813	0.068411521	0.055016657	0.193564041	0.986390772
uptag	CRISPRi [RBD2]	TM_3221	GLR1_F1::GLR1_F3	GLR1:GLR1	GLR1	GLR1	YPL091W	YPL091W	54.127	12.13701247	12.18895967	12.03540626	12.20148071	12.08117272	12.19845527	0.039910102	0.081021248	-0.039286748	0.532645233	0.986390772
uptag	CRISPRi [RBD2]	TM_3164	PRS1_F1::PRS5_F3	PRS1:PRS5	PRS1	PRS5	YKL181W	YOL061W	67.73	12.62541967	12.61195462	12.62218913	12.51160442	12.62218913	12.63298763	-0.030927413	-0.108250048	0.002334653	0.531521465	0.986390772
uptag	CRISPRi [RBD2]	TM_3452	SYP1_F1::SYP1_F3	SYP1:SYP1	SYP1	SYP1	YCR030C	YCR030C	73.315	12.48910368	12.38091195	12.42404378	12.54542305	12.47154821	12.39511458	0.039342143	0.11406991	0.040195073	0.507803462	0.986390772
uptag	CRISPRi [RBD2]	TM_3920	SMI1_F1::DNF1_F3	SMI1:DNF1	SMI1	DNF1	YGR229C	YER166W	55.773	12.23887242	12.28744305	11.94428502	12.1224937	12.06598825	12.06761922	-0.071499774	-0.034373133	-0.09087858	0.489504995	0.986390772
uptag	CRISPRi [RBD2]	TM_3310	DHH1_F1::DCP2_F3	DHH1:DCP2	DHH1	DCP2	YDL160C	YNL118C	69.124	11.11614899	10.47866852	10.58737124	11.05945713	10.94471206	10.73631736	0.186099269	0.332060883	0.217315812	0.356748033	0.986390772
uptag	CRISPRi [RBD2]	TM_0385	GAR1_F1::BRX1_F3	GAR1:BRX1	GAR1	BRX1	YHR089C	YOL077C	57.95	12.49960509	12.42237143	12.47070971	12.45994385	12.4108753	12.41363674	-0.036076777	-0.004284893	-0.053353441	0.407123106	0.986390772
uptag	CRISPRi [RBD2]	TM_3235	VMA21_F1::VMA13_F3	VMA21:VMA13	VMA21	VMA13	YGR105W	YPR036W	61.055	11.67307347	11.70163858	11.89337738	11.61581353	11.64952565	11.67111347	-0.110545592	-0.140216282	-0.10650416	0.157543743	0.986390772
uptag	CRISPRi [RBD2]	TM_3203	CAX4_F1::CAX4_F3	CAX4:CAX4	CAX4	CAX4	YGR036C	YGR036C	77.7	12.2188306	12.12138242	12.33668321	12.2477001	12.28744305	12.32597061	0.061405843	0.022068019	0.061810973	0.379692583	0.986390772
uptag	CRISPRi [RBD2]	TM_3088	APL4_F1::APL4_F3	APL4:APL4	APL4	APL4	YPR029C	YPR029C	51.059	12.42452499	12.53783315	12.57290545	12.45891921	12.6426384	12.59446457	0.053586197	-0.052835324	0.130883871	0.461601348	0.986390772
uptag	CRISPRi [RBD2]	TM_0593	SIS1_F1::CHC1_F3	SIS1:CHC1	SIS1	CHC1	YNL007C	YGL206C	43.718	12.25507776	12.15581963	12.11726431	12.19650992	12.11808671	12.09513325	-0.039477274	0.020456019	-0.057967194	0.494752776	0.986390772
uptag	CRISPRi [RBD2]	TM_0917	LPP1_F1::LPP1_F3	LPP1:LPP1	LPP1	LPP1	YDR503C	YDR503C	42.839	12.11543387	12.07563513	11.91110482	12.03431753	11.94825771	11.85113738	-0.089487067	0.000259586	-0.085800228	0.286217143	0.986390772
uptag	CRISPRi [RBD2]	TM_2051	ARP2_F1::VRP1_F3	ARP2:VRP1	ARP2	VRP1	YDL029W	YLR337C	37.311	10.97104053	10.87764201	11.16421557	10.78498921	11.23904155	10.66619441	-0.107557653	-0.219310169	0.234742176	0.541012113	0.986390772
uptag	CRISPRi [RBD2]	TM_0667	DHH1_F1::PBP1_F3	DHH1:PBP1	DHH1	PBP1	YDL160C	YGR178C	47.811	12.02386984	11.98714556	11.90648979	12.12561796	12.00948458	11.84418267	0.020593338	0.153116227	0.036982848	0.808767244	0.986390772
uptag	CRISPRi [RBD2]	TM_1081	OLE1_F1::CAB3_F3	OLE1:CAB3	OLE1	CAB3	YGL055W	YKL088W	35.795	12.32746844	12.38570964	12.30151525	12.44250295	12.44380692	12.49246244	0.121359661	0.104271842	0.105575811	0.027859438	0.986390772
uptag	CRISPRi [RBD2]	TM_1072	FAT1_F1::ERG7_F3	FAT1:ERG7	FAT1	ERG7	YBR041W	YHR072W	43.569	12.48598859	12.49028264	12.34156515	12.35675456	12.48978944	12.49622132	0.008309642	-0.082524233	0.050510639	0.902493628	0.988132536
uptag	CRISPRi [RBD2]	TM_0835	OSH7_F1::TPO4_F3	OSH7:TPO4	OSH7	TPO4	YHR001W	YOR273C	44.91	12.36012464	12.41254338	12.63891854	12.36456331	12.52142868	12.65119374	0.041866389	-0.105965543	0.050899824	0.704485601	0.986390772
uptag	CRISPRi [RBD2]	TM_3095	FAT1_F1::FAT1_F3	FAT1:FAT1	FAT1	FAT1	YBR041W	YBR041W	53.125	12.25653305	12.2219395	12.17406222	12.36130414	12.09261401	12.27290189	0.024761758	0.14379255	-0.12489758	0.75799955	0.986390772
uptag	CRISPRi [RBD2]	TM_0584	HSP30_F1::TCB3_F3	HSP30:TCB3	HSP30	TCB3	YCR021C	YML072C	34.107	12.3334815	12.18746549	12.21703881	12.33668321	12.21703881	12.28580676	0.033847662	0.090687945	-0.028956456	0.579628058	0.986390772
uptag	CRISPRi [RBD2]	TM_0731	MSP1_F1::ALO1_F3	MSP1:ALO1	MSP1	ALO1	YGR028W	YML086C	35.554	12.19794359	12.1666757	12.19617177	12.28897178	12.20814289	12.25988054	0.065401385	0.102041428	0.021212536	0.150952676	0.986390772
uptag	CRISPRi [RBD2]	TM_3296	SSH1_F1::ERV25_F3	SSH1:ERV25	SSH1	ERV25	YBR283C	YML012W	65.95	11.76626663	11.68846888	11.49831736	11.90440883	11.80901779	11.53362175	0.097998497	0.253391206	0.158000162	0.44337488	0.986390772
uptag	CRISPRi [RBD2]	TM_2980	USO1_F1::USO1_F3	USO1:USO1	USO1	USO1	YDL058W	YDL058W	41.802	12.11376387	12.0065131	11.98861369	12.05741642	11.96715419	11.98016338	-0.034718882	0.021119542	-0.069142689	0.531369907	0.986390772
uptag	CRISPRi [RBD2]	TM_3263	DEF1_F1::ADE17_F3	DEF1:ADE17	DEF1	ADE17	YKL054C	YMR120C	28.833	11.36981542	10.27235763	9.679656027	11.68544964	9.276357079	10.21209102	-0.049310447	1.244839946	-1.164252613	0.947641739	0.994609405
uptag	CRISPRi [RBD2]	TM_3176	FTR1_F1::TCB3_F3	FTR1:TCB3	FTR1	TCB3	YER145C	YML072C	54.705	12.08367876	12.00070427	11.93294059	12.07404109	12.00948458	12.0065131	0.024238378	0.068266544	0.003710036	0.661742029	0.986390772
uptag	CRISPRi [RBD2]	TM_3131	PHO88_F1::LAC1_F3	PHO88:LAC1	PHO88	LAC1	YBR106W	YKL008C	61.968	12.23369956	12.12627427	12.15494466	12.11543387	12.10913416	12.06313663	-0.07573794	-0.056205627	-0.062505331	0.144230098	0.986390772
uptag	CRISPRi [RBD2]	TM_0808	FTR1_F1::TPO2_F3	FTR1:TPO2	FTR1	TPO2	YER145C	YGR138C	14.87	12.4108753	12.47448336	12.63298763	12.36372412	12.59825415	12.55390123	-0.000822262	-0.142391312	0.092138723	0.992872532	0.998569142
uptag	CRISPRi [RBD2]	TM_2331	PMC1_F1::ATG27_F3	PMC1:ATG27	PMC1	ATG27	YGL006W	YJL178C	30.242	12.31658795	12.18684675	12.25507776	12.23513666	12.2190374	12.18387312	-0.040155094	-0.017700825	-0.033800092	0.429975702	0.986390772
uptag	CRISPRi [RBD2]	TM_0549	FMP45_F1::MSC3_F3	FMP45:MSC3	FMP45	MSC3	YDL222C	YLR219W	34.366	12.21105682	12.19319678	12.2477001	12.14548641	12.17406222	12.27048028	-0.0206416	-0.071831494	-0.043255681	0.681011088	0.986390772
uptag	CRISPRi [RBD2]	TM_0833	SFT2_F1::ATG27_F3	SFT2:ATG27	SFT2	ATG27	YBL102W	YJL178C	40.829	12.18205288	12.12561796	12.18454479	12.10934097	12.12138242	12.11557475	-0.048639163	-0.054730908	-0.042689457	0.237812107	0.986390772
uptag	CRISPRi [RBD2]	TM_3260	EMP70_F1::YMR010W_F3	EMP70:YMR010W	EMP70	YMR010W	YLR083C	YMR010W	50.045	12.36880654	12.14392524	12.22045895	12.33489709	12.23577492	12.30520676	0.047562682	0.090500182	-0.008621988	0.517006554	0.986390772
uptag	CRISPRi [RBD2]	TM_3191	PST2_F1::GPA2_F3	PST2:GPA2	PST2	GPA2	YDR032C	YER020W	55.846	9.391386813	9.391386813	9.124035127	9.391386813	9.124035127	9.079840303	-0.103848837	0.089117229	-0.178234458	0.40384509	0.986390772
uptag	CRISPRi [RBD2]	TM_4263	OLE1_F1::PPZ1_F3	OLE1:PPZ1	OLE1	PPZ1	YGL055W	YML016C	66.579	11.83031713	11.92239857	12.00584674	11.8461237	11.85113738	11.75180903	-0.103164108	-0.073397109	-0.068383433	0.139795362	0.986390772
uptag	CRISPRi [RBD2]	TM_1864	YCR043C_F1::TVP15_F3	YCR043C:TVP15	YCR043C	TVP15	YCR043C	YDR100W	28.608	12.29146811	12.2477001	12.20976303	12.29634268	12.33805851	12.19080208	0.025424012	0.046698938	0.088414762	0.650300454	0.986390772
uptag	CRISPRi [RBD2]	TM_2183	FTH1_F1::MEH1_F3	FTH1:MEH1	FTH1	MEH1	YBR207W	YKR007W	30.658	11.75984658	12.22805707	12.23787717	11.71967402	12.05163946	12.02298037	-0.143828988	-0.355586249	-0.023620808	0.411681042	0.986390772
uptag	CRISPRi [RBD2]	TM_4167	FTR1_F1::HNM1_F3	FTR1:HNM1	FTR1	HNM1	YER145C	YGL077C	51.905	12.39361391	12.29700222	12.33537174	12.20893541	12.31013938	12.30222003	-0.068231015	-0.133060542	-0.031856576	0.214187864	0.986390772
uptag	CRISPRi [RBD2]	TM_3028	YMR010W_F1::VPS5_F3	YMR010W:VPS5	YMR010W	VPS5	YMR010W	YOR069W	27.158	12.32904883	12.30520676	12.33489709	12.24477014	12.34907846	12.3008959	-0.024802725	-0.078280749	0.026027567	0.579848793	0.986390772
uptag	CRISPRi [RBD2]	TM_3121	MEP3_F1::MEP3_F3	MEP3:MEP3	MEP3	MEP3	YPR138C	YPR138C	49.928	12.37138643	12.37366271	12.34775054	12.51707881	12.40206163	12.51898503	0.115108597	0.152812247	0.037795076	0.051052564	0.986390772
uptag	CRISPRi [RBD2]	TM_1778	TVP15_F1::HXT1_F3	TVP15:HXT1	TVP15	HXT1	YDR100W	YHR094C	42.548	11.81878187	11.88758873	11.84160366	11.66601683	11.82174741	11.85177506	-0.069478318	-0.183307922	-0.027577341	0.29892354	0.986390772
uptag	CRISPRi [RBD2]	TM_1038	OLE1_F1::ILM1_F3	OLE1:ILM1	OLE1	ILM1	YGL055W	YJR118C	28.267	12.60761543	12.74753566	12.70206444	12.66769554	12.68536933	12.73261263	0.009487326	-0.018042969	-0.000369179	0.857326685	0.988132536
uptag	CRISPRi [RBD2]	TM_2124	SYP1_F1::SHS1_F3	SYP1:SHS1	SYP1	SHS1	YCR030C	YDL225W	30.093	12.24892574	12.23577492	12.25875249	12.01884927	12.13543141	12.16508495	-0.14136251	-0.22896845	-0.112386312	0.032133149	0.986390772
uptag	CRISPRi [RBD2]	TM_2881	DOS2_F1::YMR010W_F3	DOS2:YMR010W	DOS2	YMR010W	YDR068W	YMR010W	28.328	11.66323193	11.92956664	11.97295586	11.86801226	11.84791863	11.93717762	0.029118025	0.012760778	-0.007332846	0.758726782	0.986390772
uptag	CRISPRi [RBD2]	TM_3287	EHT1_F1::ALO1_F3	EHT1:ALO1	EHT1	ALO1	YBR177C	YML086C	71.44	11.85360846	11.8913407	11.82174741	11.91633979	11.80372753	11.63126802	-0.07178708	0.060774267	-0.051837999	0.398220242	0.986390772
uptag	CRISPRi [RBD2]	TM_3143	DID4_F1::SNF7_F3	DID4:SNF7	DID4	SNF7	YKL002W	YLR025W	37.712	12.12738179	12.32500557	12.17851962	12.1968275	12.19617177	12.06355238	-0.058118441	-0.013474826	-0.01413055	0.440659661	0.986390772
uptag	CRISPRi [RBD2]	TM_3883	MYO5_F1::MYO5_F3	MYO5:MYO5	MYO5	MYO5	YMR109W	YMR109W	64.454	12.50185377	12.42864805	12.34585798	12.40892234	12.46525178	12.42060942	0.006141245	-0.01653093	0.039798512	0.910307267	0.988132536
uptag	CRISPRi [RBD2]	TM_3252	PHO88_F1::OLE1_F3	PHO88:OLE1	PHO88	OLE1	YBR106W	YGL055W	62.09	11.61581353	11.61279172	11.01585639	11.63252573	11.67307347	11.39558769	0.152241748	0.217705184	0.25825292	0.443213887	0.986390772
uptag	CRISPRi [RBD2]	TM_2556	EMC5_F1::PIS1_F3	EMC5:PIS1	EMC5	PIS1	YIL027C	YPR113W	20.038	11.42125837	10.83812714	11.10477346	10.8448888	10.5949155	9.843397672	-0.693652332	-0.276497519	-0.526470826	0.056197195	0.986390772
uptag	CRISPRi [RBD2]	TM_2083	MYO5_F1::LAS17_F3	MYO5:LAS17	MYO5	LAS17	YMR109W	YOR181W	25.346	11.95768249	11.90648979	12.07489964	11.93717762	11.97921081	11.95890308	-0.021260135	-0.042513016	-0.000479827	0.708984504	0.986390772
uptag	CRISPRi [RBD2]	TM_0787	TPO1_F1::MID2_F3	TPO1:MID2	TPO1	MID2	YLL028W	YLR332W	35.639	12.48462153	12.41604098	12.47753905	12.3973805	12.42002161	12.49140218	-0.02313242	-0.062020015	-0.039378912	0.623313336	0.986390772
uptag	CRISPRi [RBD2]	TM_3411	EHT1_F1::SNA3_F3	EHT1:SNA3	EHT1	SNA3	YBR177C	YJL151C	56.448	11.69675024	11.77824144	11.69503975	11.55425308	11.81660371	11.7534257	-0.015249646	-0.169090728	0.093259899	0.850668882	0.988132536
uptag	CRISPRi [RBD2]	TM_3182	PHO88_F1::HXT1_F3	PHO88:HXT1	PHO88	HXT1	YBR106W	YHR094C	57.167	11.46415431	11.37208511	11.51137381	11.28038414	11.52688228	11.46415431	-0.025397502	-0.168820267	0.077677865	0.75646425	0.986390772
uptag	CRISPRi [RBD2]	TM_3118	ERV29_F1::ERP5_F3	ERV29:ERP5	ERV29	ERP5	YGR284C	YHR110W	36.368	12.85720347	12.82434224	12.71388766	12.80710667	12.80710667	12.82434224	0.014374068	0.008628877	0.008628877	0.780970861	0.986390772
uptag	CRISPRi [RBD2]	TM_3021	GPA2_F1::HNM1_F3	GPA2:HNM1	GPA2	HNM1	YER020W	YGL077C	48.202	12.29869268	12.17794893	12.11543387	12.06810648	12.085395	12.1714583	-0.089038565	-0.129252015	-0.111963491	0.202799367	0.986390772
uptag	CRISPRi [RBD2]	TM_4289	GPA2_F1::MID2_F3	GPA2:MID2	GPA2	MID2	YER020W	YLR332W	66.683	12.20612915	12.33805851	12.31771409	12.28153405	12.28897178	12.382588	0.030397366	-0.005766528	0.001671203	0.600561628	0.986390772
uptag	CRISPRi [RBD2]	TM_4054	EMC5_F1::PHO86_F3	EMC5:PHO86	EMC5	PHO86	YIL027C	YJL117W	66.522	12.2904029	12.28680801	12.08415509	12.3537809	12.28580676	12.35147301	0.109898225	0.133325567	0.065351433	0.162192041	0.986390772
uptag	CRISPRi [RBD2]	TM_3366	SNF7_F1::SNF7_F3	SNF7:SNF7	SNF7	SNF7	YLR025W	YLR025W	54.135	5.429615964	5.723376529	5.882643049	5.403722186	10.40758644	5.358724451	1.378132511	-0.274822995	4.729041258	0.366737627	0.986390772
