UP-DN	Condition	Tag	PPI.long	PPI.short	Gene.1	Gene.2	ORF.1	ORF.2	AUC	guide.RBD2.1	guide.RBD2.2	guide.RBD2.3	guide.RBD2.ATC.1	guide.RBD2.ATC.2	guide.RBD2.ATC.3	FC.avg	FC.rep1	FC.rep2	p.val	q.val
uptag	CRISPRi [RBD2]	TM_1345	MET3_F1::MET3_F3	MET3:MET3	MET3	MET3	YJR010W	YJR010W	51.972	11.888312	11.70711464	11.84900104	11.8103708	11.65396464	11.78977815	-0.063438027	-0.004438424	-0.160844581	0.401270671	0.986390772
uptag	CRISPRi [RBD2]	TM_3728	IMD3_F1::IMD4_F3	IMD3:IMD4	IMD3	IMD4	YLR432W	YML056C	110.864	5.139551352	9.763212367	9.391386813	9.763212367	8.572763377	9.516487981	1.186104397	1.665162189	0.474713199	0.390731643	0.986390772
uptag	CRISPRi [RBD2]	TM_3802	OLE1_F1::OLE1_F3	OLE1:OLE1	OLE1	OLE1	YGL055W	YGL055W	112.204	11.57761765	11.47802803	11.23024065	11.56814614	11.46881069	11.63465982	0.128576773	0.139517366	0.040181913	0.251928749	0.986390772
uptag	CRISPRi [RBD2]	TM_3747	MUP1_F1::MUP1_F3	MUP1:MUP1	MUP1	MUP1	YGR055W	YGR055W	107.518	12.03330828	12.03830173	11.74139676	11.92239857	12.09735182	12.03016132	0.078968314	-0.015270352	0.159682895	0.453611261	0.986390772
uptag	CRISPRi [RBD2]	TM_4013	PIS1_F1::PIS1_F3	PIS1:PIS1	PIS1	PIS1	YPR113W	YPR113W	97.507	11.41357504	11.12084265	11.23621356	11.43887847	11.31937106	11.08805942	0.025225898	0.182001383	0.062493973	0.836166683	0.988132536
uptag	CRISPRi [RBD2]	TM_1337	HOM3_F1::FPR1_F3	HOM3:FPR1	HOM3	FPR1	YER052C	YNL135C	NA	12.01463658	12.24340211	12.08198267	12.04794184	12.23887242	12.22247293	0.056421945	-0.06539861	0.125531971	0.524364825	0.986390772
uptag	CRISPRi [RBD2]	TM_1133	RBD2_F1::RBD2_F3	RBD2:RBD2	RBD2	RBD2	YPL246C	YPL246C	95.643	11.48636578	11.5966712	11.82556835	12.00266268	11.57541319	11.62464317	0.098037903	0.366460902	-0.060788587	0.523411242	0.986390772
uptag	CRISPRi [RBD2]	TM_3886	YNK1_F1::YNK1_F3	YNK1:YNK1	YNK1	YNK1	YKL067W	YKL067W	102.553	11.93469832	12.08117272	12.04652153	11.94825771	12.03330828	11.80727441	-0.091184055	-0.072539811	0.012510757	0.267095701	0.986390772
uptag	CRISPRi [RBD2]	TM_3805	ARF1_F1::HXT1_F3	ARF1:HXT1	ARF1	HXT1	YDL192W	YHR094C	95.749	11.27699674	10.69508326	10.98719294	5.01346226	10.72343342	11.00159585	-2.073593805	-5.972962054	-0.262990897	0.254842421	0.986390772
uptag	CRISPRi [RBD2]	TM_0659	SRV2_F1::SRV2_F3	SRV2:SRV2	SRV2	SRV2	YNL138W	YNL138W	93.776	11.66601683	11.83711541	11.69024539	11.34196352	11.35727707	11.67485431	-0.273094243	-0.389162359	-0.373848801	0.044477469	0.986390772
uptag	CRISPRi [RBD2]	TM_0764	NSR1_F1::DBP2_F3	NSR1:DBP2	NSR1	DBP2	YGR159C	YNL112W	83.489	11.55041012	11.50901619	11.42125837	11.65396464	11.55947269	11.51086305	0.081205237	0.160403085	0.065911136	0.212140706	0.986390772
uptag	CRISPRi [RBD2]	TM_0017	GIR2_F1::GCN1_F3	GIR2:GCN1	GIR2	GCN1	YDR152W	YGL195W	100.7431	12.54167745	12.59624412	12.64035039	12.61949402	12.73882412	12.55855624	0.046200805	0.026736697	0.1460668	0.473367202	0.986390772
uptag	CRISPRi [RBD2]	TM_3596	HNT1_F1::HNT1_F3	HNT1:HNT1	HNT1	HNT1	YDL125C	YDL125C	93.774	11.64541826	12.04348304	11.97150763	11.75865352	11.81435548	11.94628492	-0.047038338	-0.128149462	-0.072447494	0.702920027	0.986390772
uptag	CRISPRi [RBD2]	TM_1358	YNL247W_F1::YNL247W_F3	YNL247W:YNL247W	YNL247W	YNL247W	YNL247W	YNL247W	87.924	9.516487981	10.53303766	11.03349183	5.475733431	11.38963134	10.98719294	-1.07681992	-4.885272393	1.028625516	0.536773796	0.986390772
uptag	CRISPRi [RBD2]	TM_3321	ERV29_F1::ERV25_F3	ERV29:ERV25	ERV29	ERV25	YGR284C	YML012W	92.809	11.90296544	11.74806703	11.61581353	12.02916067	11.79668859	11.76626663	0.1084233	0.273545339	0.041073264	0.337574333	0.986390772
uptag	CRISPRi [RBD2]	TM_3185	VPH1_F1::VMA13_F3	VPH1:VMA13	VPH1	VMA13	YOR270C	YPR036W	88.139	11.29997115	10.86823095	11.23904155	11.02518571	10.88447582	10.87764201	-0.206646702	-0.110562171	-0.251272065	0.149888865	0.986390772
uptag	CRISPRi [RBD2]	TM_4056	CBF1_F1::CBF1_F3	CBF1:CBF1	CBF1	CBF1	YJR060W	YJR060W	85.003	11.61054812	11.66756989	11.35727707	11.62360719	11.64357063	11.63665483	0.089479184	0.078475491	0.098438932	0.342648097	0.986390772
uptag	CRISPRi [RBD2]	TM_0144	SEC61_F1::SEC62_F3	SEC61:SEC62	SEC61	SEC62	YLR378C	YPL094C	85.0481	12.44071347	12.54224193	12.56854995	12.53345952	12.61949402	12.37202161	-0.008843398	0.016291075	0.102325569	0.911819714	0.988132536
uptag	CRISPRi [RBD2]	TM_3992	FCY1_F1::FCY1_F3	FCY1:FCY1	FCY1	FCY1	YPR062W	YPR062W	80.566	11.98320146	12.23369956	12.21174637	12.17011284	12.11078778	12.17302122	0.008424817	0.027230378	-0.032094681	0.916199443	0.988132536
uptag	CRISPRi [RBD2]	TM_1644	HOG1_F1::RCK2_F3	HOG1:RCK2	HOG1	RCK2	YLR113W	YLR248W	95.033	11.96715419	11.84160366	11.70163858	11.94428502	11.80140524	11.88595053	0.040414786	0.107486211	-0.035393569	0.632634354	0.986390772
uptag	CRISPRi [RBD2]	TM_0121	SNA3_F1::KES1_F3	SNA3:KES1	SNA3	KES1	YJL151C	YPL145C	82.9009	12.05343947	12.46395855	12.44380692	12.382588	12.46692616	12.46692616	0.118411792	0.062186357	0.146524509	0.359576461	0.986390772
uptag	CRISPRi [RBD2]	TM_0188	HHF1_F1::HHF2_F3	HHF1:HHF2	HHF1	HHF2	YBR009C	YNL030W	94.4462	12.67055299	12.70529399	12.67884218	12.72458491	12.74944348	12.70435759	0.041232273	0.03968852	0.064547096	0.296707944	0.986390772
uptag	CRISPRi [RBD2]	TM_0812	LSB3_F1::CUE5_F3	LSB3:CUE5	LSB3	CUE5	YFR024C-A	YOR042W	76.496	11.78370765	11.87824254	11.90322912	11.23024065	11.7361905	11.86345068	-0.245099162	-0.624819124	-0.11886927	0.196999651	0.986390772
uptag	CRISPRi [RBD2]	TM_0050	RPT1_F1::RPT4_F3	RPT1:RPT4	RPT1	RPT4	YKL145W	YOR259C	82.5464	12.17011284	12.37522953	12.2823452	12.13397701	12.11332978	12.2782268	-0.100717991	-0.141918845	-0.162566073	0.223257022	0.986390772
uptag	CRISPRi [RBD2]	TM_0009	SLC1_F1::SNA3_F3	SLC1:SNA3	SLC1	SNA3	YDL052C	YJL151C	83.4446	12.79996961	12.88445038	12.75893106	12.80242212	12.71815467	12.81291264	-0.036620539	-0.01202823	-0.096295679	0.507034662	0.986390772
uptag	CRISPRi [RBD2]	TM_0069	KEX1_F1::MUP1_F3	KEX1:MUP1	KEX1	MUP1	YGL203C	YGR055W	52.8039	12.72587746	12.60318587	12.60761543	12.7517672	12.7517672	12.69063098	0.08582887	0.10620761	0.10620761	0.14025004	0.986390772
uptag	CRISPRi [RBD2]	TM_3391	DID4_F1::DID4_F3	DID4:DID4	DID4	DID4	YKL002W	YKL002W	73.537	12.64972772	12.59493104	12.51224664	12.60318587	12.64525312	12.53142208	0.007651888	0.017550732	0.05961799	0.893403648	0.988132536
uptag	CRISPRi [RBD2]	TM_0425	CAP2_F1::CAP2_F3	CAP2:CAP2	CAP2	CAP2	YIL034C	YIL034C	80.113	12.59825415	12.74609438	12.80710667	12.54694268	12.76786029	12.76473339	-0.023972948	-0.170209058	0.050708553	0.791999141	0.986390772
uptag	CRISPRi [RBD2]	TM_1283	ERV25_F1::ERP4_F3	ERV25:ERP4	ERV25	ERP4	YML012W	YOR016C	83.9242	11.1572206	11.56643465	11.68544964	11.33074885	11.42696357	11.51453325	-0.045619737	-0.138952775	-0.042738062	0.763927272	0.986390772
uptag	CRISPRi [RBD2]	TM_2843	ARP2_F1::AIM7_F3	ARP2:AIM7	ARP2	AIM7	YDL029W	YDR063W	95.4377	12.05694812	11.81733013	11.9255668	12.02051702	11.99977691	11.99675593	0.072401601	0.087235334	0.066495226	0.323455	0.986390772
uptag	CRISPRi [RBD2]	TM_2555	PRS5_F1::PRS5_F3	PRS5:PRS5	PRS5	PRS5	YOL061W	YOL061W	82.892	11.61959336	11.42696357	11.28813551	11.67396416	11.45450494	11.55230085	0.115359173	0.229066684	0.009607459	0.302676677	0.986390772
uptag	CRISPRi [RBD2]	TM_0126	SOP4_F1::PDR12_F3	SOP4:PDR12	SOP4	PDR12	YJL192C	YPL058C	93.2133	12.36249181	12.40157287	12.35459835	12.21445067	12.1666757	12.38023557	-0.119100362	-0.158437002	-0.206211977	0.11717378	0.986390772
uptag	CRISPRi [RBD2]	TM_1738	SIS2_F1::PPZ1_F3	SIS2:PPZ1	SIS2	PPZ1	YKR072C	YML016C	81.632	11.98032407	12.01992658	11.74645834	12.01757399	12.07605843	11.98283913	0.109920856	0.102004333	0.160488768	0.230344251	0.986390772
uptag	CRISPRi [RBD2]	TM_3599	VMA21_F1::VOA1_F3	VMA21:VOA1	VMA21	VOA1	YGR105W	YGR106C	84.597	12.35548875	12.30151525	12.15886211	12.20404124	12.18746549	12.17513367	-0.083075235	-0.067914125	-0.08448988	0.215025022	0.986390772
uptag	CRISPRi [RBD2]	TM_0629	ERG25_F1::PHO86_F3	ERG25:PHO86	ERG25	PHO86	YGR060W	YJL117W	93.9095	10.90919306	11.72748089	11.34845154	10.8094734	11.20283805	11.85602343	-0.038930202	-0.518901765	-0.125537108	0.908647748	0.988132536
uptag	CRISPRi [RBD2]	TM_0892	CAB4_F1::KES1_F3	CAB4:KES1	CAB4	KES1	YGR277C	YPL145C	77.0502	11.91729748	11.87705402	11.67742602	11.95768249	11.7534257	11.9594828	0.066271153	0.133756645	-0.070500142	0.493547603	0.986390772
uptag	CRISPRi [RBD2]	TM_3949	VMA6_F1::VPH1_F3	VMA6:VPH1	VMA6	VPH1	YLR447C	YOR270C	75.785	12.37319142	12.34007262	12.25988054	12.28473736	12.30787437	12.34337081	-0.012387353	-0.039644169	-0.016507166	0.795904783	0.986390772
uptag	CRISPRi [RBD2]	TM_0524	VOA1_F1::VMA13_F3	VOA1:VMA13	VOA1	VMA13	YGR106C	YPR036W	73.623	11.99675593	12.55390123	12.49184475	12.07692691	12.21862378	12.46590646	-0.093681586	-0.270573724	-0.12887686	0.619504928	0.986390772
uptag	CRISPRi [RBD2]	TM_3973	ITR1_F1::MID2_F3	ITR1:MID2	ITR1	MID2	YDR497C	YLR332W	80.003	11.41009797	11.24255884	11.33591136	11.52571655	11.44342708	11.37208511	0.117553524	0.196193826	0.113904355	0.119067489	0.986390772
uptag	CRISPRi [RBD2]	TM_0391	DST1_F1::RPB9_F3	DST1:RPB9	DST1	RPB9	YGL043W	YGL070C	70.828	12.29221617	12.20704483	12.13005568	12.35147301	12.15337258	11.94941334	-0.058352586	0.141700777	-0.056399647	0.615101969	0.986390772
uptag	CRISPRi [RBD2]	TM_0064	MOT2_F1::NOT3_F3	MOT2:NOT3	MOT2	NOT3	YER068W	YIL038C	72.149	12.70435759	12.63298763	12.61117853	12.52041406	12.60054791	12.52210742	-0.101818117	-0.129093851	-0.048960005	0.07208073	0.986390772
uptag	CRISPRi [RBD2]	TM_1603	RPT5_F1::RPT4_F3	RPT5:RPT4	RPT5	RPT4	YOR117W	YOR259C	77.16	10.27235763	10.1839248	10.8448888	10.21209102	10.86823095	10.88447582	0.221208854	-0.221632723	0.434507211	0.42199341	0.986390772
uptag	CRISPRi [RBD2]	TM_0124	PHO86_F1::ERG29_F3	PHO86:ERG29	PHO86	ERG29	YJL117W	YMR134W	78.9581	11.69236849	12.15064641	12.16796167	12.1033971	12.05542932	11.77824144	-0.024636238	0.099738243	0.051770463	0.882114429	0.988132536
uptag	CRISPRi [RBD2]	TM_0531	PHO88_F1::TPO3_F3	PHO88:TPO3	PHO88	TPO3	YBR106W	YPR156C	75.5964	12.2782268	12.3925947	12.30787437	12.40652392	12.2536407	12.20404124	-0.038163338	0.080291959	-0.07259126	0.591601548	0.986390772
uptag	CRISPRi [RBD2]	TM_3989	YCR043C_F1::LPP1_F3	YCR043C:LPP1	YCR043C	LPP1	YCR043C	YDR503C	76.075	11.65269562	11.53076396	11.62360719	11.56096965	11.67111347	11.38963134	-0.061784102	-0.041385943	0.068757885	0.481311398	0.986390772
uptag	CRISPRi [RBD2]	TM_2548	SHR3_F1::HIP1_F3	SHR3:HIP1	SHR3	HIP1	YDL212W	YGR191W	66.722	10.76964503	11.18198044	10.21209102	10.40758644	9.516487981	10.04916787	-0.730158066	-0.313652391	-1.204750849	0.06562164	0.986390772
uptag	CRISPRi [RBD2]	TM_0063	YGR250C_F1::SGN1_F3	YGR250C:SGN1	YGR250C	SGN1	YGR250C	YIR001C	71.316	12.56127203	12.4072412	12.3882326	12.38721856	12.382588	12.33668321	-0.083418686	-0.065030053	-0.069660607	0.203492036	0.986390772
uptag	CRISPRi [RBD2]	TM_0726	YJL068C_F1::YJL068C_F3	YJL068C:YJL068C	YJL068C	YJL068C	YJL068C	YJL068C	70.981	12.01757399	11.9000114	11.98016338	12.02386984	11.98928805	11.97295586	0.02945499	0.057953579	0.023371791	0.54464445	0.986390772
uptag	CRISPRi [RBD2]	TM_4046	PHO88_F1::EMC5_F3	PHO88:EMC5	PHO88	EMC5	YBR106W	YIL027C	71.199	11.91790659	11.89337738	11.98473886	11.87824254	11.94428502	12.00584674	0.010783823	-0.053765067	0.01227741	0.838787411	0.988132536
uptag	CRISPRi [RBD2]	TM_0435	ITR1_F1::PDR12_F3	ITR1:PDR12	ITR1	PDR12	YDR497C	YPL058C	94.8038	12.56946008	12.46280898	12.39650667	12.54987289	12.47753905	12.46280898	0.020481728	0.073614312	0.00128047	0.737107048	0.986390772
uptag	CRISPRi [RBD2]	TM_4011	UGA2_F1::UGA2_F3	UGA2:UGA2	UGA2	UGA2	YBR006W	YBR006W	62.223	12.11808671	12.11543387	12.16360775	12.08902006	12.02884998	12.13278888	-0.048823134	-0.043356049	-0.103526127	0.3075587	0.986390772
uptag	CRISPRi [RBD2]	TM_2313	FTH1_F1::FET5_F3	FTH1:FET5	FTH1	FET5	YBR207W	YFL041W	85.7192	12.51069	12.58432053	12.65443465	12.49140218	12.5853538	12.50044357	-0.05741521	-0.091746211	0.002205409	0.33124851	0.986390772
uptag	CRISPRi [RBD2]	TM_4012	TPS3_F1::TPS3_F3	TPS3:TPS3	TPS3	TPS3	YMR261C	YMR261C	70.632	11.56232194	11.19420281	10.99407053	11.46170112	11.33591136	10.70583395	-0.08238295	0.211502696	0.085712933	0.746035075	0.986390772
uptag	CRISPRi [RBD2]	TM_2110	PRS4_F1::PRS1_F3	PRS4:PRS1	PRS4	PRS1	YBL068W	YKL181W	82.9351	11.99179345	11.79261408	12.13636102	11.90187252	11.83031713	11.91633979	-0.090746369	-0.071716996	-0.143272387	0.365743681	0.986390772
uptag	CRISPRi [RBD2]	TM_0013	OCA4_F1::OCA5_F3	OCA4:OCA5	OCA4	OCA5	YCR095C	YHL029C	73.3384	12.48529264	12.85720347	12.86354747	12.43553137	12.70867439	12.79112896	-0.090236289	-0.299816495	-0.026673474	0.5492192	0.986390772
uptag	CRISPRi [RBD2]	TM_0055	TPO1_F1::PDR12_F3	TPO1:PDR12	TPO1	PDR12	YLL028W	YPL058C	74.5104	12.29367281	12.47410306	12.47801117	12.32207837	12.35613097	12.43634718	-0.043743508	-0.093183979	-0.059131378	0.538958651	0.986390772
uptag	CRISPRi [RBD2]	TM_3301	PCS60_F1::PCS60_F3	PCS60:PCS60	PCS60	PCS60	YBR222C	YBR222C	69.233	11.03763846	10.99063583	10.97104053	10.99407053	11.12084265	11.01585639	0.043818247	-0.005701083	0.121071044	0.410712043	0.986390772
uptag	CRISPRi [RBD2]	TM_3272	TCB3_F1::TCB3_F3	TCB3:TCB3	TCB3	TCB3	YML072C	YML072C	72.187	12.12816621	12.11557475	12.20976303	12.28680801	11.95890308	12.3028864	0.031697827	0.135640008	-0.192264923	0.767954978	0.986390772
uptag	CRISPRi [RBD2]	TM_0541	OSH7_F1::OSH6_F3	OSH7:OSH6	OSH7	OSH6	YHR001W	YKR003W	75.6655	12.26213401	12.35888925	12.03123022	12.27521274	12.3008959	12.36880654	0.0975539	0.057794912	0.083478075	0.326021991	0.986390772
uptag	CRISPRi [RBD2]	TM_3209	CDC39_F1::CAF40_F3	CDC39:CAF40	CDC39	CAF40	YCR093W	YNL288W	71.016	10.21209102	9.079840303	11.77025093	10.76964503	11.10477346	11.19420281	0.668813016	0.415584281	0.750712706	0.353248482	0.986390772
uptag	CRISPRi [RBD2]	TM_1650	SNA4_F1::MEH1_F3	SNA4:MEH1	SNA4	MEH1	YDL123W	YKR007W	76.6415	12.09175492	11.96971028	11.87412326	12.19617177	11.97150763	12.06171995	0.097936965	0.217642286	-0.007021858	0.283564421	0.986390772
uptag	CRISPRi [RBD2]	TM_0097	RPN5_F1::RPN8_F3	RPN5:RPN8	RPN5	RPN8	YDL147W	YOR261C	59.8468	12.08117272	12.39650667	12.42107424	12.34844232	12.40456505	12.39687232	0.083708686	0.048857773	0.104980507	0.429288249	0.986390772
uptag	CRISPRi [RBD2]	TM_0615	CKB1_F1::CKB2_F3	CKB1:CKB2	CKB1	CKB2	YGL019W	YOR039W	75.0258	12.12349635	12.02674244	11.92658016	12.20214424	12.02525494	12.02607383	0.058884685	0.17653792	-0.000351379	0.46931094	0.986390772
uptag	CRISPRi [RBD2]	TM_0061	FTR1_F1::PDR12_F3	FTR1:PDR12	FTR1	PDR12	YER145C	YPL058C	71.0797	12.73446266	12.54694268	12.62042604	12.64035039	12.50336199	12.53345952	-0.074886491	0.0064066	-0.130581805	0.303319674	0.986390772
uptag	CRISPRi [RBD2]	TM_2664	RVS161_F1::RVS167_F3	RVS161:RVS167	RVS161	RVS167	YCR009C	YDR388W	64.069	11.56096965	11.78370765	11.97245333	11.82174741	11.89337738	12.05343947	0.15047788	0.049370538	0.121000505	0.256790344	0.986390772
uptag	CRISPRi [RBD2]	TM_0693	GIS2_F1::BRE5_F3	GIS2:BRE5	GIS2	BRE5	YNL255C	YNR051C	76.4924	11.84597348	11.85267255	11.75984658	11.70711464	11.79803971	11.73042768	-0.074303529	-0.112382902	-0.021457827	0.169862412	0.986390772
uptag	CRISPRi [RBD2]	TM_2318	PST2_F1::THI7_F3	PST2:THI7	PST2	THI7	YDR032C	YLR237W	92.7319	12.62042604	12.59446457	12.62697141	12.60226584	12.59446457	12.60473853	-0.01346436	-0.011688171	-0.019489434	0.708087313	0.986390772
uptag	CRISPRi [RBD2]	TM_0526	SNA4_F1::KES1_F3	SNA4:KES1	SNA4	KES1	YDL123W	YPL145C	76.3239	12.04746477	11.97680276	12.08286977	11.90795469	11.93294059	11.75984658	-0.168798478	-0.127757742	-0.102771841	0.035795713	0.986390772
uptag	CRISPRi [RBD2]	TM_3381	CNS1_F1::HGH1_F3	CNS1:HGH1	CNS1	HGH1	YBR155W	YGR187C	72.1304	11.35272396	10.35090236	10.00716746	11.46415431	10.21209102	10.00716746	-0.009126995	0.893889715	-0.358173573	0.986331813	0.998569142
uptag	CRISPRi [RBD2]	TM_3844	ERP1_F1::PHO88_F3	ERP1:PHO88	ERP1	PHO88	YAR002C-A	YBR106W	65.262	11.24982455	11.02518571	11.03763846	11.23621356	10.94753954	10.99407053	-0.044941701	0.131997314	-0.156676704	0.675824063	0.986390772
uptag	CRISPRi [RBD2]	TM_2604	MYO2_F1::MYO2_F3	MYO2:MYO2	MYO2	MYO2	YOR326W	YOR326W	60.351	11.58066685	11.65396464	11.68846888	11.57761765	11.60045499	11.70030966	-0.014906024	-0.063415808	-0.040578468	0.787875124	0.986390772
uptag	CRISPRi [RBD2]	TM_3792	FTH1_F1::VMA7_F3	FTH1:VMA7	FTH1	VMA7	YBR207W	YGR020C	58.741	10.92362461	10.94471206	11.36119446	11.13645716	10.99407053	11.09480347	-0.001399992	0.059946779	-0.08243985	0.991686261	0.998569142
uptag	CRISPRi [RBD2]	TM_1523	YPI1_F1::SDS22_F3	YPI1:SDS22	YPI1	SDS22	YFR003C	YKL193C	75.7978	12.26548808	12.19700675	12.26173256	12.36012464	12.2687759	12.31771409	0.074129082	0.118715514	0.027366773	0.144716565	0.986390772
uptag	CRISPRi [RBD2]	TM_0433	SNA4_F1::VMA13_F3	SNA4:VMA13	SNA4	VMA13	YDL123W	YPR036W	62.3603	12.30787437	12.33730598	12.24892574	12.26101751	12.13858113	12.27231874	-0.0740629	-0.037017849	-0.159454232	0.21696941	0.986390772
uptag	CRISPRi [RBD2]	TM_3843	GSY2_F1::GSY2_F3	GSY2:GSY2	GSY2	GSY2	YLR258W	YLR258W	51.74	11.60640521	11.78195388	11.50221854	11.35272396	11.80474949	11.80041461	0.022436808	-0.277468589	0.17455695	0.883616223	0.988132536
uptag	CRISPRi [RBD2]	TM_0752	SCT1_F1::RER2_F3	SCT1:RER2	SCT1	RER2	YBL011W	YBR002C	79.6103	12.14421211	12.44454042	12.382588	12.27571714	12.40763954	12.52455804	0.07885806	-0.048063044	0.083859365	0.473610298	0.986390772
uptag	CRISPRi [RBD2]	TM_3460	OSH7_F1::MID2_F3	OSH7:MID2	OSH7	MID2	YHR001W	YLR332W	66.178	11.57397848	11.75180903	11.31182399	11.54588152	11.51763658	11.54378907	-0.010101441	1.10E-05	-0.028233913	0.93130429	0.98852126
uptag	CRISPRi [RBD2]	TM_0174	CKB1_F1::CKA1_F3	CKB1:CKA1	CKB1	CKA1	YGL019W	YIL035C	75.1957	12.50960183	12.61851551	12.49561356	12.56386359	12.55594713	12.57431758	0.0234658	0.022619958	0.0147035	0.633248788	0.986390772
uptag	CRISPRi [RBD2]	TM_0083	PUF4_F1::PUB1_F3	PUF4:PUB1	PUF4	PUB1	YGL014W	YNL016W	66.0271	12.79112896	12.68536933	12.65947567	12.8034181	12.75426816	12.79996961	0.07389397	0.091426783	0.042276836	0.184936877	0.986390772
uptag	CRISPRi [RBD2]	TM_3506	VPS24_F1::VPS24_F3	VPS24:VPS24	VPS24	VPS24	YKL041W	YKL041W	53.707	11.83125445	11.53941734	11.85689234	11.81995286	11.61501651	11.68695276	-0.035214004	0.07743148	-0.127504871	0.74760214	0.986390772
uptag	CRISPRi [RBD2]	TM_0108	RIM1_F1::MID2_F3	RIM1:MID2	RIM1	MID2	YCR028C-A	YLR332W	63.8537	12.59446457	12.6426384	12.85720347	12.70355756	12.79112896	12.69447397	0.031618017	0.005455413	0.093026816	0.705303305	0.986390772
uptag	CRISPRi [RBD2]	TM_2447	TCB3_F1::PDR12_F3	TCB3:PDR12	TCB3	PDR12	YML072C	YPL058C	77.0092	12.32874972	12.24269777	12.32874972	12.07141767	12.26674751	12.29869268	-0.087779782	-0.228648064	-0.033318227	0.271370374	0.986390772
uptag	CRISPRi [RBD2]	TM_0098	LSM4_F1::PUB1_F3	LSM4:PUB1	LSM4	PUB1	YER112W	YNL016W	56.3701	12.46247671	12.46920935	12.53783315	12.47882859	12.4729108	12.65681215	0.046344111	-0.011011143	-0.016928939	0.495062691	0.986390772
uptag	CRISPRi [RBD2]	TM_0619	SMI1_F1::CHS5_F3	SMI1:CHS5	SMI1	CHS5	YGR229C	YLR330W	64.5334	11.84900104	11.91110482	11.7534257	11.95627935	11.77025093	11.84055503	0.017851248	0.118435493	-0.067592924	0.802116518	0.986390772
uptag	CRISPRi [RBD2]	TM_0176	CAB3_F1::VHS3_F3	CAB3:VHS3	CAB3	VHS3	YKL088W	YOR054C	53.5009	12.23971288	12.29523323	12.04746477	12.23658231	12.19540297	12.31013938	0.053237923	0.042445344	0.001266007	0.512816024	0.986390772
uptag	CRISPRi [RBD2]	TM_0181	LSM4_F1::SCD6_F3	LSM4:SCD6	LSM4	SCD6	YER112W	YPR129W	46.4483	12.71297115	12.56854995	12.43712784	12.75893106	12.64122388	12.63158634	0.104364112	0.186048081	0.068340897	0.251880126	0.986390772
uptag	CRISPRi [RBD2]	TM_0515	PPZ1_F1::VHS3_F3	PPZ1:VHS3	PPZ1	VHS3	YML016C	YOR054C	64.4678	12.18684675	12.29096919	12.20386796	12.15213693	12.31495138	12.25114211	0.01218217	-0.075091039	0.087723407	0.841558873	0.988132536
uptag	CRISPRi [RBD2]	TM_0127	ERG25_F1::ORM2_F3	ERG25:ORM2	ERG25	ORM2	YGR060W	YLR350W	82.7712	12.42690243	12.35459835	12.46995549	12.32746844	12.31771409	12.37556894	-0.076901602	-0.089683652	-0.099438004	0.147611772	0.986390772
uptag	CRISPRi [RBD2]	TM_1747	CDC39_F1::NOT5_F3	CDC39:NOT5	CDC39	NOT5	YCR093W	YPR072W	63.732	12.1318141	12.08625788	12.12627427	12.12059429	12.0194054	12.11275442	-0.03053071	0.005812212	-0.095376684	0.519211943	0.986390772
uptag	CRISPRi [RBD2]	TM_3780	PST2_F1::FTR1_F3	PST2:FTR1	PST2	FTR1	YDR032C	YER145C	53.334	12.28473736	12.35675456	12.20525361	12.28070795	12.22954987	12.18205288	-0.051478278	-0.001540563	-0.052698642	0.385382743	0.986390772
uptag	CRISPRi [RBD2]	TM_3733	REI1_F1::LSG1_F3	REI1:LSG1	REI1	LSG1	YBR267W	YGL099W	NA	11.37881865	11.1572206	11.25498922	11.11614899	11.28038414	11.06750159	-0.108997917	-0.147527167	0.016707988	0.238864424	0.986390772
uptag	CRISPRi [RBD2]	TM_0595	FTH1_F1::VMA8_F3	FTH1:VMA8	FTH1	VMA8	YBR207W	YEL051W	57.1149	11.73459673	12.02448175	11.90383165	12.03123022	11.86801226	11.9683788	0.06823705	0.14359351	-0.019624452	0.465537839	0.986390772
uptag	CRISPRi [RBD2]	TM_3315	UTP5_F1::UTP8_F3	UTP5:UTP8	UTP5	UTP8	YDR398W	YGR128C	60.925	11.82964346	11.85602343	12.02884998	11.93046631	12.09444062	11.78292998	0.031106681	0.025627357	0.189601667	0.760811758	0.986390772
uptag	CRISPRi [RBD2]	TM_0205	SWP1_F1::YDC1_F3	SWP1:YDC1	SWP1	YDC1	YMR149W	YPL087W	59.1344	12.34585798	12.05498862	12.24269777	12.13075287	12.23997636	12.08960496	-0.061070061	-0.083761919	0.025461566	0.510416803	0.986390772
uptag	CRISPRi [RBD2]	TM_0095	DCP2_F1::SCD6_F3	DCP2:SCD6	DCP2	SCD6	YNL118C	YPR129W	54.6581	12.13956201	12.13496103	12.14032919	12.07328246	12.06713181	12.09735182	-0.059028715	-0.065001617	-0.07115227	0.135614898	0.986390772
uptag	CRISPRi [RBD2]	TM_0750	PEX3_F1::PEX25_F3	PEX3:PEX25	PEX3	PEX25	YDR329C	YPL112C	68.4088	12.05171309	11.9450536	11.85360846	11.88117771	11.86345068	11.87658089	-0.076388627	-0.068947347	-0.086674374	0.240763372	0.986390772
uptag	CRISPRi [RBD2]	TM_2374	ATG27_F1::RBD2_F3	ATG27:RBD2	ATG27	RBD2	YJL178C	YPL246C	60.633	12.23251087	12.02525494	12.11027667	12.13496103	11.97492241	12.13636102	-0.040599338	0.012280204	-0.147758416	0.609010352	0.986390772
